n_bar,chi_IX_IX_fit,chi_XI_XI_fit
1.7708808808808807,0.0014444603259728228,0.0014444585658801295
1.7908908908908907,0.0014541011763489695,0.0014540993652888022
1.8109009009009007,0.001463730433347427,0.001463728571826303
1.8309109109109107,0.0014733481111519067,0.0014733461996745863
1.8509209209209208,0.0014829542239316546,0.0014829522630011418
1.8709309309309308,0.0014925487858414525,0.0014925467759589976
1.8909409409409408,0.0015021318110216156,0.0015021297526867175
1.9109509509509508,0.0015117033135979947,0.001511701207308403
1.9309609609609608,0.0015212633076819746,0.0015212611539336912
1.9509709709709708,0.0015308118073704747,0.0015308096066577578
1.9709809809809808,0.0015403488267459492,0.0015403465795613147
1.9909909909909909,0.0015498743798763874,0.0015498720867106088
2.0110010010010004,0.0015593884808153126,0.0015593861421574265
2.0310110110110107,0.0015688911436017826,0.0015688887599390904
2.0510210210210205,0.0015783823822603906,0.0015783799540784588
2.0710310310310307,0.0015878622108012642,0.0015878597385839274
2.0910410410410405,0.0015973306432200646,0.0015973281274494287
2.1110510510510507,0.0016067876934979892,0.0016067851346544336
2.1310610610610605,0.0016162333756017686,0.0016162307741639469
2.1510710710710708,0.0016256677034836694,0.0016256650599285126
2.1710810810810806,0.0016350906910814916,0.0016350880058842105
2.191091091091091,0.001644502352318571,0.0016444996259526575
2.2111011011011006,0.0016539027011037767,0.0016538999340410076
2.231111111111111,0.0016632917513315136,0.0016632889440419516
2.2511211211211206,0.0016726695168817205,0.0016726666698337158
2.271131131131131,0.0016820360116198718,0.001682033125280066
2.2911411411411406,0.0016913912493969746,0.0016913883242303022
2.311151151151151,0.0017007352440495734,0.0017007322805192627
2.3311611611611607,0.001710068009399744,0.0017100650079673223
2.351171171171171,0.0017193895592551001,0.0017193865203803931
2.3711811811811807,0.001728699907408788,0.0017286968315499232
2.391191191191191,0.0017379990676394893,0.0017379959552528976
2.4112012012012007,0.0017472870537114198,0.0017472839052518389
2.431211211211211,0.0017565638793743308,0.0017565606952948064
2.4512212212212208,0.0017658295583635073,0.0017658263391153953
2.471231231231231,0.0017750841043997696,0.0017750808504327388
2.491241241241241,0.0017843275311894718,0.0017843242429515065
2.511251251251251,0.0017935598524245037,0.0017935565303619048
2.531261261261261,0.0018027810817822893,0.0018027777263396763
2.551271271271271,0.001811991232925787,0.0018119878445461018
2.571281281281281,0.0018211903195034897,0.001821186898627998
2.5912912912912907,0.001830378355149425,0.0018303749022177188
2.611301301301301,0.001839555353483156,0.0018395518689331548
2.6313113113113107,0.0018487213281097794,0.0018487178123777336
2.651321321321321,0.0018578762926199273,0.001857872746140419
2.6713313313313307,0.0018670202605897653,0.0018670166837957127
2.691341341341341,0.0018761532455809952,0.0018761496389036528
2.7113513513513507,0.001885275261140852,0.0018852716250098132
2.731361361361361,0.0018943863208021059,0.0018943826556453067
2.7513713713713708,0.0019034864380830623,0.0019034827443267816
2.771381381381381,0.00191257562648756,0.0019125719045564229
2.791391391391391,0.0019216538995049737,0.0019216501498219526
2.811401401401401,0.0019307212706102118,0.001930717493596631
2.831411411411411,0.0019397777532637178,0.0019397739493392525
2.851421421421421,0.0019488233609114697,0.0019488195304941506
2.871431431431431,0.00195785810698498,0.001957854250491195
2.891441441441441,0.0019668820049012965,0.0019668781227457927
2.911451451451451,0.0019758950680630006,0.001975891160658885
2.931461461461461,0.0019848973098582083,0.0019848933776169544
2.951471471471471,0.001993888743660572,0.0019938847869920163
2.971481481481481,0.002002869382829277,0.0020028654021416246
2.991491491491491,0.0020118392407090435,0.0020118352364088712
