n_bar,chi_XX_XX_fit,chi_II_XX_abs_fit
0.7903903903903904,0.0011421719787415002,0.025626738902793118
0.8104004004004004,0.001169486146155312,0.02592822434688097
0.8304104104104103,0.0011971442720355057,0.02622952673897342
0.8504204204204203,0.0012251456673465389,0.026530645913858283
0.8704304304304303,0.0012534896437412066,0.026831581706867565
0.8904404404404404,0.0012821755135606402,0.027132333953877465
0.9104504504504504,0.0013112025898343086,0.027432902491308413
0.9304604604604604,0.0013405701862800178,0.027733287156125
0.9504704704704704,0.0013702776173039107,0.02803348778583604
0.9704804804804804,0.001400324198000467,0.02833350421849455
0.9904904904904904,0.0014307092441525045,0.02863333629269774
1.0105005005005003,0.0014614320722311765,0.028932983847587024
1.0305105105105103,0.0014924919993959747,0.029232446722848013
1.0505205205205204,0.001523888343494727,0.02953172475871052
1.0705305305305304,0.0015556204230635984,0.029830817795948553
1.0905405405405404,0.0015876875573270922,0.03012972567588034
1.1105505505505504,0.0016200890661980472,0.030428448240368295
1.1305605605605604,0.0016528242702776395,0.030726985331819022
1.1505705705705704,0.0016858924908553828,0.03102533679318335
1.1705805805805805,0.0017192930499091283,0.03132350246795629
1.1905905905905905,0.0017530252701050623,0.03162148220017707
1.2106006006006005,0.001787088474797711,0.0319192758344291
1.2306106106106105,0.0018214819880299348,0.032216883215839986
1.2506206206206205,0.001856205134532933,0.032514304190081576
1.2706306306306305,0.0018912572397262414,0.03281153860336986
1.2906406406406405,0.0019266376297177332,0.03310858630246509
1.3106506506506506,0.0019623456313036173,0.03340544713467167
1.3306606606606606,0.0019983805719684423,0.03370212094783823
1.3506706706706706,0.0020347417798850906,0.03399860759035757
1.3706806806806806,0.0020714285839147843,0.03429490691116674
1.3906906906906906,0.0021084403136070818,0.03459101875974697
1.4107007007007006,0.002145776299199877,0.03488694298612366
1.4307107107107107,0.002183435871619403,0.035182679440866435
1.4507207207207207,0.002221418362480229,0.03547822797508914
1.4707307307307307,0.0022597231040852616,0.03577358844044978
1.4907407407407407,0.002298349429425744,0.03606876068915062
1.5107507507507507,0.002337296672181257,0.03636374457393805
1.5307607607607607,0.002376564166719717,0.03665853994810272
1.5507707707707707,0.002416151248097381,0.036953146665479435
1.5707807807807808,0.002456057252058837,0.03724756458044724
1.5907907907907908,0.002496281515037017,0.03754179354792937
1.6108008008008008,0.0025368233741531855,0.03783583342339326
1.6308108108108106,0.0025776821672169447,0.03812968406285051
1.6508208208208206,0.002618857232726235,0.03842334532285699
1.6708308308308306,0.002660347909867334,0.03871681706051271
1.6908408408408406,0.002702153538514855,0.0390100991334619
1.7108508508508506,0.0027442734592317487,0.03930319139989303
1.7308608608608607,0.0027867070132693043,0.03959609371853869
1.7508708708708707,0.0028294535425671457,0.03988880594867573
1.7708808808808807,0.002872512389753235,0.04018132795012519
1.7908908908908907,0.002915882898143873,0.0404736595832523
1.8109009009009007,0.0029595644117436943,0.040765800708966515
1.8309109109109107,0.003003556275245674,0.04105775118872146
1.8509209209209208,0.003047857834031121,0.04134951088451496
1.8709309309309308,0.003092468434169683,0.041641079658889066
1.8909409409409408,0.0031373874224193445,0.04193245737493001
1.9109509509509508,0.0031826141462264284,0.04222364389626826
1.9309609609609608,0.0032281479537255913,0.04251463908707843
1.9509709709709708,0.003273988193739831,0.042805442812079354
1.9709809809809808,0.003320134215780478,0.04309605493653408
1.9909909909909909,0.003366585370047203,0.043386475326249875
