condition_id,nbar,pauli,pauli_weight,mode_class,h_rad_per_gate,gamma_per_gate
rates_6a8c834ff6e2e567,3.0,ZZ,2,correlated,1.393859496959916e-15,2.8544527701582223e-08
rates_6a8c834ff6e2e567,4.0,IX,1,local,-7.194358718538017e-08,0.0074359861322140335
rates_6a8c834ff6e2e567,4.0,IY,1,local,-1.1184933208663452e-09,3.569117327252699e-05
rates_6a8c834ff6e2e567,4.0,IZ,1,local,7.725581919339846e-10,4.76990689955694e-05
rates_6a8c834ff6e2e567,4.0,XI,1,local,-4.9825864652421955e-08,0.007435969518324533
rates_6a8c834ff6e2e567,4.0,XX,2,correlated,0.07200540912684653,0.004783809657212907
rates_6a8c834ff6e2e567,4.0,XY,2,correlated,-6.68313887229441e-09,4.763513570469962e-05
rates_6a8c834ff6e2e567,4.0,XZ,2,correlated,7.047506196674328e-09,3.560412941285182e-05
rates_6a8c834ff6e2e567,4.0,YI,1,local,-4.670291990757446e-09,3.567886002568482e-05
rates_6a8c834ff6e2e567,4.0,YX,2,correlated,-1.4190969161553591e-09,4.762844352974296e-05
rates_6a8c834ff6e2e567,4.0,YY,2,correlated,1.2307252865878246e-08,3.9631090601320046e-08
rates_6a8c834ff6e2e567,4.0,YZ,2,correlated,8.337329512548098e-09,5.37306231599329e-09
rates_6a8c834ff6e2e567,4.0,ZI,1,local,-3.990170228778134e-10,4.770196284910522e-05
rates_6a8c834ff6e2e567,4.0,ZX,2,correlated,5.211789364979387e-09,3.562024120897563e-05
rates_6a8c834ff6e2e567,4.0,ZY,2,correlated,1.1684875555939527e-08,1.262333967679516e-08
rates_6a8c834ff6e2e567,4.0,ZZ,2,correlated,6.037888934998921e-16,5.0327377119907535e-08
rates_6c688fb66a893df8,0.01,IX,1,local,-4.27585911348811e-09,0.0002816792548998458
rates_6c688fb66a893df8,0.01,IY,1,local,6.7064282729324135e-09,1.1094257977536827e-05
rates_6c688fb66a893df8,0.01,IZ,1,local,1.573849351360214e-10,3.0566472600848665e-05
rates_6c688fb66a893df8,0.01,XI,1,local,-4.80780283262329e-09,0.00028168503360565515
rates_6c688fb66a893df8,0.01,XX,2,correlated,0.013728560159913207,0.00016371779167290975
rates_6c688fb66a893df8,0.01,XY,2,correlated,-2.484855454653886e-10,3.057119975918119e-05
rates_6c688fb66a893df8,0.01,XZ,2,correlated,9.087680089036684e-10,1.1099378989977527e-05
rates_6c688fb66a893df8,0.01,YI,1,local,-2.7776115884290175e-09,1.1099913969809466e-05
rates_6c688fb66a893df8,0.01,YX,2,correlated,-2.0696517021851774e-09,3.057136943928311e-05
rates_6c688fb66a893df8,0.01,YY,2,correlated,1.2029514705123058e-09,3.734330745417242e-09
rates_6c688fb66a893df8,0.01,YZ,2,correlated,-5.730122254007243e-10,2.161583615086566e-09
rates_6c688fb66a893df8,0.01,ZI,1,local,-4.039038093634082e-12,3.056648850612115e-05
rates_6c688fb66a893df8,0.01,ZX,2,correlated,5.377513431844724e-10,1.1093537408453401e-05
rates_6c688fb66a893df8,0.01,ZY,2,correlated,-1.6575083869991075e-09,0.0
rates_6c688fb66a893df8,0.01,ZZ,2,correlated,-5.594242299515182e-17,0.0
rates_6c688fb66a893df8,1.0,IX,1,local,8.707523168795192e-09,0.0008061782886579682
rates_6c688fb66a893df8,1.0,IY,1,local,2.3091483156160586e-09,1.5643685996713257e-05
rates_6c688fb66a893df8,1.0,IZ,1,local,1.1621691783515966e-10,2.6028806681056404e-05
rates_6c688fb66a893df8,1.0,XI,1,local,1.1934648557415099e-08,0.0008061695681498411
rates_6c688fb66a893df8,1.0,XX,2,correlated,0.02879817139013155,0.0006155811012388401
rates_6c688fb66a893df8,1.0,XY,2,correlated,-2.777851821318992e-09,2.602133867548692e-05
rates_6c688fb66a893df8,1.0,XZ,2,correlated,-7.962455442959386e-10,1.5634787379477837e-05
rates_6c688fb66a893df8,1.0,YI,1,local,-5.34824796067952e-10,1.563524738236465e-05
rates_6c688fb66a893df8,1.0,YX,2,correlated,6.5552962854817866e-09,2.6020486310591648e-05
rates_6c688fb66a893df8,1.0,YY,2,correlated,-2.190138142704157e-09,2.5020372572922466e-09
rates_6c688fb66a893df8,1.0,YZ,2,correlated,2.1824438775137834e-09,0.0
rates_6c688fb66a893df8,1.0,ZI,1,local,4.943337322933741e-11,2.6029067913133455e-05
rates_6c688fb66a893df8,1.0,ZX,2,correlated,-1.2684471467895599e-09,1.5643817124679507e-05
rates_6c688fb66a893df8,1.0,ZY,2,correlated,-2.7436160154016775e-09,4.355799312926768e-09
rates_6c688fb66a893df8,1.0,ZZ,2,correlated,-3.046435568622844e-17,5.736252006759753e-09
rates_6c688fb66a893df8,2.0,IX,1,local,3.068892616989337e-08,0.00130703246100274
rates_6c688fb66a893df8,2.0,IY,1,local,-8.293910657715633e-11,1.6864042609674313e-05
rates_6c688fb66a893df8,2.0,IZ,1,local,5.568129261600502e-10,2.4799588226479225e-05
rates_6c688fb66a893df8,2.0,XI,1,local,3.4046196627403414e-08,0.001307041050250633
rates_6c688fb66a893df8,2.0,XX,2,correlated,0.0437312817495736,0.0014842137037055028
rates_6c688fb66a893df8,2.0,XY,2,correlated,1.0794506758023436e-08,2.478872465057325e-05
rates_6c688fb66a893df8,2.0,XZ,2,correlated,7.162028641973056e-10,1.6874158359383632e-05
rates_6c688fb66a893df8,2.0,YI,1,local,1.3962703653340156e-09,1.6871618154597403e-05
rates_6c688fb66a893df8,2.0,YX,2,correlated,-2.8269895016078292e-09,2.4787606674592146e-05
rates_6c688fb66a893df8,2.0,YY,2,correlated,2.2223264760032847e-09,1.7695256638625152e-09
rates_6c688fb66a893df8,2.0,YZ,2,correlated,-4.9910285941036794e-09,5.545481383040134e-09
rates_6c688fb66a893df8,2.0,ZI,1,local,-1.4477301696807214e-09,2.4801013821116555e-05
rates_6c688fb66a893df8,2.0,ZX,2,correlated,-2.0006517281342749e-10,1.6866275220228698e-05
rates_6c688fb66a893df8,2.0,ZY,2,correlated,4.333449249730789e-09,1.540255899025442e-09
rates_6c688fb66a893df8,2.0,ZZ,2,correlated,1.4902218956497928e-16,7.814749820346523e-09
rates_6c688fb66a893df8,3.0,IX,1,local,-3.224887799122223e-08,0.0017787201824208119
rates_6c688fb66a893df8,3.0,IY,1,local,-3.498865408992389e-09,1.748227782460965e-05
rates_6c688fb66a893df8,3.0,IZ,1,local,-6.649284983466159e-10,2.4186897852820448e-05
rates_6c688fb66a893df8,3.0,XI,1,local,-5.8434687813409415e-09,0.0017787142953940567
rates_6c688fb66a893df8,3.0,XX,2,correlated,0.05836820274378011,0.002722709985323695
rates_6c688fb66a893df8,3.0,XY,2,correlated,-2.371789300354168e-08,2.416836976425619e-05
rates_6c688fb66a893df8,3.0,XZ,2,correlated,-4.800243688629932e-09,1.7471015709338184e-05
rates_6c688fb66a893df8,3.0,YI,1,local,-3.5817870488250435e-09,1.7483669653368054e-05
rates_6c688fb66a893df8,3.0,YX,2,correlated,-3.2420357613728115e-09,2.4155136149569796e-05
rates_6c688fb66a893df8,3.0,YY,2,correlated,-1.1767591800566502e-08,1.3559932114147948e-08
rates_6c688fb66a893df8,3.0,YZ,2,correlated,2.4899292138042846e-08,1.7727368145884225e-08
rates_6c688fb66a893df8,3.0,ZI,1,local,7.766261013667097e-10,2.4189673264047162e-05
rates_6c688fb66a893df8,3.0,ZX,2,correlated,-4.022215489541499e-09,1.7480081884732124e-05
rates_6c688fb66a893df8,3.0,ZY,2,correlated,6.093319490793248e-09,1.7008355206515877e-08
rates_6c688fb66a893df8,3.0,ZZ,2,correlated,2.9772111119121e-16,1.7005735183320964e-08
rates_6c688fb66a893df8,4.0,IX,1,local,4.3222609984759076e-09,0.002225260107842665
rates_6c688fb66a893df8,4.0,IY,1,local,-4.823793977240863e-09,1.7864748062551577e-05
rates_6c688fb66a893df8,4.0,IZ,1,local,1.178677331046728e-09,2.379988533206194e-05
rates_6c688fb66a893df8,4.0,XI,1,local,6.181309293911374e-09,0.0022252876302142123
rates_6c688fb66a893df8,4.0,XX,2,correlated,0.07270084721631186,0.004292300246140488
rates_6c688fb66a893df8,4.0,XY,2,correlated,1.7293325764184015e-08,2.3790289713968515e-05
rates_6c688fb66a893df8,4.0,XZ,2,correlated,5.3403705049227164e-09,1.7871586664857226e-05
rates_6c688fb66a893df8,4.0,YI,1,local,1.1612231898667919e-09,1.7892504857568197e-05
rates_6c688fb66a893df8,4.0,YX,2,correlated,-3.3432524018764083e-09,2.3785718647642605e-05
rates_6c688fb66a893df8,4.0,YY,2,correlated,1.4307324424266645e-08,1.6444357987932044e-09
rates_6c688fb66a893df8,4.0,YZ,2,correlated,-1.1779901186623696e-08,1.2214219547129075e-08
rates_6c688fb66a893df8,4.0,ZI,1,local,-7.400521733241116e-10,2.3801056152631425e-05
rates_6c688fb66a893df8,4.0,ZX,2,correlated,6.556307220888942e-09,1.7847230202826508e-05
rates_6c688fb66a893df8,4.0,ZY,2,correlated,-3.781897065822048e-09,0.0
rates_6c688fb66a893df8,4.0,ZZ,2,correlated,4.924807570556148e-16,3.725558962242373e-09
rates_6d2ebea4f1e4f35a,0.01,IX,1,local,-4.179130153288724e-09,0.0004147713905560632
rates_6d2ebea4f1e4f35a,0.01,IY,1,local,-1.0775283745410512e-09,2.4527451450895212e-09
rates_6d2ebea4f1e4f35a,0.01,IZ,1,local,8.251256668097365e-11,4.493005923554142e-09
rates_6d2ebea4f1e4f35a,0.01,XI,1,local,-4.8325304861948984e-09,0.00041477578434221107
rates_6d2ebea4f1e4f35a,0.01,XX,2,correlated,0.013740399876120803,8.318543873979799e-05
rates_6d2ebea4f1e4f35a,0.01,XY,2,correlated,8.371308895139262e-09,1.951468180936262e-09
rates_6d2ebea4f1e4f35a,0.01,XZ,2,correlated,-3.6343127236151227e-10,2.725093785060059e-09
rates_6d2ebea4f1e4f35a,0.01,YI,1,local,3.1110746738876612e-09,3.2641451695166365e-09
rates_6d2ebea4f1e4f35a,0.01,YX,2,correlated,1.4386381218188748e-09,3.192739070410726e-09
rates_6d2ebea4f1e4f35a,0.01,YY,2,correlated,-7.652849414236544e-10,5.5352977643485464e-09
rates_6d2ebea4f1e4f35a,0.01,YZ,2,correlated,-3.6579975536696925e-09,5.9084327946189135e-09
rates_6d2ebea4f1e4f35a,0.01,ZI,1,local,4.3026951526421164e-11,4.9569635608577896e-09
rates_6d2ebea4f1e4f35a,0.01,ZX,2,correlated,-3.9056841328896837e-10,3.0378313120235645e-09
rates_6d2ebea4f1e4f35a,0.01,ZY,2,correlated,1.0004615853101677e-09,5.231127218300203e-09
rates_6d2ebea4f1e4f35a,0.01,ZZ,2,correlated,-5.958945811987915e-16,8.648585596271983e-09
rates_6d2ebea4f1e4f35a,1.0,IX,1,local,9.158623654017736e-09,0.0007271299543185306
rates_6d2ebea4f1e4f35a,1.0,IY,1,local,-2.1898063580886137e-09,1.423840863436351e-09
rates_6d2ebea4f1e4f35a,1.0,IZ,1,local,1.5094890018626106e-10,1.7735686184405641e-09
rates_6d2ebea4f1e4f35a,1.0,XI,1,local,4.156466253416153e-09,0.0007271239302231807
rates_6d2ebea4f1e4f35a,1.0,XX,2,correlated,0.028826514021572994,0.0005378731526316681
rates_6d2ebea4f1e4f35a,1.0,XY,2,correlated,-3.771632209058495e-09,2.9866333088365946e-09
rates_6d2ebea4f1e4f35a,1.0,XZ,2,correlated,-5.634289475020842e-10,1.698632485950885e-10
rates_6d2ebea4f1e4f35a,1.0,YI,1,local,-1.5569920838877656e-09,1.158785352034758e-09
rates_6d2ebea4f1e4f35a,1.0,YX,2,correlated,-1.0985072925840298e-10,3.754204741946831e-09
rates_6d2ebea4f1e4f35a,1.0,YY,2,correlated,-1.899173663976032e-09,3.4996397853990757e-10
rates_6d2ebea4f1e4f35a,1.0,YZ,2,correlated,2.413113985954494e-09,3.761134311131228e-11
rates_6d2ebea4f1e4f35a,1.0,ZI,1,local,-1.0518553296545085e-10,3.11679139514841e-09
rates_6d2ebea4f1e4f35a,1.0,ZX,2,correlated,-9.353899722575025e-10,2.4179957871031665e-09
rates_6d2ebea4f1e4f35a,1.0,ZY,2,correlated,1.639023952989583e-09,3.958242022634081e-10
rates_6d2ebea4f1e4f35a,1.0,ZZ,2,correlated,3.787374794715069e-18,7.807106953104659e-10
rates_6d2ebea4f1e4f35a,2.0,IX,1,local,3.763660960921359e-08,0.001023473203768139
rates_6d2ebea4f1e4f35a,2.0,IY,1,local,-2.5792522582363867e-09,6.829502222403068e-09
rates_6d2ebea4f1e4f35a,2.0,IZ,1,local,-7.662435883095593e-10,8.170022373892643e-09
rates_6d2ebea4f1e4f35a,2.0,XI,1,local,3.188567631638869e-08,0.001023467104183583
rates_6d2ebea4f1e4f35a,2.0,XX,2,correlated,0.043786027671502845,0.0014096034547778286
rates_6d2ebea4f1e4f35a,2.0,XY,2,correlated,-7.738276572383614e-09,1.1246114393930655e-08
rates_6d2ebea4f1e4f35a,2.0,XZ,2,correlated,-2.995424581326364e-09,5.198204513083322e-09
rates_6d2ebea4f1e4f35a,2.0,YI,1,local,-1.0483968524955417e-09,7.024647776665129e-09
rates_6d2ebea4f1e4f35a,2.0,YX,2,correlated,2.7545984391378144e-09,1.3856735075286255e-08
rates_6d2ebea4f1e4f35a,2.0,YY,2,correlated,-5.199425183844543e-09,1.3388733421711224e-09
rates_6d2ebea4f1e4f35a,2.0,YZ,2,correlated,6.6708031226770174e-09,8.981462798859006e-10
rates_6d2ebea4f1e4f35a,2.0,ZI,1,local,7.550569600897593e-10,1.172627861915744e-08
rates_6d2ebea4f1e4f35a,2.0,ZX,2,correlated,-1.6070019859306406e-09,9.438132540480829e-09
rates_6d2ebea4f1e4f35a,2.0,ZY,2,correlated,-1.377347897779267e-09,4.1337020373517774e-10
rates_6d2ebea4f1e4f35a,2.0,ZZ,2,correlated,-2.3095980891054793e-16,7.024320339797663e-10
rates_6d2ebea4f1e4f35a,3.0,IX,1,local,-7.725610243071246e-09,0.001299778492473433
rates_6d2ebea4f1e4f35a,3.0,IY,1,local,-5.8866537753824256e-09,5.3770145437136586e-09
rates_6d2ebea4f1e4f35a,3.0,IZ,1,local,-1.0493523286890566e-09,7.265867291533967e-09
rates_6d2ebea4f1e4f35a,3.0,XI,1,local,2.4748323544545045e-10,0.0012997704853035049
rates_6d2ebea4f1e4f35a,3.0,XX,2,correlated,0.058457194602385604,0.002652094461187119
rates_6d2ebea4f1e4f35a,3.0,XY,2,correlated,-1.95960203266933e-08,9.481997227347343e-09
rates_6d2ebea4f1e4f35a,3.0,XZ,2,correlated,6.648972935864116e-09,8.329649523188227e-09
rates_6d2ebea4f1e4f35a,3.0,YI,1,local,-3.535228122613996e-09,5.28822478523651e-09
rates_6d2ebea4f1e4f35a,3.0,YX,2,correlated,-3.8969482031623505e-09,1.3278248637877028e-08
rates_6d2ebea4f1e4f35a,3.0,YY,2,correlated,1.2009956817868619e-08,1.9405344793000442e-08
rates_6d2ebea4f1e4f35a,3.0,YZ,2,correlated,1.183079042883807e-08,1.537081786087897e-08
rates_6d2ebea4f1e4f35a,3.0,ZI,1,local,8.694148593788623e-10,1.148181737651471e-08
rates_6d2ebea4f1e4f35a,3.0,ZX,2,correlated,6.281994966651372e-09,9.33447610309765e-09
rates_6d2ebea4f1e4f35a,3.0,ZY,2,correlated,-3.249963355707122e-10,1.6969208206926597e-08
rates_6d2ebea4f1e4f35a,3.0,ZZ,2,correlated,2.4482054818568096e-16,1.3681309994628688e-08
rates_6d2ebea4f1e4f35a,4.0,IX,1,local,-3.07793279139731e-08,0.001559721509309366
rates_6d2ebea4f1e4f35a,4.0,IY,1,local,-7.79478001156018e-09,1.15311458279328e-08
rates_6d2ebea4f1e4f35a,4.0,IZ,1,local,-3.1187975263854622e-09,2.358982093847475e-08
rates_6d2ebea4f1e4f35a,4.0,XI,1,local,-2.521086824389415e-08,0.0015597060166941512
rates_6d2ebea4f1e4f35a,4.0,XX,2,correlated,0.0728305109487175,0.004226900541356573
rates_6d2ebea4f1e4f35a,4.0,XY,2,correlated,-1.2163214304393067e-08,4.9352609168438685e-09
rates_6d2ebea4f1e4f35a,4.0,XZ,2,correlated,-1.8168085494879597e-08,7.504172892401541e-09
rates_6d2ebea4f1e4f35a,4.0,YI,1,local,-1.2089265827995136e-08,1.2386137081964832e-08
rates_6d2ebea4f1e4f35a,4.0,YX,2,correlated,4.909237550626863e-09,5.963838070415471e-09
rates_6d2ebea4f1e4f35a,4.0,YY,2,correlated,-3.3809234799918503e-08,9.261447203438335e-09
rates_6d2ebea4f1e4f35a,4.0,YZ,2,correlated,1.6448131869009917e-08,7.074031156351658e-09
rates_6d2ebea4f1e4f35a,4.0,ZI,1,local,-7.191235552729836e-10,2.1374970624362062e-08
rates_6d2ebea4f1e4f35a,4.0,ZX,2,correlated,-1.872018159699561e-08,6.996664423178367e-09
rates_6d2ebea4f1e4f35a,4.0,ZY,2,correlated,5.27880754354281e-09,8.797351648085854e-09
rates_6d2ebea4f1e4f35a,4.0,ZZ,2,correlated,4.952176220570586e-15,1.2384701308324614e-08
rates_6f4d35c55359373b,0.01,IX,1,local,-2.6729420196634537e-09,0.00033166873959659834
rates_6f4d35c55359373b,0.01,IY,1,local,-2.6815349147893874e-09,9.825143342988095e-05
rates_6f4d35c55359373b,0.01,IZ,1,local,-1.147435276346849e-11,0.00022676682308758595
rates_6f4d35c55359373b,0.01,XI,1,local,-3.915746259443029e-09,0.00033165646488110437
rates_6f4d35c55359373b,0.01,XX,2,correlated,0.013728627968835578,0.0001637162019246759
rates_6f4d35c55359373b,0.01,XY,2,correlated,-2.960146571826723e-09,0.00022674382709072483
rates_6f4d35c55359373b,0.01,XZ,2,correlated,1.2785625388225327e-09,9.823129473994908e-05
rates_6f4d35c55359373b,0.01,YI,1,local,2.763680518737563e-09,9.823933771775809e-05
rates_6f4d35c55359373b,0.01,YX,2,correlated,8.588945423173568e-10,0.00022674398864133943
rates_6f4d35c55359373b,0.01,YY,2,correlated,2.5443767394919264e-09,0.0
rates_6f4d35c55359373b,0.01,YZ,2,correlated,-1.0429718698553847e-09,0.0
rates_6f4d35c55359373b,0.01,ZI,1,local,-1.7335832378145794e-11,0.00022676664927260315
rates_6f4d35c55359373b,0.01,ZX,2,correlated,1.256928898318225e-09,9.824340271489163e-05
rates_6f4d35c55359373b,0.01,ZY,2,correlated,1.2592191161592709e-09,0.0
rates_6f4d35c55359373b,0.01,ZZ,2,correlated,2.0138379060445416e-17,1.9864959252891066e-08
rates_6f4d35c55359373b,1.0,IX,1,local,6.154177074492917e-09,0.000856157584810049
rates_6f4d35c55359373b,1.0,IY,1,local,-7.748037723810325e-10,0.000128234905017395
rates_6f4d35c55359373b,1.0,IZ,1,local,1.979538881793379e-10,0.00019677890983814145
rates_6f4d35c55359373b,1.0,XI,1,local,1.0120493681494903e-08,0.000856162221567004
rates_6f4d35c55359373b,1.0,XX,2,correlated,0.028798235170537104,0.0006155850483838066
rates_6f4d35c55359373b,1.0,XY,2,correlated,4.932215314551472e-09,0.00019675876355367797
rates_6f4d35c55359373b,1.0,XZ,2,correlated,-1.3140033895714938e-09,0.00012822292335101286
rates_6f4d35c55359373b,1.0,YI,1,local,4.5866351046989134e-10,0.00012823910109613465
rates_6f4d35c55359373b,1.0,YX,2,correlated,-2.2161209079422684e-09,0.00019675980145626487
rates_6f4d35c55359373b,1.0,YY,2,correlated,-2.2082756300302925e-09,1.201150441669475e-09
rates_6f4d35c55359373b,1.0,YZ,2,correlated,-4.754210586525049e-09,0.0
rates_6f4d35c55359373b,1.0,ZI,1,local,-1.4596330918582806e-10,0.0001967791896515638
rates_6f4d35c55359373b,1.0,ZX,2,correlated,-1.2111696525624756e-09,0.00012821740955549287
rates_6f4d35c55359373b,1.0,ZY,2,correlated,4.231647548843408e-10,0.0
rates_6f4d35c55359373b,1.0,ZZ,2,correlated,1.9493656975362988e-16,1.2293571274250154e-08
rates_6f4d35c55359373b,2.0,IX,1,local,4.709109252141192e-08,0.0013570059771052354
rates_6f4d35c55359373b,2.0,IY,1,local,-3.209279760784377e-09,0.00013634113387544272
rates_6f4d35c55359373b,2.0,IZ,1,local,9.087940635451308e-10,0.0001886613614405551
rates_6f4d35c55359373b,2.0,XI,1,local,3.351581308082833e-08,0.0013570436270858447
rates_6f4d35c55359373b,2.0,XX,2,correlated,0.04373137894291055,0.001484213570274021
rates_6f4d35c55359373b,2.0,XY,2,correlated,1.2349172778421831e-08,0.00018863136029694045
rates_6f4d35c55359373b,2.0,XZ,2,correlated,7.177311142506294e-09,0.00013635821084555483
rates_6f4d35c55359373b,2.0,YI,1,local,2.1505053777117756e-09,0.00013637477129278903
rates_6f4d35c55359373b,2.0,YX,2,correlated,-1.2517830893478077e-08,0.00018863500983652974
rates_6f4d35c55359373b,2.0,YY,2,correlated,1.4248099850843995e-08,0.0
rates_6f4d35c55359373b,2.0,YZ,2,correlated,5.064591477150268e-10,1.0320299165948765e-08
rates_6f4d35c55359373b,2.0,ZI,1,local,2.0756326348352686e-10,0.0001886615835367623
rates_6f4d35c55359373b,2.0,ZX,2,correlated,9.340426509944122e-09,0.0001363207017920993
rates_6f4d35c55359373b,2.0,ZY,2,correlated,7.182038623087885e-09,0.0
rates_6f4d35c55359373b,2.0,ZZ,2,correlated,-4.16130032776523e-16,1.3480324642135832e-08
rates_6f4d35c55359373b,3.0,IX,1,local,4.94429814709205e-09,0.0018287108584780383
rates_6f4d35c55359373b,3.0,IY,1,local,-4.8976602570059976e-09,0.00014041621650495617
rates_6f4d35c55359373b,3.0,IZ,1,local,2.803964810437822e-10,0.00018460892035316527
rates_6f4d35c55359373b,3.0,XI,1,local,3.2614115972422926e-09,0.001828707488049822
rates_6f4d35c55359373b,3.0,XX,2,correlated,0.058368193601578286,0.0027227251990151616
rates_6f4d35c55359373b,3.0,XY,2,correlated,-3.2224943130400084e-09,0.00018458086610326614
rates_6f4d35c55359373b,3.0,XZ,2,correlated,3.7711553234397486e-09,0.00014039221275261986
rates_6f4d35c55359373b,3.0,YI,1,local,-5.863480634289852e-09,0.00014041305193319712
rates_6f4d35c55359373b,3.0,YX,2,correlated,-1.5278592963870712e-09,0.00018458248970981955
rates_6f4d35c55359373b,3.0,YY,2,correlated,7.421583566265643e-09,5.3527829939770816e-09
rates_6f4d35c55359373b,3.0,YZ,2,correlated,2.1450927984887657e-10,0.0
rates_6f4d35c55359373b,3.0,ZI,1,local,-1.2004536368002242e-10,0.0001846082252939069
rates_6f4d35c55359373b,3.0,ZX,2,correlated,3.398681768136253e-09,0.0001403944487768865
rates_6f4d35c55359373b,3.0,ZY,2,correlated,-1.8888249194822657e-10,0.0
rates_6f4d35c55359373b,3.0,ZZ,2,correlated,2.773851026706678e-16,0.0
rates_6f4d35c55359373b,4.0,IX,1,local,4.386871924226993e-09,0.002275266051322642
rates_6f4d35c55359373b,4.0,IY,1,local,1.104251524740225e-09,0.00014297537673646035
rates_6f4d35c55359373b,4.0,IZ,1,local,-7.050127727912699e-10,0.0001820623831017837
rates_6f4d35c55359373b,4.0,XI,1,local,-3.001405301475501e-09,0.002275258866470856
rates_6f4d35c55359373b,4.0,XX,2,correlated,0.07270089951005897,0.004292305431371993
rates_6f4d35c55359373b,4.0,XY,2,correlated,2.479419357838655e-09,0.00018203519423232585
rates_6f4d35c55359373b,4.0,XZ,2,correlated,-1.5183901839502258e-09,0.0001429242636993329
rates_6f4d35c55359373b,4.0,YI,1,local,-4.85441324447182e-09,0.0001429705758027786
rates_6f4d35c55359373b,4.0,YX,2,correlated,1.0535198766233957e-08,0.00018203445053641696
rates_6f4d35c55359373b,4.0,YY,2,correlated,1.8668319154478486e-09,5.392969841919615e-09
rates_6f4d35c55359373b,4.0,YZ,2,correlated,-5.0924695030687285e-09,0.0
rates_6f4d35c55359373b,4.0,ZI,1,local,-7.495300662833708e-10,0.00018205883672558066
rates_6f4d35c55359373b,4.0,ZX,2,correlated,-1.5346088431187734e-09,0.00014293335470640269
rates_6f4d35c55359373b,4.0,ZY,2,correlated,-1.1072798956102468e-08,0.0
rates_6f4d35c55359373b,4.0,ZZ,2,correlated,-5.606789507157467e-16,2.953717695777791e-09
rates_70251d48c79bc447,0.01,IX,1,local,-1.0726295909304268e-08,0.0001709009013726165
rates_70251d48c79bc447,0.01,IY,1,local,-8.921870256522521e-11,3.4154833922484505e-09
rates_70251d48c79bc447,0.01,IZ,1,local,-5.513084907177458e-12,2.967176647605497e-09
rates_70251d48c79bc447,0.01,XI,1,local,-7.229960933752379e-09,0.00017088831505647527
rates_70251d48c79bc447,0.01,XX,2,correlated,0.013732600166141933,8.304374466877258e-05
rates_70251d48c79bc447,0.01,XY,2,correlated,-3.0423978592882373e-09,3.5108749579861143e-09
rates_70251d48c79bc447,0.01,XZ,2,correlated,-7.641750597892185e-12,1.1542253156815104e-09
rates_70251d48c79bc447,0.01,YI,1,local,-7.852710002400503e-10,1.510295993829863e-09
rates_70251d48c79bc447,0.01,YX,2,correlated,4.9043928952560935e-09,4.051564067545526e-09
rates_70251d48c79bc447,0.01,YY,2,correlated,1.566702802167834e-11,4.206965771975184e-09
rates_70251d48c79bc447,0.01,YZ,2,correlated,7.650259568351808e-10,2.4874289548486553e-09
rates_70251d48c79bc447,0.01,ZI,1,local,6.20996509039319e-11,5.4150465645637695e-09
rates_70251d48c79bc447,0.01,ZX,2,correlated,1.7694221419353325e-11,4.2056476139097285e-09
rates_70251d48c79bc447,0.01,ZY,2,correlated,-1.0291193290623916e-09,5.166441584154395e-09
rates_70251d48c79bc447,0.01,ZZ,2,correlated,-1.4686910735592027e-16,4.53301255264201e-09
rates_70251d48c79bc447,1.0,IX,1,local,2.3046604142063786e-09,0.0004879337089124383
rates_70251d48c79bc447,1.0,IY,1,local,1.0216328628301137e-09,2.922857991933831e-09
rates_70251d48c79bc447,1.0,IZ,1,local,3.097132686438767e-11,4.148037075778408e-09
rates_70251d48c79bc447,1.0,XI,1,local,5.3738750246782906e-09,0.00048793372727311285
rates_70251d48c79bc447,1.0,XX,2,correlated,0.028818488956883277,0.0005375332932023422
rates_70251d48c79bc447,1.0,XY,2,correlated,-2.1151159541440305e-09,2.6597231791801847e-09
rates_70251d48c79bc447,1.0,XZ,2,correlated,1.1642620679465138e-09,3.966706086730855e-09
rates_70251d48c79bc447,1.0,YI,1,local,-1.5544910483721975e-09,3.1738895297197535e-09
rates_70251d48c79bc447,1.0,YX,2,correlated,2.0890609795573732e-09,2.3863597579660938e-09
rates_70251d48c79bc447,1.0,YY,2,correlated,1.6833166513804984e-09,4.168217148804441e-09
rates_70251d48c79bc447,1.0,YZ,2,correlated,5.396349847358905e-09,5.821129222560182e-09
rates_70251d48c79bc447,1.0,ZI,1,local,1.0365971560598641e-10,3.921742731947146e-09
rates_70251d48c79bc447,1.0,ZX,2,correlated,9.110692881699011e-10,3.4026813728314266e-09
rates_70251d48c79bc447,1.0,ZY,2,correlated,9.310498684263012e-10,5.85137313553535e-09
rates_70251d48c79bc447,1.0,ZZ,2,correlated,-2.7360147878930423e-16,7.263882663009931e-09
rates_70251d48c79bc447,2.0,IX,1,local,3.7259715947438885e-08,0.0007888704387577975
rates_70251d48c79bc447,2.0,IY,1,local,4.017953947686465e-09,7.948186274025798e-09
rates_70251d48c79bc447,2.0,IZ,1,local,2.410304630314721e-10,1.6609835037711907e-08
rates_70251d48c79bc447,2.0,XI,1,local,4.936060828960992e-08,0.0007888864107556482
rates_70251d48c79bc447,2.0,XX,2,correlated,0.04377757111803413,0.0014090690673662554
rates_70251d48c79bc447,2.0,XY,2,correlated,7.588070757885629e-09,1.666161496044396e-08
rates_70251d48c79bc447,2.0,XZ,2,correlated,1.7761245343909807e-11,1.360434532165838e-08
