nbar,component,multiplier_x,multiplier_y,multiplier_product,observed,fitted_prediction,fitted_residual,loocv_prediction,loocv_residual,fitted_residual_over_peak,loocv_residual_over_peak
2.0,local_gamma_X,0.5,0.5,0.25,5.5243304075236303e-08,4.9678945772025443e-08,5.56435830321086e-09,4.9678175512016696e-08,5.565128563219608e-09,0.001763910318297574,0.0017641544919296745
2.0,local_gamma_X,1.0,0.5,0.5,1.0607692176527834e-07,9.935789154405089e-08,6.719030221227455e-09,9.93541696051387e-08,6.722752160139639e-09,0.0021299431291722155,0.002131122989650914
2.0,local_gamma_X,2.0,0.5,1.0,2.0362823472346416e-07,1.9871578308810177e-07,4.912451635362384e-09,1.9870488015757525e-07,4.9233545658889056e-09,0.0015572548810800653,0.0015607111271748423
2.0,local_gamma_X,4.0,0.5,2.0,4.155154786900897e-07,3.9743156617620355e-07,1.808391251388617e-08,3.972699448382775e-07,1.8245533851812215e-08,0.005732628659090442,0.005783862876962483
2.0,local_gamma_X,0.5,1.0,0.5,1.0632402941694771e-07,9.935789154405089e-08,6.966137872896825e-09,9.935403272235146e-08,6.9699966945962535e-09,0.002208276642716512,0.002209499895253676
2.0,local_gamma_X,1.0,1.0,1.0,2.092479125190023e-07,1.9871578308810177e-07,1.0532129430900532e-08,1.9869240757542396e-07,1.0555504943578351e-08,0.0033387015652983566,0.0033461116395173563
2.0,local_gamma_X,2.0,1.0,2.0,4.0903736187242797e-07,3.9743156617620355e-07,1.1605795696224424e-08,3.9732784170691737e-07,1.1709520165510605e-08,0.0036790554570885394,0.0037119362767022326
2.0,local_gamma_X,4.0,1.0,4.0,8.266054765547395e-07,7.948631323524071e-07,3.174234420233237e-08,7.936971056461656e-07,3.290837090857382e-08,0.010062372948402403,0.01043200524497162
2.0,local_gamma_X,0.5,2.0,1.0,2.0429415064488182e-07,1.9871578308810177e-07,5.578367556780041e-09,1.9870340219187367e-07,5.5907484530081485e-09,0.001768351273673878,0.0017722760372165004
2.0,local_gamma_X,1.0,2.0,2.0,4.0566457838611767e-07,3.9743156617620355e-07,8.233012209914123e-09,3.973579852822733e-07,8.306593103844362e-09,0.0026098777965749406,0.002633203055474644
2.0,local_gamma_X,2.0,2.0,4.0,8.089548363914142e-07,7.948631323524071e-07,1.4091704039007114e-08,7.943454861716085e-07,1.4609350219805759e-08,0.004467092304688043,0.00463118695671848
2.0,local_gamma_X,4.0,2.0,8.0,1.6184073877402927e-06,1.5897262647048142e-06,2.8681123035478465e-08,1.5849900173272414e-06,3.3417370413051255e-08,0.009091961032317004,0.01059335888703274
2.0,local_gamma_X,0.5,4.0,2.0,3.910877680533267e-07,3.9743156617620355e-07,-6.343798122876848e-09,3.9748826259847197e-07,-6.400494545145266e-09,-0.002010993964871427,-0.0020289668197452965
2.0,local_gamma_X,1.0,4.0,4.0,7.914960634085441e-07,7.948631323524071e-07,-3.3670689438630156e-09,7.949868186272858e-07,-3.4907552187416786e-09,-0.0010673661415858367,-0.001106574884912874
2.0,local_gamma_X,2.0,4.0,8.0,1.5780478850377496e-06,1.5897262647048142e-06,-1.167837966706455e-08,1.591654769910277e-06,-1.3606884872527316e-08,-0.003702064689803483,-0.004313403867735902
2.0,local_gamma_X,4.0,4.0,16.0,3.15455850872354e-06,3.1794525294096284e-06,-2.4894020686088512e-08,3.2120399083582444e-06,-5.74813996347045e-08,-0.007891443641716326,-0.01822169393141602
3.0,coherent_h_XX,0.5,0.5,0.25,-7.4413704156950375e-09,1.4722609868804708e-08,-2.2163980284499745e-08,1.4725677972387833e-08,-2.216704838808287e-08,-0.021903266260867322,-0.021906298274469323
3.0,coherent_h_XX,1.0,0.5,0.5,-3.3259592378820375e-08,2.9445219737609416e-08,-6.27048121164298e-08,2.9479954434807272e-08,-6.273954681362765e-08,-0.061967217891108164,-0.06200154400543643
3.0,coherent_h_XX,2.0,0.5,1.0,-1.830851339978956e-08,5.889043947521883e-08,-7.71989528750084e-08,5.906177853001147e-08,-7.737029192980103e-08,-0.07629086464510101,-0.07646018824536757
3.0,coherent_h_XX,4.0,0.5,2.0,5.2628431536361215e-08,1.1778087895043767e-07,-6.515244741407646e-08,1.1836316587049085e-07,-6.573473433412963e-08,-0.06438606175153808,-0.06496149925357667
3.0,coherent_h_XX,0.5,1.0,0.5,1.3348175093019776e-08,2.9445219737609416e-08,-1.609704464458964e-08,2.945413653287023e-08,-1.6105961439850455e-08,-0.015907695744978106,-0.015916507652328875
3.0,coherent_h_XX,1.0,1.0,1.0,3.966393970211701e-09,5.889043947521883e-08,-5.492404550500713e-08,5.9012340533351734e-08,-5.504594656314003e-08,-0.054277976129652426,-0.05439844327045897
3.0,coherent_h_XX,2.0,1.0,2.0,7.35133495466389e-08,1.1778087895043767e-07,-4.426752940379876e-08,1.1817651110821494e-07,-4.466316156157604e-08,-0.04374681220594047,-0.04413779055829072
3.0,coherent_h_XX,4.0,1.0,4.0,2.119934103053667e-07,2.3556175790087533e-07,-2.3568347595508636e-08,2.3642752013138906e-07,-2.4434109826022365e-08,-0.02329111405473122,-0.024146692358363187
3.0,coherent_h_XX,0.5,2.0,1.0,6.184299804895543e-08,5.889043947521883e-08,2.9525585737366003e-09,5.8883886425256315e-08,2.9591116236991177e-09,0.002917827743989941,0.0029243037106848834
3.0,coherent_h_XX,1.0,2.0,2.0,8.467935200956457e-08,1.1778087895043767e-07,-3.3101526940873096e-08,1.1807671720266723e-07,-3.339736519310266e-08,-0.032712154988436944,-0.03300451330700418
3.0,coherent_h_XX,2.0,2.0,4.0,1.6701625933646105e-07,2.3556175790087533e-07,-6.854549856441428e-08,2.3807971566131298e-07,-7.106345632485192e-08,-0.06773920057536956,-0.07022753969824148
3.0,coherent_h_XX,4.0,2.0,8.0,4.745714871703943e-07,4.7112351580175066e-07,3.4479713686436605e-09,4.705541362369238e-07,4.017350933470517e-09,0.003407413017781151,0.003970094993302538
3.0,coherent_h_XX,0.5,4.0,2.0,9.29636905164233e-08,1.1778087895043767e-07,-2.4817188434014372e-08,1.1800267759026128e-07,-2.503898707383799e-08,-0.024525264827837876,-0.02474445445903207
3.0,coherent_h_XX,1.0,4.0,4.0,1.574721319105854e-07,2.3556175790087533e-07,-7.808962599028993e-08,2.3843031067078695e-07,-8.095817876020155e-08,-0.07717106080774834,-0.08000587090486176
3.0,coherent_h_XX,2.0,4.0,8.0,4.770641128179487e-07,4.7112351580175066e-07,5.94059701619803e-09,4.701425173588242e-07,6.921595459124495e-09,0.005870718008411919,0.006840177005446918
3.0,coherent_h_XX,4.0,4.0,16.0,1.0119029746763486e-06,9.422470316035013e-07,6.965594307284727e-08,8.510643077855459e-07,1.6083866689080272e-07,0.06883658296896136,0.15894672801238285
3.0,correlated_gamma_XX,0.5,0.5,0.25,2.2303912402318188e-08,-3.194369584774075e-08,5.424760825005894e-08,-3.1951205206579353e-08,5.425511760889754e-08,0.026536827988204666,0.026540501414005914
3.0,correlated_gamma_XX,1.0,0.5,0.5,-2.60641592679349e-08,-6.38873916954815e-08,3.7823232427546605e-08,-6.390834349297634e-08,3.7844184225041444e-08,0.018502356975094815,0.018512606168821503
3.0,correlated_gamma_XX,2.0,0.5,1.0,-1.202097296075337e-07,-1.27774783390963e-07,7.565053783429305e-09,-1.2779157363378933e-07,7.581844026255624e-09,0.003700670636887706,0.0037088840826069785
3.0,correlated_gamma_XX,4.0,0.5,2.0,-2.4047596002040386e-07,-2.55549566781926e-07,1.507360676152216e-08,-2.556842841164795e-07,1.5208324096075662e-08,0.0073737022275432345,0.007439603211004046
3.0,correlated_gamma_XX,0.5,1.0,0.5,-2.7341213219237576e-08,-6.38873916954815e-08,3.654617847624393e-08,-6.390763608184143e-08,3.6566422862603855e-08,0.017877648123763305,0.0178875512663329
3.0,correlated_gamma_XX,1.0,1.0,1.0,-9.920466353691842e-08,-1.27774783390963e-07,2.8570119854044585e-08,-1.2783819328382814e-07,2.863352974690971e-08,0.013975922268763775,0.014006941100266092
3.0,correlated_gamma_XX,2.0,1.0,2.0,-2.500438862039489e-07,-2.55549566781926e-07,5.505680577977114e-09,-2.555987726968807e-07,5.554886492931812e-09,0.002693267098197259,0.0027173376322406403
3.0,correlated_gamma_XX,4.0,1.0,4.0,-5.096788274362024e-07,-5.11099133563852e-07,1.4203061276496324e-09,-5.11151307242813e-07,1.4724798066105419e-09,0.0006947849060237676,0.0007203072099328245
3.0,correlated_gamma_XX,0.5,2.0,1.0,-1.2347810969103729e-07,-1.27774783390963e-07,4.296673699925725e-09,-1.277843196344363e-07,4.306209943399015e-09,0.002101845492814847,0.0021065104294059277
3.0,correlated_gamma_XX,1.0,2.0,2.0,-2.417191579777434e-07,-2.55549566781926e-07,1.3830408804182619e-08,-2.5567317328429547e-07,1.3954015306552071e-08,0.006765555040719178,0.006826020830777273
3.0,correlated_gamma_XX,2.0,2.0,4.0,-5.269564498809262e-07,-5.11099133563852e-07,-1.5857316317074173e-08,-5.105166291906033e-07,-1.6439820690322947e-08,-0.007757077022106155,-0.008042026328700937
3.0,correlated_gamma_XX,4.0,2.0,8.0,-1.0939082874103154e-06,-1.022198267127704e-06,-7.171002028261129e-08,-1.0103564576180454e-06,-8.355182979226993e-08,-0.03507908522894659,-0.04087185789052391
3.0,correlated_gamma_XX,0.5,4.0,2.0,-1.999269482943697e-07,-2.55549566781926e-07,5.562261848755633e-08,-2.560466827689675e-07,5.611973447459779e-08,0.027209455064891485,0.027452634107504693
3.0,correlated_gamma_XX,1.0,4.0,4.0,-4.561123001975941e-07,-5.11099133563852e-07,5.498683336625794e-08,-5.131190258499422e-07,5.700672565234807e-08,0.02689844189867808,0.027886532173618764
3.0,correlated_gamma_XX,2.0,4.0,8.0,-1.0049844007759335e-06,-1.022198267127704e-06,1.7213866351770587e-08,-1.0250408730209815e-06,2.0056472245048004e-08,0.008420673742577102,0.009811218801825455
3.0,correlated_gamma_XX,4.0,4.0,16.0,-2.044238605841339e-06,-2.044396534255408e-06,1.579284140689567e-10,-2.0446032695651008e-06,3.646637237615545e-10,7.725537205768537e-05,0.00017838608600754377
3.0,local_gamma_X,0.5,0.5,0.25,8.714158259280516e-08,6.645280930464346e-08,2.06887732881617e-08,6.644994541022372e-08,2.0691637182581437e-08,0.004915011716183385,0.004915692088790831
3.0,local_gamma_X,1.0,0.5,0.5,1.4633918620743608e-07,1.3290561860928692e-07,1.3433567598149154e-08,1.3289817722022826e-07,1.3441008987207818e-08,0.0031913995680365125,0.0031931674115861803
3.0,local_gamma_X,2.0,0.5,1.0,2.919628683594811e-07,2.6581123721857384e-07,2.615163114090726e-08,2.657531950354341e-07,2.6209673324047012e-08,0.006212817534639168,0.00622660655954612
3.0,local_gamma_X,4.0,0.5,2.0,5.631935516702978e-07,5.316224744371477e-07,3.157107723315011e-08,5.313403142719583e-07,3.185323739833953e-08,0.007500310063441713,0.007567342579020577
3.0,local_gamma_X,0.5,1.0,0.5,1.4765307523235851e-07,1.3290561860928692e-07,1.4747456623071592e-08,1.3289744940467644e-07,1.4755625827682075e-08,0.0035035389037676333,0.003505479653748948
3.0,local_gamma_X,1.0,1.0,1.0,2.779337823893e-07,2.6581123721857384e-07,1.212254517072616e-08,2.657843318610025e-07,1.2149450528297496e-08,0.0028799412470808506,0.002886333126669327
3.0,local_gamma_X,2.0,1.0,2.0,5.571200233758561e-07,5.316224744371477e-07,2.549754893870839e-08,5.31394595211889e-07,2.5725428163967094e-08,0.006057427863034326,0.006111564908591407
3.0,local_gamma_X,4.0,1.0,4.0,1.1078654210745938e-06,1.0632449488742954e-06,4.4620472200298414e-08,1.0616058556208477e-06,4.6259565453746076e-08,0.010600442113771577,0.010989839901277046
3.0,local_gamma_X,0.5,2.0,1.0,2.703972927250813e-07,2.6581123721857384e-07,4.586055506507438e-09,2.6580105870725407e-07,4.59623401782721e-09,0.0010895047391934673,0.0010919228382123497
3.0,local_gamma_X,1.0,2.0,2.0,5.351673053495272e-07,5.316224744371477e-07,3.544830912379463e-09,5.31590793222458e-07,3.576512127069113e-09,0.0008421420266712299,0.0008496685019829223
3.0,local_gamma_X,2.0,2.0,4.0,1.0884140062431067e-06,1.0632449488742954e-06,2.5169057368811354e-08,1.062320385997783e-06,2.6093620245323816e-08,0.005979388440772627,0.00619903594268649
3.0,local_gamma_X,4.0,2.0,8.0,2.162214806117308e-06,2.1264898977485908e-06,3.572490836871733e-08,2.1205904773051836e-06,4.16243288121245e-08,0.008487131679880544,0.009888651247724116
3.0,local_gamma_X,0.5,4.0,2.0,5.424469181201832e-07,5.316224744371477e-07,1.082444368303552e-08,5.315257331446306e-07,1.092118497555257e-08,0.0025715525411905225,0.002594535275813657
3.0,local_gamma_X,1.0,4.0,4.0,1.0551508314274218e-06,1.0632449488742954e-06,-8.094117446873533e-09,1.0635422790603191e-06,-8.391447632897293e-09,-0.0019229115970018276,-0.0019935480396524887
3.0,local_gamma_X,2.0,4.0,8.0,2.1216461433804206e-06,2.1264898977485908e-06,-4.843754368170118e-09,2.1272897694584773e-06,-5.643626078056694e-09,-0.0011507260067223617,-0.0013407507496483104
3.0,local_gamma_X,4.0,4.0,16.0,4.209302944292265e-06,4.2529797954971815e-06,-4.367685120491685e-08,4.310154733987223e-06,-1.0085178969495801e-07,-0.01037626699312337,-0.02395926143346635
4.0,coherent_h_XX,0.5,0.5,0.25,3.1433449371176536e-08,1.3558564188822554e-08,1.7874885182353984e-08,1.3556089813797311e-08,1.7877359557379225e-08,0.021249043200543005,0.021251984651705868
4.0,coherent_h_XX,1.0,0.5,0.5,8.403821206981467e-08,2.7117128377645108e-08,5.6921083692169563e-08,2.7085597518377876e-08,5.695261455143679e-08,0.06766580898604412,0.06770329177733951
4.0,coherent_h_XX,2.0,0.5,1.0,1.0371964237476661e-07,5.4234256755290216e-08,4.948538561947639e-08,5.412442651948614e-08,4.959521585528047e-08,0.05882650915496995,0.058957071527903714
4.0,coherent_h_XX,4.0,0.5,2.0,1.1583573146511929e-07,1.0846851351058043e-07,7.367217954538854e-09,1.0840267047900796e-07,7.433060986111327e-09,0.008757893043047577,0.008836164954059313
4.0,coherent_h_XX,0.5,1.0,0.5,1.6780291059448338e-08,2.7117128377645108e-08,-1.033683731819677e-08,2.7122854364249844e-08,-1.0342563304801506e-08,-0.012288073489175964,-0.01229488034334529
4.0,coherent_h_XX,1.0,1.0,1.0,4.9671876389822955e-08,5.4234256755290216e-08,-4.562380365467261e-09,5.4244382720867617e-08,-4.572506331044661e-09,-0.005423599452198324,-0.00543563684867983
4.0,coherent_h_XX,2.0,1.0,2.0,1.0367503111563536e-07,1.0846851351058043e-07,-4.79348239494507e-09,1.0851135429724103e-07,-4.836323181605662e-09,-0.005698325525009966,-0.005749253165507195
4.0,coherent_h_XX,4.0,1.0,4.0,1.7130233039008846e-07,2.1693702702116087e-07,-4.56346966310724e-08,2.1861337690458096e-07,-4.73110465144925e-08,-0.054248943714313165,-0.056241730282093956
4.0,coherent_h_XX,0.5,2.0,1.0,9.690872201928437e-08,5.4234256755290216e-08,4.267446526399415e-08,5.413954300245017e-08,4.2769179016834196e-08,0.05072992339273119,0.05084251581529794
4.0,coherent_h_XX,1.0,2.0,2.0,1.5330185261508422e-07,1.0846851351058043e-07,4.483333910450379e-08,1.0806782454218381e-07,4.523402807290041e-08,0.05329631769588443,0.053772642836582174
4.0,coherent_h_XX,2.0,2.0,4.0,2.521390195103779e-07,2.1693702702116087e-07,3.520199248921706e-08,2.1564391322043773e-07,3.6495106289940196e-08,0.0418469070719959,0.04338411588393892
4.0,coherent_h_XX,4.0,2.0,8.0,4.657880613018195e-07,4.3387405404232173e-07,3.191400725949776e-08,4.2860394544149515e-07,3.718411586032434e-08,0.03793826433240366,0.04420318655081703
4.0,coherent_h_XX,0.5,4.0,2.0,1.226188978409315e-07,1.0846851351058043e-07,1.4150384330351063e-08,1.0834204729117777e-07,1.4276850549753726e-08,0.01682148583738869,0.016971824490313266
4.0,coherent_h_XX,1.0,4.0,4.0,2.244914962673539e-07,2.1693702702116087e-07,7.554469246193034e-09,2.166595203305273e-07,7.831975936826595e-09,0.00898049088046726,0.009310381204100417
4.0,coherent_h_XX,2.0,4.0,8.0,4.266683391596082e-07,4.3387405404232173e-07,-7.205714882713509e-09,4.35063967288556e-07,-8.395628128947761e-09,-0.00856590379583132,-0.009980431369921182
4.0,coherent_h_XX,4.0,4.0,16.0,8.412089435583248e-07,8.677481080846435e-07,-2.65391645263187e-08,9.02489053402573e-07,-6.128010984424822e-08,-0.03154883781199198,-0.07284766800627744
4.0,correlated_gamma_XX,0.5,0.5,0.25,-6.02634967691862e-08,-4.896830047745267e-08,-1.1295196291733532e-08,-4.896673691207452e-08,-1.1296759857111678e-08,-0.003650052890162699,-0.003650558157727782
4.0,correlated_gamma_XX,1.0,0.5,0.5,-1.5927774923117646e-07,-9.793660095490534e-08,-6.134114827627113e-08,-9.790262164551535e-08,-6.137512758566111e-08,-0.019822447505012705,-0.01983342794955225
4.0,correlated_gamma_XX,2.0,0.5,1.0,-2.394758281763082e-07,-1.9587320190981067e-07,-4.360262626649752e-08,-1.957764281519713e-07,-4.369940002433689e-08,-0.014090228085649978,-0.014121500612958957
4.0,correlated_gamma_XX,4.0,0.5,2.0,-4.478153459485171e-07,-3.9174640381962135e-07,-5.606894212889573e-08,-3.912452989046305e-07,-5.657004704388657e-08,-0.018118729323519493,-0.018280661829692554
4.0,correlated_gamma_XX,0.5,1.0,0.5,-7.394566340843124e-08,-9.793660095490534e-08,2.3990937546474095e-08,-9.794989049239126e-08,2.400422708396002e-08,0.007752693150920093,0.007756987676969625
4.0,correlated_gamma_XX,1.0,1.0,1.0,-2.0127737323377692e-07,-1.9587320190981067e-07,-5.404171323966251e-09,-1.958612076330478e-07,-5.4161656007291235e-09,-0.0017463628475773943,-0.0017502388089536277
4.0,correlated_gamma_XX,2.0,1.0,2.0,-4.0178492024395274e-07,-3.9174640381962135e-07,-1.0038516424331391e-08,-3.916566865942119e-07,-1.0128233649740863e-08,-0.003243955655236605,-0.003272947857713235
4.0,correlated_gamma_XX,4.0,1.0,4.0,-7.865391323091248e-07,-7.834928076392427e-07,-3.046324669882065e-09,-7.833809036192269e-07,-3.1582286898978675e-09,-0.0009844225703111206,-0.0010205844555169967
4.0,correlated_gamma_XX,0.5,2.0,1.0,-2.0432006675886322e-07,-1.9587320190981067e-07,-8.446864849052544e-09,-1.958544545332557e-07,-8.46561222560753e-09,-0.002729612010165968,-0.002735670241843409
4.0,correlated_gamma_XX,1.0,2.0,2.0,-4.135161557347958e-07,-3.9174640381962135e-07,-2.176975191517443e-08,-3.915518410319421e-07,-2.1964314702853697e-08,-0.007034915006679547,-0.007097788147362064
4.0,correlated_gamma_XX,2.0,2.0,4.0,-8.241772482403542e-07,-7.834928076392427e-07,-4.068444060111152e-08,-7.819983009964124e-07,-4.217894724394185e-08,-0.013147213750452552,-0.013630164922803802
4.0,correlated_gamma_XX,4.0,2.0,8.0,-1.625608313284184e-06,-1.5669856152784854e-06,-5.8622698005698544e-08,-1.5573049762270687e-06,-6.83033370571152e-08,-0.01894397784316815,-0.022072285101901255
4.0,correlated_gamma_XX,0.5,4.0,2.0,-3.599738046707046e-07,-3.9174640381962135e-07,3.1772599148916734e-08,-3.920303650464794e-07,3.2056560375774784e-08,0.01026734413073982,0.010359106457840404
4.0,correlated_gamma_XX,1.0,4.0,4.0,-7.60531744241344e-07,-7.834928076392427e-07,2.2961063397898736e-08,-7.843362618263373e-07,2.3804517584993315e-08,0.007419888389017686,0.007692451371883024
4.0,correlated_gamma_XX,2.0,4.0,8.0,-1.5529663330397792e-06,-1.5669856152784854e-06,1.4019282238706225e-08,-1.569300684624145e-06,1.6334351584365855e-08,0.00453034372592942,0.005278460477316581
4.0,correlated_gamma_XX,4.0,4.0,16.0,-3.094529485360431e-06,-3.1339712305569708e-06,3.944174519653972e-08,-3.1856022271453464e-06,9.107274178491533e-08,0.012745635607329105,0.029430238818457327
4.0,local_gamma_X,0.5,0.5,0.25,9.149801551678835e-08,8.548092927787484e-08,6.0170862389135055e-09,8.548009634788608e-08,6.017919168902266e-09,0.0011110676825449547,0.0011112214848265887
4.0,local_gamma_X,1.0,0.5,0.5,1.7219663363935464e-07,1.7096185855574968e-07,1.2347750836049596e-09,1.7096117456456643e-07,1.2354590747882131e-09,0.00022800382712363118,0.00022813012754025874
4.0,local_gamma_X,2.0,0.5,1.0,3.6257000533772396e-07,3.4192371711149936e-07,2.0646288226224604e-08,3.418778937501983e-07,2.0692111587525653e-08,0.00381238072745467,0.0038208421079012245
4.0,local_gamma_X,4.0,0.5,2.0,7.168676649006191e-07,6.838474342229987e-07,3.302023067762038e-08,6.835523225398026e-07,3.3315342360816475e-08,0.006097255335783275,0.006151748331383058
4.0,local_gamma_X,0.5,1.0,0.5,1.8450390923361868e-07,1.7096185855574968e-07,1.3542050677869005e-08,1.7095435707358496e-07,1.3549552160033722e-08,0.002500568259477548,0.0025019534240029455
4.0,local_gamma_X,1.0,1.0,1.0,3.506247988071555e-07,3.4192371711149936e-07,8.701081695656164e-09,3.4190440551389494e-07,8.720393293260578e-09,0.0016066731124286927,0.0016102390397138653
4.0,local_gamma_X,2.0,1.0,2.0,7.17057398192197e-07,6.838474342229987e-07,3.3209963969198275e-08,6.835506268365962e-07,3.3506771355600816e-08,0.006132289988803829,0.006187096099582131
4.0,local_gamma_X,4.0,1.0,4.0,1.430306416324434e-06,1.3676948684459974e-06,6.261154787843659e-08,1.365394889072073e-06,6.491152725236097e-08,0.011561354555956698,0.011986050605077774
4.0,local_gamma_X,0.5,2.0,1.0,3.4902645420107297e-07,3.4192371711149936e-07,7.102737089573608e-09,3.4190795295649407e-07,7.1185012445788996e-09,0.0013115354050939481,0.0013144462896107322
4.0,local_gamma_X,1.0,2.0,2.0,6.970260425696818e-07,6.838474342229987e-07,1.3178608346683117e-08,6.837296530563757e-07,1.3296389513306172e-08,0.0024334578654070854,0.0024552064065865363
4.0,local_gamma_X,2.0,2.0,4.0,1.4027624573429603e-06,1.3676948684459974e-06,3.5067588896962834e-08,1.366406691841374e-06,3.635576550158637e-08,0.006475304355156302,0.006713168885923961
4.0,local_gamma_X,4.0,2.0,8.0,2.797388032931518e-06,2.735389736891995e-06,6.199829603952315e-08,2.7251516696214788e-06,7.223636331003926e-08,0.011448116308668254,0.01333859705372164
4.0,local_gamma_X,0.5,4.0,2.0,6.80853374111773e-07,6.838474342229987e-07,-2.994060111225762e-09,6.838741930342148e-07,-3.0208189224418943e-09,-0.0005528595232134441,-0.0005578005942210843
4.0,local_gamma_X,1.0,4.0,4.0,1.3592283530772362e-06,1.3676948684459974e-06,-8.46651536876128e-09,1.368005878337575e-06,-8.777525260338883e-09,-0.001563359944746183,-0.001620788578101799
4.0,local_gamma_X,2.0,4.0,8.0,2.714393968721024e-06,2.735389736891995e-06,-2.0995768170970838e-08,2.73885686584008e-06,-2.4462897119055903e-08,-0.0038769129373794607,-0.004517125620475222
4.0,local_gamma_X,4.0,4.0,16.0,5.415589287172026e-06,5.47077947378399e-06,-5.519018661196404e-08,5.543025879780349e-06,-1.274365926083234e-07,-0.010190984523640617,-0.02353143598060216
