nbar,step_size,maximum_stencil_multiplier,rate_power,sector,mode,coefficient_per_multiplier_power,coefficient_per_rate_s_power
3.0,0.2,0.8,2,C,"XX,YI",-1.3255373251650963e-06,-4.09116458384289e-09
3.0,0.2,0.8,2,C,"XX,YX",3.5114603314944316e-08,1.0837840529303801e-10
3.0,0.2,0.8,2,C,"XX,YY",8.10135878588083e-07,2.500419378358281e-09
3.0,0.2,0.8,2,C,"XX,YZ",8.858738171910613e-07,2.7341784481205593e-09
3.0,0.2,0.8,2,C,"XX,ZI",-1.6106574456684875e-06,-4.971164955766937e-09
3.0,0.2,0.8,2,C,"XX,ZX",-1.9860009429742256e-07,-6.129632540043906e-10
3.0,0.2,0.8,2,C,"XX,ZY",1.334712286063283e-06,4.1194823643928494e-09
3.0,0.2,0.8,2,C,"XX,ZZ",1.2485178037707382e-07,3.853450011638081e-10
3.0,0.2,0.8,2,C,"XY,XZ",9.904771830032348e-08,3.0570283426025765e-10
3.0,0.2,0.8,2,C,"XY,YI",-4.7379038049616385e-07,-1.4623159891856908e-09
3.0,0.2,0.8,2,C,"XY,YX",5.700311362404585e-07,1.7593553587668472e-09
3.0,0.2,0.8,2,C,"XY,YY",-4.065576688962948e-07,-1.2548076200502927e-09
3.0,0.2,0.8,2,C,"XY,YZ",4.131154868907468e-07,1.2750477990455148e-09
3.0,0.2,0.8,2,C,"XY,ZI",6.957712750590673e-07,2.14744220697243e-09
3.0,0.2,0.8,2,C,"XY,ZX",-8.624504628959121e-07,-2.6618841447404697e-09
3.0,0.2,0.8,2,C,"XY,ZY",1.2253301739652282e-07,3.781883252979099e-10
3.0,0.2,0.8,2,C,"XY,ZZ",-6.581618393822924e-07,-2.0313637017971986e-09
3.0,0.2,0.8,2,C,"XZ,YI",-1.7984739751997645e-08,-5.550845602468409e-11
3.0,0.2,0.8,2,C,"XZ,YX",-4.1898914935170047e-07,-1.2931763868879645e-09
3.0,0.2,0.8,2,C,"XZ,YY",-6.547465093447408e-07,-2.02082255970599e-09
3.0,0.2,0.8,2,C,"XZ,YZ",-4.1092467427112687e-07,-1.268286031701009e-09
3.0,0.2,0.8,2,C,"XZ,ZI",-2.975865765514175e-07,-9.18477088121659e-10
3.0,0.2,0.8,2,C,"XZ,ZX",5.7225418000970864e-08,1.7662166049682366e-10
3.0,0.2,0.8,2,C,"XZ,ZY",-1.110336791796066e-07,-3.4269654067779816e-10
3.0,0.2,0.8,2,C,"XZ,ZZ",7.833753841171164e-07,2.41782525962073e-09
3.0,0.2,0.8,2,C,"YI,YX",-2.1194300838070678e-08,-6.54145087594774e-11
3.0,0.2,0.8,2,C,"YI,YY",-1.1298060669941644e-07,-3.4870557623276677e-10
3.0,0.2,0.8,2,C,"YI,YZ",-8.264275305481396e-08,-2.550702254778209e-10
3.0,0.2,0.8,2,C,"YI,ZI",8.232375995380785e-08,2.540856788697773e-10
3.0,0.2,0.8,2,C,"YI,ZX",1.0669897940469431e-07,3.293178376688096e-10
3.0,0.2,0.8,2,C,"YI,ZY",-5.270300908725514e-07,-1.6266360829399734e-09
3.0,0.2,0.8,2,C,"YI,ZZ",1.0492814007469756e-07,3.238522841811653e-10
3.0,0.2,0.8,2,C,"YX,YY",-2.2266505923159685e-07,-6.872378371345582e-10
3.0,0.2,0.8,2,C,"YX,YZ",5.095327511380591e-08,1.5726319479569724e-10
3.0,0.2,0.8,2,C,"YX,ZI",-6.351047175011899e-08,-1.9601997453740429e-10
3.0,0.2,0.8,2,C,"YX,ZX",3.605705734710644e-07,1.1128721403427914e-09
3.0,0.2,0.8,2,C,"YX,ZY",3.1446000502528683e-07,9.705555710657001e-10
3.0,0.2,0.8,2,C,"YX,ZZ",-4.891585372574856e-07,-1.509748571782363e-09
3.0,0.2,0.8,2,C,"YY,YZ",2.1981213960935856e-07,6.784325296585141e-10
3.0,0.2,0.8,2,C,"YY,ZI",-9.39737553822646e-08,-2.900424548835327e-10
3.0,0.2,0.8,2,C,"YY,ZX",-3.739110310661411e-07,-1.1540463921794478e-09
3.0,0.2,0.8,2,C,"YY,ZY",4.435661650499479e-07,1.3690313736109503e-09
3.0,0.2,0.8,2,C,"YY,ZZ",-6.290186311616865e-07,-1.94141552827681e-09
3.0,0.2,0.8,2,C,"YZ,ZI",-3.267252476775568e-08,-1.0084112582640642e-10
3.0,0.2,0.8,2,C,"YZ,ZX",-3.6675770867420607e-07,-1.1319682366487842e-09
3.0,0.2,0.8,2,C,"YZ,ZY",-3.9544781933508156e-07,-1.2205179609107456e-09
3.0,0.2,0.8,2,C,"YZ,ZZ",1.3173692168790703e-06,4.0659543730835505e-09
3.0,0.2,0.8,2,C,"ZI,ZX",5.158867190769415e-08,1.592242960114017e-10
3.0,0.2,0.8,2,C,"ZI,ZY",5.211971979553663e-07,1.6086333270227356e-09
3.0,0.2,0.8,2,C,"ZI,ZZ",-5.248778274486342e-07,-1.6199932945945498e-09
3.0,0.2,0.8,2,C,"ZX,ZY",-3.6199617350911103e-07,-1.1172721404602193e-09
3.0,0.2,0.8,2,C,"ZX,ZZ",3.954562840859117e-07,1.2205440866849126e-09
3.0,0.2,0.8,2,C,"ZY,ZZ",1.025290101591032e-06,3.1644756221945434e-09
3.0,0.2,0.8,2,A,"IX,IY",-4.281083565592406e-08,-1.3213220881458042e-10
3.0,0.2,0.8,2,A,"IX,IZ",-2.3524939467089008e-07,-7.260783786138583e-10
3.0,0.2,0.8,2,A,"IX,XI",-1.8600762614132428e-06,-5.7409761154729715e-09
3.0,0.2,0.8,2,A,"IX,XX",2.921412068130586e-07,9.016703913983291e-10
3.0,0.2,0.8,2,A,"IX,XY",-3.296905513122899e-07,-1.0175634299762034e-09
3.0,0.2,0.8,2,A,"IX,XZ",-9.617348078844041e-08,-2.968317308285198e-10
3.0,0.2,0.8,2,A,"IX,YI",-3.4908204417612663e-08,-1.0774137165929834e-10
3.0,0.2,0.8,2,A,"IX,YX",-6.157109806166278e-07,-1.90034253276737e-09
3.0,0.2,0.8,2,A,"IX,YY",1.0098351368220404e-06,3.116775113648273e-09
3.0,0.2,0.8,2,A,"IX,YZ",3.7943341554865585e-08,1.1710907887304193e-10
3.0,0.2,0.8,2,A,"IX,ZI",6.975507880578387e-07,2.152934531042712e-09
3.0,0.2,0.8,2,A,"IX,ZX",-2.2973861651914348e-07,-7.090698040714305e-10
3.0,0.2,0.8,2,A,"IX,ZY",7.163631021189796e-07,2.2109972287622824e-09
3.0,0.2,0.8,2,A,"IX,ZZ",1.3666748816910565e-06,4.218132350898322e-09
3.0,0.2,0.8,2,A,"IY,IZ",-7.007489168518188e-07,-2.1628052989253667e-09
3.0,0.2,0.8,2,A,"IY,XI",-6.12938431011942e-08,-1.8917852809010555e-10
3.0,0.2,0.8,2,A,"IY,XX",5.72006278186376e-07,1.7654514758838766e-09
3.0,0.2,0.8,2,A,"IY,XY",-1.8400461473134904e-07,-5.679154775658921e-10
3.0,0.2,0.8,2,A,"IY,XZ",4.500006856446808e-09,1.3888910050761752e-11
3.0,0.2,0.8,2,A,"IY,YI",-3.876824882086779e-07,-1.1965508895329565e-09
3.0,0.2,0.8,2,A,"IY,YX",-2.2189180413517043e-07,-6.848512473307729e-10
3.0,0.2,0.8,2,A,"IY,YY",-7.118439593049046e-07,-2.197049257113903e-09
3.0,0.2,0.8,2,A,"IY,YZ",6.892719463591731e-07,2.127382550491275e-09
3.0,0.2,0.8,2,A,"IY,ZI",1.8108918714719395e-07,5.589172442814628e-10
3.0,0.2,0.8,2,A,"IY,ZX",-6.222656596656216e-08,-1.920573023659326e-10
3.0,0.2,0.8,2,A,"IY,ZY",3.156440850671462e-07,9.742101390961301e-10
3.0,0.2,0.8,2,A,"IY,ZZ",-2.5865051830233415e-07,-7.983040688343646e-10
3.0,0.2,0.8,2,A,"IZ,XI",-2.5744041689152466e-07,-7.945691879368045e-10
3.0,0.2,0.8,2,A,"IZ,XX",7.21518832724022e-08,2.226909977543278e-10
3.0,0.2,0.8,2,A,"IZ,XY",-4.6910002803903126e-07,-1.4478395927130594e-09
3.0,0.2,0.8,2,A,"IZ,XZ",9.385194425914378e-07,2.8966649462698697e-09
3.0,0.2,0.8,2,A,"IZ,YI",5.393869632149149e-07,1.6647745778238114e-09
3.0,0.2,0.8,2,A,"IZ,YX",6.878878411754443e-07,2.1231106209118653e-09
3.0,0.2,0.8,2,A,"IZ,YY",1.151947112892905e-06,3.555392323743534e-09
3.0,0.2,0.8,2,A,"IZ,YZ",-8.523605286208403e-07,-2.630742372286544e-09
3.0,0.2,0.8,2,A,"IZ,ZI",-2.619662707736958e-07,-8.085378727583204e-10
3.0,0.2,0.8,2,A,"IZ,ZX",8.589399878476812e-08,2.6510493452088924e-10
3.0,0.2,0.8,2,A,"IZ,ZY",-5.00086904327658e-07,-1.5434780997767222e-09
3.0,0.2,0.8,2,A,"IZ,ZZ",4.743278376965009e-07,1.4639748077052496e-09
3.0,0.2,0.8,2,A,"XI,XX",6.821086655395248e-07,2.1052736590726076e-09
3.0,0.2,0.8,2,A,"XI,XY",2.731167601699054e-09,8.429529634873623e-12
3.0,0.2,0.8,2,A,"XI,XZ",-4.4881583531420266e-08,-1.3852340596117366e-10
3.0,0.2,0.8,2,A,"XI,YI",1.7801505571780045e-07,5.49429184314199e-10
3.0,0.2,0.8,2,A,"XI,YX",-6.799111161653221e-07,-2.0984910992756857e-09
3.0,0.2,0.8,2,A,"XI,YY",1.2106829966634337e-06,3.736675915627882e-09
3.0,0.2,0.8,2,A,"XI,YZ",-5.869024385529576e-07,-1.811427279484437e-09
3.0,0.2,0.8,2,A,"XI,ZI",5.576150329225626e-07,1.7210340522301315e-09
3.0,0.2,0.8,2,A,"XI,ZX",-2.4779704449196924e-07,-7.648056928764483e-10
3.0,0.2,0.8,2,A,"XI,ZY",9.30425246933363e-07,2.8716828609054415e-09
3.0,0.2,0.8,2,A,"XI,ZZ",1.6126274362602708e-06,4.977245173642811e-09
3.0,0.2,0.8,2,A,"XX,XY",-1.2216277992455515e-07,-3.7704561705109614e-10
3.0,0.2,0.8,2,A,"XX,XZ",1.2168663900322933e-06,3.755760463062634e-09
3.0,0.2,0.8,2,A,"XX,YI",-9.768658057430477e-07,-3.0150179189600235e-09
3.0,0.2,0.8,2,A,"XX,YX",1.4942941015180404e-07,4.612018831845804e-10
3.0,0.2,0.8,2,A,"XX,YY",1.605533278400428e-11,4.955349624692679e-14
3.0,0.2,0.8,2,A,"XX,YZ",1.2651852230317253e-07,3.9048926636781645e-10
3.0,0.2,0.8,2,A,"XX,ZI",-3.0544892415826137e-07,-9.427435930810537e-10
3.0,0.2,0.8,2,A,"XX,ZX",-4.2902146368584933e-07,-1.3241403200180535e-09
3.0,0.2,0.8,2,A,"XX,ZY",-9.713810508231502e-07,-2.998089663034414e-09
3.0,0.2,0.8,2,A,"XX,ZZ",-2.6000121942991048e-06,-8.024728994750323e-09
3.0,0.2,0.8,2,A,"XY,XZ",2.761627469074469e-07,8.523541571217497e-10
3.0,0.2,0.8,2,A,"XY,YI",7.173047826429699e-07,2.213903650132623e-09
3.0,0.2,0.8,2,A,"XY,YX",1.5003756323942724e-07,4.630788988871211e-10
3.0,0.2,0.8,2,A,"XY,YY",4.305076000679983e-07,1.3287271607036985e-09
3.0,0.2,0.8,2,A,"XY,YZ",-2.5188466379359335e-07,-7.774218018320782e-10
3.0,0.2,0.8,2,A,"XY,ZI",-5.710234035386709e-07,-1.7624179121563918e-09
3.0,0.2,0.8,2,A,"XY,ZX",2.97277045257152e-07,9.175217446208395e-10
3.0,0.2,0.8,2,A,"XY,ZY",4.776458542252076e-07,1.4742155994605173e-09
3.0,0.2,0.8,2,A,"XY,ZZ",-5.572612771150247e-07,-1.7199422133179774e-09
3.0,0.2,0.8,2,A,"XZ,YI",-7.088921615316306e-07,-2.1879387701593538e-09
3.0,0.2,0.8,2,A,"XZ,YX",-1.5949366182909057e-07,-4.922643883613906e-10
3.0,0.2,0.8,2,A,"XZ,YY",-9.612141190432182e-07,-2.96671024396055e-09
3.0,0.2,0.8,2,A,"XZ,YZ",8.863479255482145e-07,2.735641745519181e-09
3.0,0.2,0.8,2,A,"XZ,ZI",4.3461723476205895e-07,1.3414112184014165e-09
3.0,0.2,0.8,2,A,"XZ,ZX",-3.149727073639215e-07,-9.721379856911157e-10
3.0,0.2,0.8,2,A,"XZ,ZY",2.5277910617573123e-07,7.801824264683062e-10
3.0,0.2,0.8,2,A,"XZ,ZZ",-2.810601862604227e-07,-8.67469710680317e-10
3.0,0.2,0.8,2,A,"YI,YX",1.4303281955424848e-07,4.4145931961187803e-10
3.0,0.2,0.8,2,A,"YI,YY",-3.6836514354500563e-07,-1.1369294553858199e-09
3.0,0.2,0.8,2,A,"YI,YZ",3.579201565063499e-07,1.1046918410689812e-09
3.0,0.2,0.8,2,A,"YI,ZI",-2.283966597636349e-07,-7.04927962233441e-10
3.0,0.2,0.8,2,A,"YI,ZX",-3.4282575470629965e-07,-1.058104181192283e-09
3.0,0.2,0.8,2,A,"YI,ZY",4.780575913402566e-07,1.4754863930254833e-09
3.0,0.2,0.8,2,A,"YI,ZZ",-1.5817344414931427e-07,-4.881896424361552e-10
3.0,0.2,0.8,2,A,"YX,YY",1.7686811168576436e-07,5.458892335980381e-10
3.0,0.2,0.8,2,A,"YX,YZ",7.852807369821887e-07,2.4237059783400888e-09
3.0,0.2,0.8,2,A,"YX,ZI",3.5110751257349726e-07,1.0836651622638804e-09
3.0,0.2,0.8,2,A,"YX,ZX",3.9932396474954966e-07,1.2324813726837953e-09
3.0,0.2,0.8,2,A,"YX,ZY",-3.9229859884973163e-07,-1.2107981445979372e-09
3.0,0.2,0.8,2,A,"YX,ZZ",-2.1074956404889065e-07,-6.504616174348477e-10
3.0,0.2,0.8,2,A,"YY,YZ",1.1123038637001151e-06,3.43303661635838e-09
3.0,0.2,0.8,2,A,"YY,ZI",-7.115068115637417e-07,-2.1960086776658697e-09
3.0,0.2,0.8,2,A,"YY,ZX",5.203813026021093e-07,1.6061151314879917e-09
3.0,0.2,0.8,2,A,"YY,ZY",7.240912029408808e-07,2.234849391792842e-09
3.0,0.2,0.8,2,A,"YY,ZZ",-1.291550701927772e-06,-3.986267598542506e-09
3.0,0.2,0.8,2,A,"YZ,ZI",2.8005007922792465e-07,8.643520963824834e-10
3.0,0.2,0.8,2,A,"YZ,ZX",-2.747821732196742e-07,-8.480931272212167e-10
3.0,0.2,0.8,2,A,"YZ,ZY",3.581943531927525e-07,1.1055381271381249e-09
3.0,0.2,0.8,2,A,"YZ,ZZ",-3.8779070931076976e-07,-1.1968849052801536e-09
3.0,0.2,0.8,2,A,"ZI,ZX",8.622316487907048e-07,2.6612087925639037e-09
3.0,0.2,0.8,2,A,"ZI,ZY",-7.86017131924568e-07,-2.425978802236321e-09
3.0,0.2,0.8,2,A,"ZI,ZZ",1.5044752579506832e-07,4.643442154168775e-10
3.0,0.2,0.8,2,A,"ZX,ZY",1.0689452023143396e-06,3.299213587389937e-09
3.0,0.2,0.8,2,A,"ZX,ZZ",-4.675293787228258e-07,-1.4429919096383513e-09
3.0,0.2,0.8,2,A,"ZY,ZZ",-7.330500964349147e-08,-2.2625002976386258e-10
3.0,0.2,0.8,3,H,IX,-1.1917812825644617e-06,-2.0435207177031237e-10
3.0,0.2,0.8,3,H,IY,-9.376047668091463e-07,-1.6076899293709642e-10
3.0,0.2,0.8,3,H,IZ,-1.900822767832469e-07,-3.259298298752519e-11
3.0,0.2,0.8,3,H,XI,-1.1494499283087518e-06,-1.970936091064389e-10
3.0,0.2,0.8,3,H,XX,7.96761982971726e-06,1.3661899570845782e-09
3.0,0.2,0.8,3,H,XY,-1.4918299953653528e-07,-2.5580075366346928e-11
3.0,0.2,0.8,3,H,XZ,2.5384188374768687e-06,4.3525700231084855e-10
3.0,0.2,0.8,3,H,YI,-9.230992034078765e-07,-1.5828175641424494e-10
3.0,0.2,0.8,3,H,YX,-3.2117048623710052e-06,-5.507038515725317e-10
3.0,0.2,0.8,3,H,YY,5.576428879841918e-06,9.56177791468093e-10
3.0,0.2,0.8,3,H,YZ,-1.1080139995730511e-06,-1.8998868305436405e-10
3.0,0.2,0.8,3,H,ZI,-3.0407896676767995e-07,-5.213974052943758e-11
3.0,0.2,0.8,3,H,ZX,2.5863165306571503e-06,4.4346991266412043e-10
3.0,0.2,0.8,3,H,ZY,7.053083413046974e-07,1.2093764425663535e-10
3.0,0.2,0.8,3,H,ZZ,-5.281696616485048e-13,-9.056407092738422e-17
3.0,0.2,0.8,3,S,IX,-1.725326777694218e-06,-2.958379248446876e-10
3.0,0.2,0.8,3,S,IY,-1.4985762014777002e-08,-2.569575105414438e-12
3.0,0.2,0.8,3,S,IZ,6.221645831259281e-07,1.0668116994614678e-10
3.0,0.2,0.8,3,S,XI,1.0863589961658552e-06,1.8627554803941277e-10
3.0,0.2,0.8,3,S,XX,-2.0315804258309433e-06,-3.483505531260191e-10
3.0,0.2,0.8,3,S,XY,1.1085740154957262e-06,1.9008470773246333e-10
3.0,0.2,0.8,3,S,XZ,1.634658173596706e-07,2.8029118202961352e-11
3.0,0.2,0.8,3,S,YI,1.9877913879027966e-08,3.408421447021256e-12
3.0,0.2,0.8,3,S,YX,1.82552164886422e-06,3.1301811537452334e-10
3.0,0.2,0.8,3,S,YY,3.6816159313969822e-06,6.312784518856279e-10
3.0,0.2,0.8,3,S,YZ,2.7513399159010697e-06,4.717661035495661e-10
3.0,0.2,0.8,3,S,ZI,-9.705264863710193e-08,-1.664140065793929e-11
3.0,0.2,0.8,3,S,ZX,4.985724008978647e-07,8.548909480416062e-11
3.0,0.2,0.8,3,S,ZY,1.7215605239334407e-06,2.951921337334432e-10
3.0,0.2,0.8,3,S,ZZ,2.2032546692904683e-06,3.7778715179877715e-10
3.0,0.2,0.8,3,C,"IX,IY",3.084282141849667e-07,5.288549625942501e-11
3.0,0.2,0.8,3,C,"IX,IZ",-1.1110050569539947e-06,-1.9050155297565067e-10
3.0,0.2,0.8,3,C,"IX,XI",-6.170296140999705e-07,-1.0580068828874665e-10
3.0,0.2,0.8,3,C,"IX,XX",1.3438820325259092e-06,2.3043244727810515e-10
3.0,0.2,0.8,3,C,"IX,XY",-1.065466781461803e-06,-1.8269320669784004e-10
3.0,0.2,0.8,3,C,"IX,XZ",1.8415044421079593e-06,3.157586491954663e-10
3.0,0.2,0.8,3,C,"IX,YI",-4.2420597472447773e-07,-7.273764998705037e-11
3.0,0.2,0.8,3,C,"IX,YX",-1.3856717618547088e-06,-2.3759803872680194e-10
3.0,0.2,0.8,3,C,"IX,YY",1.1436521688853424e-06,1.9609948026154705e-10
3.0,0.2,0.8,3,C,"IX,YZ",4.0309866081255724e-08,6.91184260652533e-12
3.0,0.2,0.8,3,C,"IX,ZI",-1.4050178637579626e-06,-2.4091527156343666e-10
3.0,0.2,0.8,3,C,"IX,ZX",4.4224263164242805e-07,7.583035521989507e-11
3.0,0.2,0.8,3,C,"IX,ZY",1.5395157968674687e-07,2.639773314244631e-11
3.0,0.2,0.8,3,C,"IX,ZZ",4.5717632886841406e-08,7.839100289238924e-12
3.0,0.2,0.8,3,C,"IY,IZ",-3.056475626007294e-07,-5.240870414964496e-11
3.0,0.2,0.8,3,C,"IY,XI",-6.700877403558998e-07,-1.1489844656308296e-10
3.0,0.2,0.8,3,C,"IY,XX",2.7698491771742657e-06,4.7493984519449e-10
3.0,0.2,0.8,3,C,"IY,XY",-3.992276858255073e-08,-6.845467863949028e-12
3.0,0.2,0.8,3,C,"IY,XZ",4.3205733098032424e-08,7.408390448908167e-12
3.0,0.2,0.8,3,C,"IY,YI",1.7144629141730522e-07,2.939751224576564e-11
3.0,0.2,0.8,3,C,"IY,YX",5.634048687352866e-07,9.660577310275833e-11
3.0,0.2,0.8,3,C,"IY,YY",1.3208770823461366e-06,2.2648783990845965e-10
3.0,0.2,0.8,3,C,"IY,YZ",7.200298262540231e-07,1.2346190436454443e-10
3.0,0.2,0.8,3,C,"IY,ZI",6.496009855860911e-07,1.11385628529851e-10
3.0,0.2,0.8,3,C,"IY,ZX",6.866016339954591e-08,1.1773004698138874e-11
3.0,0.2,0.8,3,C,"IY,ZY",-1.129625702554199e-07,-1.93694393442078e-11
3.0,0.2,0.8,3,C,"IY,ZZ",-8.90388479089791e-07,-1.5267292165462807e-10
3.0,0.2,0.8,3,C,"IZ,XI",-3.2319399129845306e-07,-5.541735104568811e-11
3.0,0.2,0.8,3,C,"IZ,XX",-2.1625732989195222e-07,-3.708116081823598e-11
3.0,0.2,0.8,3,C,"IZ,XY",5.921059563156653e-07,1.0152708441626633e-10
3.0,0.2,0.8,3,C,"IZ,XZ",-3.8439358306749263e-07,-6.591110820773194e-11
3.0,0.2,0.8,3,C,"IZ,YI",3.067286096611125e-07,5.2594068871932866e-11
3.0,0.2,0.8,3,C,"IZ,YX",-1.4211179101770458e-06,-2.436759105241848e-10
3.0,0.2,0.8,3,C,"IZ,YY",-6.260354996244671e-07,-1.0734490734301563e-10
3.0,0.2,0.8,3,C,"IZ,YZ",-1.700515296528921e-06,-2.9158355564624846e-10
3.0,0.2,0.8,3,C,"IZ,ZI",-1.4473583202588053e-06,-2.4817529496893094e-10
3.0,0.2,0.8,3,C,"IZ,ZX",4.80563024476502e-07,8.240106729706824e-11
3.0,0.2,0.8,3,C,"IZ,ZY",5.293675806604897e-07,9.076947542189467e-11
3.0,0.2,0.8,3,C,"IZ,ZZ",2.2810556634036005e-06,3.911275143010289e-10
3.0,0.2,0.8,3,C,"XI,XX",1.2473117593843428e-06,2.1387375846782284e-10
3.0,0.2,0.8,3,C,"XI,XY",2.533694440619884e-08,4.344469205452476e-12
3.0,0.2,0.8,3,C,"XI,XZ",4.848101559914819e-07,8.312931344161212e-11
3.0,0.2,0.8,3,C,"XI,YI",-4.49476916437359e-07,-7.707080185825771e-11
3.0,0.2,0.8,3,C,"XI,YX",-2.81271760535727e-06,-4.822903987238117e-10
3.0,0.2,0.8,3,C,"XI,YY",7.6565475539937e-07,1.3128510895050927e-10
3.0,0.2,0.8,3,C,"XI,YZ",-9.229171770853858e-08,-1.5825054476772733e-11
3.0,0.2,0.8,3,C,"XI,ZI",-1.473701636961116e-06,-2.5269232458181e-10
3.0,0.2,0.8,3,C,"XI,ZX",1.6055226038159192e-06,2.752953710246775e-10
3.0,0.2,0.8,3,C,"XI,ZY",-1.0221628183761175e-07,-1.7526797297258532e-11
3.0,0.2,0.8,3,C,"XI,ZZ",3.571234661014582e-07,6.123516222590162e-11
3.0,0.2,0.8,3,C,"XX,XY",4.155875653297883e-08,7.1259870598386194e-12
3.0,0.2,0.8,3,C,"XX,XZ",5.723642600084574e-07,9.81420198917108e-11
3.0,0.2,0.8,3,C,"XX,YI",2.8250441847550505e-06,4.844040097316617e-10
3.0,0.2,0.8,3,C,"XX,YX",-6.514544820231247e-08,-1.11703443419603e-11
3.0,0.2,0.8,3,C,"XX,YY",-1.8499329956589785e-06,-3.172038744271225e-10
3.0,0.2,0.8,3,C,"XX,YZ",-2.111866453302764e-06,-3.621170187419006e-10
3.0,0.2,0.8,3,C,"XX,ZI",2.846674425346978e-06,4.88112898722047e-10
3.0,0.2,0.8,3,C,"XX,ZX",5.582380326620788e-07,9.571982727401899e-11
3.0,0.2,0.8,3,C,"XX,ZY",-2.791583723390306e-06,-4.786666192370209e-10
3.0,0.2,0.8,3,C,"XX,ZZ",-2.8385266946550547e-07,-4.867158255581369e-11
3.0,0.2,0.8,3,C,"XY,XZ",-1.688719696716191e-07,-2.8956099052060886e-11
3.0,0.2,0.8,3,C,"XY,YI",7.956783899983979e-07,1.3643319444416974e-10
3.0,0.2,0.8,3,C,"XY,YX",-1.0870279045547741e-06,-1.863902442652219e-10
3.0,0.2,0.8,3,C,"XY,YY",6.124382535280649e-07,1.0501341795748712e-10
3.0,0.2,0.8,3,C,"XY,YZ",-8.085635779176663e-07,-1.386425888061842e-10
3.0,0.2,0.8,3,C,"XY,ZI",-1.3604403031436313e-06,-2.3327165691763223e-10
3.0,0.2,0.8,3,C,"XY,ZX",1.5666283842301115e-06,2.686262661574265e-10
3.0,0.2,0.8,3,C,"XY,ZY",-1.596175001262963e-07,-2.7369255851559723e-11
3.0,0.2,0.8,3,C,"XY,ZZ",1.2757498469964823e-06,2.1874997376482893e-10
3.0,0.2,0.8,3,C,"XZ,YI",1.3498997485103902e-07,2.314642915827144e-11
3.0,0.2,0.8,3,C,"XZ,YX",8.492560674964977e-07,1.456200390083158e-10
3.0,0.2,0.8,3,C,"XZ,YY",1.33023836322508e-06,2.2809299780951305e-10
3.0,0.2,0.8,3,C,"XZ,YZ",7.605619432023313e-07,1.3041185583030372e-10
3.0,0.2,0.8,3,C,"XZ,ZI",6.17771907119607e-07,1.0592796761310133e-10
3.0,0.2,0.8,3,C,"XZ,ZX",-9.827419153837629e-08,-1.6850855887924603e-11
3.0,0.2,0.8,3,C,"XZ,ZY",1.987602396018043e-07,3.4080973868622135e-11
3.0,0.2,0.8,3,C,"XZ,ZZ",-1.509035388767292e-06,-2.5875092399987856e-10
3.0,0.2,0.8,3,C,"YI,YX",3.311255995821563e-08,5.677736618349731e-12
3.0,0.2,0.8,3,C,"YI,YY",3.9183661349163787e-07,6.718734799239332e-11
3.0,0.2,0.8,3,C,"YI,YZ",-5.071232471443819e-08,-8.695528929087482e-12
3.0,0.2,0.8,3,C,"YI,ZI",-1.5931535443279837e-07,-2.7317447605075166e-11
3.0,0.2,0.8,3,C,"YI,ZX",-1.0711095767249296e-07,-1.836607641846587e-11
3.0,0.2,0.8,3,C,"YI,ZY",9.710657605577072e-07,1.6650647471839974e-10
3.0,0.2,0.8,3,C,"YI,ZZ",-3.2827531369138177e-08,-5.628863403487342e-12
3.0,0.2,0.8,3,C,"YX,YY",3.396842617558063e-07,5.824490084976102e-11
3.0,0.2,0.8,3,C,"YX,YZ",1.1535732549691697e-07,1.9780062670939125e-11
3.0,0.2,0.8,3,C,"YX,ZI",3.410364912278041e-08,5.847676461382101e-12
3.0,0.2,0.8,3,C,"YX,ZX",-7.359692829098165e-07,-1.2619500735765029e-10
3.0,0.2,0.8,3,C,"YX,ZY",-4.1251595166763107e-07,-7.073318787167885e-11
3.0,0.2,0.8,3,C,"YX,ZZ",8.896998545016706e-07,1.5255484473622612e-10
3.0,0.2,0.8,3,C,"YY,YZ",-6.017158593556154e-07,-1.031748730033634e-10
3.0,0.2,0.8,3,C,"YY,ZI",2.3626818538235493e-07,4.051237746611024e-11
3.0,0.2,0.8,3,C,"YY,ZX",7.759330687508373e-07,1.3304750835919706e-10
3.0,0.2,0.8,3,C,"YY,ZY",-8.882666378257464e-07,-1.5230909427739137e-10
3.0,0.2,0.8,3,C,"YY,ZZ",1.3353460336126544e-06,2.2896879863042772e-10
3.0,0.2,0.8,3,C,"YZ,ZI",1.4648846361433274e-07,2.5118049316586546e-11
3.0,0.2,0.8,3,C,"YZ,ZX",4.7236919969440173e-07,8.099609048257917e-11
3.0,0.2,0.8,3,C,"YZ,ZY",7.7640808289438e-07,1.3312895797228737e-10
3.0,0.2,0.8,3,C,"YZ,ZZ",-2.602424317114351e-06,-4.4623187879189834e-10
3.0,0.2,0.8,3,C,"ZI,ZX",-1.0155553583971778e-07,-1.7413500658387822e-11
3.0,0.2,0.8,3,C,"ZI,ZY",-1.1057374188952955e-06,-1.8959832285584627e-10
3.0,0.2,0.8,3,C,"ZI,ZZ",9.591847694129296e-07,1.644692677319838e-10
3.0,0.2,0.8,3,C,"ZX,ZY",6.833225301869927e-07,1.171677863832292e-10
3.0,0.2,0.8,3,C,"ZX,ZZ",-6.940699304037202e-07,-1.1901061906785325e-10
3.0,0.2,0.8,3,C,"ZY,ZZ",-1.979421993840762e-06,-3.394070634157685e-10
