nbar,polynomial_degree,sector,mode,rate_power,coefficient_per_nominal_multiplier_power,coefficient_per_rate_s_power
1.0,3,C,"XZ,YY",3,7.160812706136524e-10,1.2278485435762216e-13
1.0,3,C,"XZ,YZ",1,-1.4616481469554681e-09,-8.120267483085934e-11
1.0,3,C,"XZ,YZ",2,1.6340893067722272e-09,5.0434855147290964e-12
1.0,3,C,"XZ,YZ",3,-2.865464647677283e-10,-4.913348161312213e-14
1.0,3,C,"XZ,ZI",1,-1.8023286915810182e-10,-1.0012937175450102e-11
1.0,3,C,"XZ,ZI",2,2.6229189286714048e-11,8.095428792195694e-14
1.0,3,C,"XZ,ZI",3,1.624380161234982e-11,2.78528834230964e-15
1.0,3,C,"XZ,ZX",1,4.870643093650297e-09,2.7059128298057205e-10
1.0,3,C,"XZ,ZX",2,-2.8814920582483555e-09,-8.893494006939369e-12
1.0,3,C,"XZ,ZX",3,4.3993262505465354e-10,7.543426355532468e-14
1.0,3,C,"XZ,ZY",1,-2.1736899969034384e-09,-1.2076055538352435e-10
1.0,3,C,"XZ,ZY",2,1.6196423796921997e-09,4.9988962336179e-12
1.0,3,C,"XZ,ZY",3,-2.578919729225987e-10,-4.422015996615204e-14
1.0,3,C,"XZ,ZZ",1,2.012365665051834e-09,1.1179809250287966e-10
1.0,3,C,"XZ,ZZ",2,-1.4170107241480576e-09,-4.3734898893458565e-12
1.0,3,C,"XZ,ZZ",3,2.0978818455670534e-10,3.597191093221971e-14
1.0,3,C,"YI,YX",1,-3.1750715722390634e-09,-1.7639286512439242e-10
1.0,3,C,"YI,YX",2,2.0002339121714567e-09,6.173561457319311e-12
1.0,3,C,"YI,YX",3,-3.1059293186772226e-10,-5.325667556030903e-14
1.0,3,C,"YI,YY",1,7.87783047040005e-09,4.3765724835555834e-10
1.0,3,C,"YI,YY",2,-4.332543489428423e-09,-1.337204780687785e-11
1.0,3,C,"YI,YY",3,6.405396136227119e-10,1.0983189533997117e-13
1.0,3,C,"YI,YZ",1,-4.226180330374897e-09,-2.3478779613193874e-10
1.0,3,C,"YI,YZ",2,2.6660058744028264e-09,8.228413192601316e-12
1.0,3,C,"YI,YZ",3,-3.9788182247507175e-10,-6.822390646006031e-14
1.0,3,C,"YI,ZI",1,2.6602856764336794e-09,1.4779364869075997e-10
1.0,3,C,"YI,ZI",2,-1.926430116127991e-09,-5.9457719633579975e-12
1.0,3,C,"YI,ZI",3,3.1626528545151346e-10,5.4229301346281456e-14
1.0,3,C,"YI,ZX",1,4.5267838457590255e-09,2.5148799143105696e-10
1.0,3,C,"YI,ZX",2,-2.086507313546003e-09,-6.439837387487663e-12
1.0,3,C,"YI,ZX",3,2.7048801222726987e-10,4.6379974661740374e-14
1.0,3,C,"YI,ZY",1,-3.073922163084351e-09,-1.7077345350468617e-10
1.0,3,C,"YI,ZY",2,2.2595859794645692e-09,6.974030800816572e-12
1.0,3,C,"YI,ZY",3,-3.603608305457515e-10,-6.179026586861308e-14
1.0,3,C,"YI,ZZ",1,1.550356583413482e-09,8.6130921300749e-11
1.0,3,C,"YI,ZZ",2,-1.7524519590994838e-09,-5.4088023428996414e-12
1.0,3,C,"YI,ZZ",3,3.309299432576639e-10,5.674381743101233e-14
1.0,3,C,"YX,YY",1,-3.813128645413742e-09,-2.1184048030076345e-10
1.0,3,C,"YX,YY",2,3.1648430675087055e-09,9.768034158977486e-12
1.0,3,C,"YX,YY",3,-5.718165129569287e-10,-9.804809892951452e-14
1.0,3,C,"YX,YZ",1,3.804578077486601e-09,2.113654487492556e-10
1.0,3,C,"YX,YZ",2,-2.1668894367862637e-09,-6.687930360451431e-12
1.0,3,C,"YX,YZ",3,3.1037205433958364e-10,5.3218802184427924e-14
1.0,3,C,"YX,ZI",1,7.103960105678244e-09,3.94664450315458e-10
1.0,3,C,"YX,ZI",2,-2.8731495583916816e-09,-8.86774555059161e-12
1.0,3,C,"YX,ZI",3,3.1350705162557077e-10,5.375635315939142e-14
1.0,3,C,"YX,ZX",1,1.9336505384906623e-09,1.0742502991614791e-10
1.0,3,C,"YX,ZX",2,-4.61708601904113e-10,-1.4250265490867686e-12
1.0,3,C,"YX,ZX",3,1.1050275065531976e-11,1.894765957738679e-15
1.0,3,C,"YX,ZY",1,4.16711640307132e-09,2.3150646683729556e-10
1.0,3,C,"YX,ZY",2,-3.267468274470525e-09,-1.0084778624909027e-11
1.0,3,C,"YX,ZY",3,5.710667841693097e-10,9.791954461064981e-14
1.0,3,C,"YX,ZZ",1,-5.469861960494056e-09,-3.0388122002744755e-10
1.0,3,C,"YX,ZZ",2,4.3894704109685314e-09,1.354774818200164e-11
1.0,3,C,"YX,ZZ",3,-7.587527268580437e-10,-1.301016335490473e-13
1.0,3,C,"YY,YZ",1,-5.0239489716650145e-09,-2.791082762036119e-10
1.0,3,C,"YY,YZ",2,3.63752921161767e-09,1.1226942011165648e-11
1.0,3,C,"YY,YZ",3,-5.770594710319891e-10,-9.894709722770732e-14
1.0,3,C,"YY,ZI",1,3.943838233264049e-09,2.1910212407022496e-10
1.0,3,C,"YY,ZI",2,-3.5534514360665996e-09,-1.0967442703909258e-11
1.0,3,C,"YY,ZI",3,6.533762630996835e-10,1.1203296692381405e-13
1.0,3,C,"YY,ZX",1,5.257082972704851e-09,2.920601651502695e-10
1.0,3,C,"YY,ZX",2,-2.5988686531434283e-09,-8.021199546738976e-12
1.0,3,C,"YY,ZX",3,3.602531002778226e-10,6.177179360044969e-14
1.0,3,C,"YY,ZY",1,-5.719622622157419e-09,-3.1775681234207883e-10
1.0,3,C,"YY,ZY",2,4.5667711210192445e-09,1.4094972595738409e-11
1.0,3,C,"YY,ZY",3,-7.809234008377855e-10,-1.339031894440647e-13
1.0,3,C,"YY,ZZ",1,-2.575907276180548e-10,-1.4310595978780824e-11
1.0,3,C,"YY,ZZ",2,4.9857863519814615e-11,1.5388229481424264e-13
1.0,3,C,"YY,ZZ",3,-1.7629001551125785e-11,-3.0228054785880975e-15
1.0,3,C,"YZ,ZI",1,-2.4016700045161853e-09,-1.334261113620103e-10
1.0,3,C,"YZ,ZI",2,1.966457892795916e-09,6.069314483938013e-12
1.0,3,C,"YZ,ZI",3,-3.5041400770361816e-10,-6.0084706396368e-14
1.0,3,C,"YZ,ZX",1,-5.215062544422732e-09,-2.89725696912374e-10
1.0,3,C,"YZ,ZX",2,3.5548814366913e-09,1.0971856286084259e-11
1.0,3,C,"YZ,ZX",3,-5.852757446745988e-10,-1.0035592329811364e-13
1.0,3,C,"YZ,ZY",1,3.429847245363623e-09,1.9054706918686794e-10
1.0,3,C,"YZ,ZY",2,-2.6551013253852607e-09,-8.194757177115002e-12
1.0,3,C,"YZ,ZY",3,4.71310421692594e-10,8.081454418597291e-14
1.0,3,C,"YZ,ZZ",1,-4.617563977761001e-10,-2.565313320978334e-11
1.0,3,C,"YZ,ZZ",2,1.3458649282100836e-10,4.1539040994138385e-13
1.0,3,C,"YZ,ZZ",3,-2.687207110508985e-11,-4.607693948060674e-15
1.0,3,C,"ZI,ZX",1,-2.7377560413068916e-09,-1.5209755785038288e-10
1.0,3,C,"ZI,ZX",2,9.792364708910882e-10,3.0223347867008895e-12
1.0,3,C,"ZI,ZX",3,-9.072950060271151e-11,-1.5557184602659724e-14
1.0,3,C,"ZI,ZY",1,-9.13525095251592e-09,-5.075139418064399e-10
1.0,3,C,"ZI,ZY",2,5.442189294980857e-09,1.6796880540064372e-11
1.0,3,C,"ZI,ZY",3,-8.404534301184418e-10,-1.4411067045926644e-13
1.0,3,C,"ZI,ZZ",1,-1.1931352604662396e-09,-6.628529224812443e-11
1.0,3,C,"ZI,ZZ",2,2.194171688745223e-09,6.772134841806243e-12
1.0,3,C,"ZI,ZZ",3,-4.559241544927785e-10,-7.817629535198534e-14
1.0,3,C,"ZX,ZY",1,-2.8605755644469186e-09,-1.5892086469149548e-10
1.0,3,C,"ZX,ZY",2,2.1743919527030316e-09,6.711086273774789e-12
1.0,3,C,"ZX,ZY",3,-3.718715742293463e-10,-6.376398735071095e-14
1.0,3,C,"ZX,ZZ",1,5.227987798931192e-09,2.9044376660728845e-10
1.0,3,C,"ZX,ZZ",2,-4.490644120378774e-09,-1.3860012717218439e-11
1.0,3,C,"ZX,ZZ",3,8.076806718938855e-10,1.384911988844111e-13
1.0,3,C,"ZY,ZZ",1,1.7726944986938746e-09,9.848302770521525e-11
1.0,3,C,"ZY,ZZ",2,-1.8921724329804587e-09,-5.840038373396478e-12
1.0,3,C,"ZY,ZZ",3,3.642714829371215e-10,6.246081669017858e-14
1.0,3,A,"IX,IY",1,-5.9702092932681366e-09,-3.3167829407045205e-10
1.0,3,A,"IX,IY",2,3.6834391543496734e-09,1.136863936527677e-11
1.0,3,A,"IX,IY",3,-6.430509071801151e-10,-1.1026250123115828e-13
1.0,3,A,"IX,IZ",1,3.5911849127728597e-10,1.9951027293182553e-11
1.0,3,A,"IX,IZ",2,-1.3208794479968756e-09,-4.076788419743443e-12
1.0,3,A,"IX,IZ",3,3.2109706780004537e-10,5.5057796262010526e-14
1.0,3,A,"IX,XI",1,-1.3097866153560313e-08,-7.276592307533507e-10
1.0,3,A,"IX,XI",2,4.390076868290565e-09,1.354961996385977e-11
1.0,3,A,"IX,XI",3,-3.5026442483506877e-10,-6.00590577563561e-14
1.0,3,A,"IX,XX",1,-1.302755629772731e-08,-7.237531276515172e-10
1.0,3,A,"IX,XX",2,4.821524528918152e-09,1.488124854604368e-11
1.0,3,A,"IX,XX",3,-4.1126916603321426e-10,-7.051940432668283e-14
1.0,3,A,"IX,XY",1,-4.894211652732164e-09,-2.719006473740091e-10
1.0,3,A,"IX,XY",2,4.492502955910055e-09,1.3865749863919925e-11
1.0,3,A,"IX,XY",3,-8.113946091350369e-10,-1.391280193990118e-13
1.0,3,A,"IX,XZ",1,-1.4997483321344369e-10,-8.331935178524649e-12
1.0,3,A,"IX,XZ",2,2.7021453511378084e-10,8.339954787462372e-13
1.0,3,A,"IX,XZ",3,-5.608056405998096e-11,-9.616008926608532e-15
1.0,3,A,"IX,YI",1,-4.827680746299895e-09,-2.682044859055497e-10
1.0,3,A,"IX,YI",2,2.850727402992168e-09,8.798541367259777e-12
1.0,3,A,"IX,YI",3,-5.024316665112332e-10,-8.615083444979994e-14
1.0,3,A,"IX,YX",1,-1.9350490499779854e-09,-1.0750272499877697e-10
1.0,3,A,"IX,YX",2,4.6271409946037747e-10,1.4281299366061034e-12
1.0,3,A,"IX,YX",3,2.513248591620432e-11,4.309411165329959e-15
1.0,3,A,"IX,YY",1,-1.1765343703319177e-09,-6.536302057399543e-11
1.0,3,A,"IX,YY",2,-9.806463747768856e-10,-3.026686341903968e-12
1.0,3,A,"IX,YY",3,3.6630633747125565e-10,6.280972864733465e-14
1.0,3,A,"IX,YZ",1,-2.8041163650676637e-09,-1.557842425037591e-10
1.0,3,A,"IX,YZ",2,2.1809258216840433e-11,6.731252536061862e-14
1.0,3,A,"IX,YZ",3,1.4897964396714556e-10,2.554520644155445e-14
1.0,3,A,"IX,ZI",1,3.6191284667331607e-09,2.010626925962867e-10
1.0,3,A,"IX,ZI",2,-2.6734934412035847e-09,-8.251522966677731e-12
1.0,3,A,"IX,ZI",3,4.987474239819834e-10,8.551910562105339e-14
1.0,3,A,"IX,ZX",1,-1.4735693898943908e-09,-8.186496610524393e-11
1.0,3,A,"IX,ZX",2,2.863626230402195e-10,8.838352562969737e-13
1.0,3,A,"IX,ZX",3,6.961154206816117e-12,1.193613547122105e-15
1.0,3,A,"IX,ZY",1,3.755981252688005e-09,2.0866562514933362e-10
1.0,3,A,"IX,ZY",2,-1.8318298985654955e-10,-5.653795983226838e-13
1.0,3,A,"IX,ZY",3,-1.6996979140631507e-10,-2.914434009024607e-14
1.0,3,A,"IX,ZZ",1,2.05409909462654e-09,1.141166163681411e-10
1.0,3,A,"IX,ZZ",2,-3.3054957137512644e-09,-1.0202147264664397e-11
1.0,3,A,"IX,ZZ",3,7.38030614107608e-10,1.2654845920912345e-13
1.0,3,A,"IY,IZ",1,6.063737616018732e-09,3.3687431200104065e-10
1.0,3,A,"IY,IZ",2,-3.289653617358648e-09,-1.0153251905427925e-11
1.0,3,A,"IY,IZ",3,4.932770767104821e-10,8.45811174057754e-14
1.0,3,A,"IY,XI",1,2.5798363070080447e-09,1.433242392782247e-10
1.0,3,A,"IY,XI",2,-1.658868409738023e-09,-5.119964227586491e-12
1.0,3,A,"IY,XI",3,3.253987285740812e-10,5.579539241668059e-14
1.0,3,A,"IY,XX",1,1.563161744460079e-08,8.684231913667105e-10
1.0,3,A,"IY,XX",2,-1.1647539217712221e-08,-3.594919511639575e-11
1.0,3,A,"IY,XX",3,1.985238842005449e-09,3.4040446536444593e-13
1.0,3,A,"IY,XY",1,-7.829581043273319e-09,-4.349767246262955e-10
1.0,3,A,"IY,XY",2,4.083033080076698e-09,1.2601953950854007e-11
1.0,3,A,"IY,XY",3,-5.44792582541043e-10,-9.341436600497993e-14
1.0,3,A,"IY,XZ",1,4.269110022491957e-11,2.3717277902733096e-12
1.0,3,A,"IY,XZ",2,4.297958328601694e-12,1.326530348333856e-14
1.0,3,A,"IY,XZ",3,2.0094937434061645e-11,3.4456339907513107e-15
1.0,3,A,"IY,YI",1,-4.3732132812730195e-10,-2.4295629340405663e-11
1.0,3,A,"IY,YI",2,-8.375861508810536e-10,-2.585142440990906e-12
1.0,3,A,"IY,YI",3,2.292870520247245e-10,3.931533813867018e-14
1.0,3,A,"IY,YX",1,-4.916083442076255e-10,-2.7311574678201414e-11
1.0,3,A,"IY,YX",2,1.3428666910469405e-09,4.144650281009075e-12
1.0,3,A,"IY,YX",3,-2.885149753939953e-10,-4.9471017728737186e-14
1.0,3,A,"IY,YY",1,-1.2546670848343903e-09,-6.970372693524391e-11
1.0,3,A,"IY,YY",2,2.7825223480270034e-10,8.588031938354949e-13
1.0,3,A,"IY,YY",3,2.4134463299659088e-11,4.138282458789281e-15
1.0,3,A,"IY,YZ",1,-9.618495151155261e-11,-5.343608417308479e-12
1.0,3,A,"IY,YZ",2,-5.07085063569313e-10,-1.5650773566954104e-12
1.0,3,A,"IY,YZ",3,1.2069081731237126e-10,2.0694584587169284e-14
1.0,3,A,"IY,ZI",1,1.3508762137935895e-09,7.504867854408831e-11
1.0,3,A,"IY,ZI",2,-9.258491479535356e-11,-2.8575590986220236e-13
1.0,3,A,"IY,ZI",3,-1.4323516517972744e-11,-2.4560213508183716e-15
1.0,3,A,"IY,ZX",1,1.2691429734105577e-09,7.05079429672532e-11
1.0,3,A,"IY,ZX",2,-2.6462247729166934e-09,-8.167360410236708e-12
1.0,3,A,"IY,ZX",3,5.843742341934087e-10,1.00201343311627e-13
1.0,3,A,"IY,ZY",1,7.176598304744336e-11,3.9869990581912975e-12
1.0,3,A,"IY,ZY",2,-3.837408199501443e-10,-1.1843852467597048e-12
1.0,3,A,"IY,ZY",3,5.8769659182588e-11,1.0077102054627571e-14
1.0,3,A,"IY,ZZ",1,5.765712195870409e-09,3.2031734421502276e-10
1.0,3,A,"IY,ZZ",2,-4.048314577161504e-09,-1.2494798077658963e-11
1.0,3,A,"IY,ZZ",3,6.776505688851604e-10,1.1619522786096714e-13
1.0,3,A,"IZ,XI",1,8.352136475663033e-10,4.640075819812796e-11
1.0,3,A,"IZ,XI",2,7.296228606514773e-10,2.25192240941814e-12
1.0,3,A,"IZ,XI",3,-2.506387921211791e-10,-4.297647327180712e-14
1.0,3,A,"IZ,XX",1,-1.8356955435644516e-10,-1.0198308575358064e-11
1.0,3,A,"IZ,XX",2,-3.239964405030966e-10,-9.999890138984463e-13
1.0,3,A,"IZ,XX",3,7.509061750660931e-11,1.2875620285769772e-14
1.0,3,A,"IZ,XY",1,-2.652558981001875e-10,-1.473643878334375e-11
1.0,3,A,"IZ,XY",2,4.996268798124941e-10,1.5420582710262163e-12
1.0,3,A,"IZ,XY",3,-1.0431516081661765e-10,-1.7886687382821957e-14
1.0,3,A,"IZ,XZ",1,-2.7475629618813867e-09,-1.5264238677118816e-10
1.0,3,A,"IZ,XZ",2,8.52140829930687e-10,2.6300642899095277e-12
1.0,3,A,"IZ,XZ",3,-6.625454945199218e-11,-1.1360519453359427e-14
1.0,3,A,"IZ,YI",1,1.8441616499674822e-09,1.0245342499819345e-10
1.0,3,A,"IZ,YI",2,-8.01654026481501e-10,-2.4742408224737684e-12
1.0,3,A,"IZ,YI",3,5.7853125386719784e-11,9.919946053964298e-15
1.0,3,A,"IZ,YX",1,-4.85991197553819e-09,-2.6999510975212166e-10
1.0,3,A,"IZ,YX",2,3.3771111743114215e-09,1.0423182636763646e-11
1.0,3,A,"IZ,YX",3,-5.625043261227311e-10,-9.645135907454237e-14
1.0,3,A,"IZ,YY",1,1.4175552079967013e-09,7.875306711092785e-11
1.0,3,A,"IZ,YY",2,-6.025476604380789e-10,-1.8597150013520954e-12
1.0,3,A,"IZ,YY",3,3.868370873708229e-11,6.633009042709583e-15
1.0,3,A,"IZ,YZ",1,-4.4345206251249993e-10,-2.4636225695138886e-11
1.0,3,A,"IZ,YZ",2,1.1123575894963015e-09,3.43320243671698e-12
1.0,3,A,"IZ,YZ",3,-2.2820384105264908e-10,-3.912960237528276e-14
1.0,3,A,"IZ,ZI",1,-2.9990462404634103e-09,-1.6661368002574503e-10
1.0,3,A,"IZ,ZI",2,2.080528832160578e-09,6.4213852844462286e-12
1.0,3,A,"IZ,ZI",3,-3.468871949007218e-10,-5.947997169079592e-14
1.0,3,A,"IZ,ZX",1,1.1816611677412097e-09,6.564784265228942e-11
1.0,3,A,"IZ,ZX",2,-1.9403742175491554e-10,-5.988809313423319e-13
1.0,3,A,"IZ,ZX",3,-5.5190747230074837e-11,-9.463434024361254e-15
1.0,3,A,"IZ,ZY",1,-1.5118793324469848e-09,-8.399329624705471e-11
1.0,3,A,"IZ,ZY",2,6.058329264469042e-10,1.869854711255877e-12
1.0,3,A,"IZ,ZY",3,-3.730349814352437e-11,-6.39634741829979e-15
1.0,3,A,"IZ,ZZ",1,4.546371724292908e-09,2.525762069051616e-10
1.0,3,A,"IZ,ZZ",2,-3.0968913704349375e-09,-9.558306698873264e-12
1.0,3,A,"IZ,ZZ",3,5.021571059198286e-10,8.610375615909271e-14
1.0,3,A,"XI,XX",1,-5.420275320823557e-09,-3.0112640671241983e-10
1.0,3,A,"XI,XX",2,2.0575364368243e-09,6.350421101309568e-12
1.0,3,A,"XI,XX",3,-1.6199124094088708e-10,-2.7776275881496413e-14
1.0,3,A,"XI,XY",1,-9.430701374901189e-10,-5.2392785416117716e-11
1.0,3,A,"XI,XY",2,1.920840778714637e-09,5.928520921958756e-12
1.0,3,A,"XI,XY",3,-4.023555444492601e-10,-6.899100556400208e-14
1.0,3,A,"XI,XZ",1,2.0089912830666303e-09,1.1161062683703501e-10
1.0,3,A,"XI,XZ",2,-9.155409711447194e-10,-2.825743738100986e-12
1.0,3,A,"XI,XZ",3,1.2244406728247737e-10,2.0995210439382265e-14
1.0,3,A,"XI,YI",1,-2.936898172271856e-09,-1.6316100957065866e-10
1.0,3,A,"XI,YI",2,2.046849486293829e-09,6.317436686092065e-12
1.0,3,A,"XI,YI",3,-3.9654637667403336e-10,-6.799492055453247e-14
1.0,3,A,"XI,YX",1,-2.214340038643392e-09,-1.2301889103574402e-10
1.0,3,A,"XI,YX",2,9.86955145428929e-10,3.0461578562621264e-12
1.0,3,A,"XI,YX",3,-6.862864517721105e-11,-1.1767600339027957e-14
1.0,3,A,"XI,YY",1,3.211321027860998e-10,1.7840672377005546e-11
1.0,3,A,"XI,YY",2,-1.4400535116407884e-09,-4.444609603829594e-12
1.0,3,A,"XI,YY",3,3.9917517151487143e-10,6.844567412806437e-14
1.0,3,A,"XI,YZ",1,-5.519086681073972e-09,-3.066159267263318e-10
1.0,3,A,"XI,YZ",2,1.622706567121344e-09,5.0083536022263706e-12
1.0,3,A,"XI,YZ",3,-9.100075019073765e-11,-1.560369516302086e-14
1.0,3,A,"XI,ZI",1,-9.578317745774956e-11,-5.321287636541642e-12
1.0,3,A,"XI,ZI",2,-3.819748235891037e-12,-1.17893464070711e-14
1.0,3,A,"XI,ZI",3,2.158158797394715e-11,3.7005466347646e-15
1.0,3,A,"XI,ZX",1,8.40007284326828e-10,4.6667071351490447e-11
1.0,3,A,"XI,ZX",2,-6.527852142049806e-10,-2.014769179645002e-12
1.0,3,A,"XI,ZX",3,1.1789368778236266e-10,2.0214967040871513e-14
1.0,3,A,"XI,ZY",1,4.2316746098405475e-09,2.350930338800304e-10
1.0,3,A,"XI,ZY",2,-1.2145362356176158e-09,-3.748568628449431e-12
1.0,3,A,"XI,ZY",3,7.498646656003526e-11,1.285776175583595e-14
1.0,3,A,"XI,ZZ",1,4.27127180945093e-09,2.3729287830282946e-10
1.0,3,A,"XI,ZZ",2,-4.313708775044316e-09,-1.3313915972359001e-11
1.0,3,A,"XI,ZZ",3,8.694725511057645e-10,1.490865142499596e-13
1.0,3,A,"XX,XY",1,9.132281115891708e-10,5.0734895088287265e-11
1.0,3,A,"XX,XY",2,-2.03157089330133e-09,-6.2702805348806475e-12
1.0,3,A,"XX,XY",3,4.3239032682359167e-10,7.414100254176812e-14
1.0,3,A,"XX,XZ",1,-9.446701674718634e-10,-5.248167597065908e-11
1.0,3,A,"XX,XZ",2,1.6553921305283804e-09,5.109234970766606e-12
1.0,3,A,"XX,XZ",3,-3.252889667574169e-10,-5.5776571803397954e-14
1.0,3,A,"XX,YI",1,-5.068574151496329e-09,-2.8158745286090715e-10
1.0,3,A,"XX,YI",2,3.5218004891219295e-09,1.0869754596055338e-11
1.0,3,A,"XX,YI",3,-5.137636036032546e-10,-8.809389636544145e-14
1.0,3,A,"XX,YX",1,-6.997571157146047e-10,-3.8875395317478036e-11
1.0,3,A,"XX,YX",2,1.8409712474144407e-09,5.682010022884076e-12
1.0,3,A,"XX,YX",3,-4.535561699191093e-10,-7.777026233180887e-14
1.0,3,A,"XX,YY",1,-9.302334635593483e-13,-5.1679636864408236e-14
1.0,3,A,"XX,YY",2,6.42316590296808e-13,1.9824586120271853e-15
1.0,3,A,"XX,YY",3,-1.032641429654382e-13,-1.7706471701892695e-17
1.0,3,A,"XX,YZ",1,8.116695331549957e-09,4.5092751841944203e-10
1.0,3,A,"XX,YZ",2,-3.071399302786085e-09,-9.47962747773483e-12
1.0,3,A,"XX,YZ",3,3.664157740728249e-10,6.282849349671208e-14
1.0,3,A,"XX,ZI",1,-8.287064775033413e-10,-4.603924875018563e-11
1.0,3,A,"XX,ZI",2,-6.728918763764826e-11,-2.0768267789397612e-13
1.0,3,A,"XX,ZI",3,6.402554404991432e-11,1.0978316880986681e-14
1.0,3,A,"XX,ZX",1,-6.030978193499653e-09,-3.3505434408331407e-10
1.0,3,A,"XX,ZX",2,3.534613619062038e-09,1.0909301293401352e-11
1.0,3,A,"XX,ZX",3,-4.983526438082495e-10,-8.545141354736788e-14
1.0,3,A,"XX,ZY",1,-3.9023032018007286e-11,-2.167946223222627e-12
1.0,3,A,"XX,ZY",2,-1.5500177249186589e-09,-4.784005323823021e-12
1.0,3,A,"XX,ZY",3,4.428469872058791e-10,7.593398271705746e-14
1.0,3,A,"XX,ZZ",1,-2.735586306468158e-09,-1.5197701702600879e-10
1.0,3,A,"XX,ZZ",2,5.020183108547541e-09,1.5494392310331918e-11
1.0,3,A,"XX,ZZ",3,-1.1865152151989804e-09,-2.0344911097376208e-13
1.0,3,A,"XY,XZ",1,6.4465493739887564e-09,3.5814163188826426e-10
1.0,3,A,"XY,XZ",2,-3.2551325308979075e-09,-1.0046705342277492e-11
1.0,3,A,"XY,XZ",3,4.0965399492576084e-10,7.02424545483129e-14
1.0,3,A,"XY,YI",1,-8.516283427355587e-10,-4.731268570753104e-11
1.0,3,A,"XY,YI",2,9.931107614875499e-10,3.06515667125787e-12
1.0,3,A,"XY,YI",3,-2.2083533136615502e-10,-3.786614049488255e-14
1.0,3,A,"XY,YX",1,-1.0613432330220058e-09,-5.896351294566699e-11
1.0,3,A,"XY,YX",2,6.796039229775367e-10,2.0975429721528913e-12
1.0,3,A,"XY,YX",3,-1.1560874549034686e-10,-1.9823173095052615e-14
1.0,3,A,"XY,YY",1,1.8946007828873416e-09,1.0525559904929675e-10
1.0,3,A,"XY,YY",2,-9.318722553979841e-10,-2.876148936413531e-12
1.0,3,A,"XY,YY",3,8.853411860849999e-11,1.5180747360853907e-14
1.0,3,A,"XY,YZ",1,-4.182169276409224e-09,-2.3234273757829023e-10
1.0,3,A,"XY,YZ",2,3.0012718327789038e-09,9.263184669070691e-12
1.0,3,A,"XY,YZ",3,-5.486675722176843e-10,-9.407880182059059e-14
1.0,3,A,"XY,ZI",1,6.079957876444667e-09,3.3777543758025926e-10
1.0,3,A,"XY,ZI",2,-3.5552522242031173e-09,-1.097300069198493e-11
1.0,3,A,"XY,ZI",3,5.504695363513393e-10,9.438778058150537e-14
1.0,3,A,"XY,ZX",1,4.982815407545549e-10,2.7682307819697493e-11
1.0,3,A,"XY,ZX",2,2.2910325902842913e-10,7.071088241618183e-13
1.0,3,A,"XY,ZX",3,-8.333505830264584e-11,-1.4289276114994144e-14
1.0,3,A,"XY,ZY",1,-4.2463318528310665e-09,-2.3590732515728146e-10
1.0,3,A,"XY,ZY",2,2.0938644159727954e-09,6.462544493743196e-12
1.0,3,A,"XY,ZY",3,-2.9758896749901576e-10,-5.102691486608638e-14
1.0,3,A,"XY,ZZ",1,-3.844683472983076e-09,-2.1359352627683754e-10
1.0,3,A,"XY,ZZ",2,2.3409265863816572e-09,7.22508205673351e-12
1.0,3,A,"XY,ZZ",3,-3.451367696524538e-10,-5.917983018732061e-14
1.0,3,A,"XZ,YI",1,-1.9588148041415205e-09,-1.0882304467452892e-10
1.0,3,A,"XZ,YI",2,6.869160533506004e-10,2.1201112757734578e-12
1.0,3,A,"XZ,YI",3,-6.841085587328648e-11,-1.173025649404775e-14
1.0,3,A,"XZ,YX",1,-9.31611597613996e-10,-5.1756199867444224e-11
1.0,3,A,"XZ,YX",2,1.1851265776818854e-09,3.657798079265079e-12
1.0,3,A,"XZ,YX",3,-2.3351992169284983e-10,-4.004113883622253e-14
1.0,3,A,"XZ,YY",1,-2.205016766386367e-09,-1.2250093146590926e-10
1.0,3,A,"XZ,YY",2,1.306037931987534e-09,4.030981271566463e-12
1.0,3,A,"XZ,YY",3,-1.9325646609369522e-10,-3.3137254131292046e-14
1.0,3,A,"XZ,YZ",1,7.459351283435954e-10,4.1440840463533075e-11
1.0,3,A,"XZ,YZ",2,-1.4282745896921414e-09,-4.408254906457226e-12
1.0,3,A,"XZ,YZ",3,3.112200839051002e-10,5.336421191788412e-14
1.0,3,A,"XZ,ZI",1,9.113060610052209e-11,5.062811450029005e-12
1.0,3,A,"XZ,ZI",2,5.644991076232137e-10,1.7422811963679434e-12
1.0,3,A,"XZ,ZI",3,-9.97975251159189e-11,-1.71120584903839e-14
1.0,3,A,"XZ,ZX",1,-3.061822868817605e-10,-1.7010127048986693e-11
1.0,3,A,"XZ,ZX",2,-7.430262271423989e-10,-2.293290824513577e-12
1.0,3,A,"XZ,ZX",3,2.0386443647373167e-10,3.495617909357539e-14
1.0,3,A,"XZ,ZY",1,6.988985753726314e-10,3.8827698631812855e-11
1.0,3,A,"XZ,ZY",2,-1.0224258306293643e-09,-3.1556352797202603e-12
1.0,3,A,"XZ,ZY",3,1.728415825130186e-10,2.963675969016094e-14
1.0,3,A,"XZ,ZZ",1,9.036470214962233e-09,5.020261230534574e-10
1.0,3,A,"XZ,ZZ",2,-5.86483096918447e-09,-1.8101330151803917e-11
1.0,3,A,"XZ,ZZ",3,9.491667035718061e-10,1.6275149238199694e-13
1.0,3,A,"YI,YX",1,-3.4419738298958093e-09,-1.9122076832754495e-10
