nbar,polynomial_degree,sector,mode,rate_power,coefficient_per_nominal_multiplier_power,coefficient_per_rate_s_power
0.01,2,A,"IZ,YZ",2,-3.066105939588494e-10,-9.463289937001524e-13
0.01,2,A,"IZ,ZI",1,-3.7203102866308406e-10,-2.0668390481282447e-11
0.01,2,A,"IZ,ZI",2,4.514089557248828e-11,1.3932375176693915e-13
0.01,2,A,"IZ,ZX",1,2.4604312723021582e-09,1.3669062623900878e-10
0.01,2,A,"IZ,ZX",2,-4.936304277230724e-10,-1.5235507028489889e-12
0.01,2,A,"IZ,ZY",1,-5.698651996418767e-11,-3.165917775788204e-12
0.01,2,A,"IZ,ZY",2,-1.6755184271716247e-11,-5.171353170282792e-14
0.01,2,A,"IZ,ZZ",1,-1.2861213929602196e-09,-7.145118849778997e-11
0.01,2,A,"IZ,ZZ",2,3.747165544811644e-10,1.1565325755591492e-12
0.01,2,A,"XI,XX",1,-7.725540319002205e-09,-4.2919668438901136e-10
0.01,2,A,"XI,XX",2,1.5489467259997951e-09,4.780699771604306e-12
0.01,2,A,"XI,XY",1,-2.1217395010120724e-09,-1.178744167228929e-10
0.01,2,A,"XI,XY",2,-2.7461633451830033e-11,-8.475812793774702e-14
0.01,2,A,"XI,XZ",1,-9.37951278540631e-10,-5.2108404363368395e-11
0.01,2,A,"XI,XZ",2,1.9604779118071498e-10,6.050857752491203e-13
0.01,2,A,"XI,YI",1,1.4467345112840625e-09,8.037413951578125e-11
0.01,2,A,"XI,YI",2,6.781375304482083e-11,2.0930170692845936e-13
0.01,2,A,"XI,YX",1,3.625033418065428e-10,2.0139074544807934e-11
0.01,2,A,"XI,YX",2,-2.6177524071182055e-10,-8.079482738019152e-13
0.01,2,A,"XI,YY",1,-4.0387748226851305e-09,-2.243763790380628e-10
0.01,2,A,"XI,YY",2,4.172023703409781e-10,1.2876616368548707e-12
0.01,2,A,"XI,YZ",1,2.997430644976215e-09,1.6652392472090086e-10
0.01,2,A,"XI,YZ",2,-4.6019993544427167e-10,-1.4203701711242954e-12
0.01,2,A,"XI,ZI",1,1.9601069253384294e-09,1.088948291854683e-10
0.01,2,A,"XI,ZI",2,-9.527941118935352e-10,-2.9407225675726393e-12
0.01,2,A,"XI,ZX",1,-6.63072624709216e-10,-3.683736803940089e-11
0.01,2,A,"XI,ZX",2,2.38226157828494e-10,7.352659192237469e-13
0.01,2,A,"XI,ZY",1,-2.205229910436812e-09,-1.225127728020451e-10
0.01,2,A,"XI,ZY",2,3.7313127743706e-10,1.1516397451761113e-12
0.01,2,A,"XI,ZZ",1,-3.730244352139372e-09,-2.0723579734107624e-10
0.01,2,A,"XI,ZZ",2,3.959764946319255e-10,1.2221496747898935e-12
0.01,2,A,"XX,XY",1,2.280171698679072e-09,1.2667620548217068e-10
0.01,2,A,"XX,XY",2,4.0822515561751687e-10,1.2599541840046818e-12
0.01,2,A,"XX,XZ",1,-6.586834192508516e-09,-3.659352329171398e-10
0.01,2,A,"XX,XZ",2,1.3376861074485128e-09,4.128660825458373e-12
0.01,2,A,"XX,YI",1,-2.3490878233955868e-09,-1.305048790775326e-10
0.01,2,A,"XX,YI",2,3.0182376673718213e-10,9.315548356085869e-13
0.01,2,A,"XX,YX",1,-3.4689135307230592e-09,-1.927174183735033e-10
0.01,2,A,"XX,YX",2,1.2448852993536686e-09,3.842238578252063e-12
0.01,2,A,"XX,YY",1,2.1311252172577894e-11,1.1839584540321053e-12
0.01,2,A,"XX,YY",2,-4.1714043013651774e-12,-1.2874704633843141e-14
0.01,2,A,"XX,YZ",1,-4.155857863601404e-09,-2.3088099242230022e-10
0.01,2,A,"XX,YZ",2,3.639394580783158e-10,1.1232699323404808e-12
0.01,2,A,"XX,ZI",1,-1.9630715449727958e-09,-1.0905953027626643e-10
0.01,2,A,"XX,ZI",2,5.521104906402982e-10,1.704044724198451e-12
0.01,2,A,"XX,ZX",1,-3.129376716742699e-09,-1.7385426204126105e-10
0.01,2,A,"XX,ZX",2,1.1218906104458212e-09,3.462625340882164e-12
0.01,2,A,"XX,ZY",1,-2.332373748400347e-10,-1.2957631935557483e-11
0.01,2,A,"XX,ZY",2,-1.7187872367325574e-10,-5.30489887880419e-13
0.01,2,A,"XX,ZZ",1,6.450864803025504e-09,3.5838137794586135e-10
0.01,2,A,"XX,ZZ",2,-4.972279340343265e-10,-1.5346541173898964e-12
0.01,2,A,"XY,XZ",1,2.357231283394115e-09,1.3095729352189527e-10
0.01,2,A,"XY,XZ",2,-5.099678903489604e-10,-1.5739749702128407e-12
0.01,2,A,"XY,YI",1,-5.441018695490757e-10,-3.0227881641615315e-11
0.01,2,A,"XY,YI",2,-2.0647890022386333e-11,-6.372805562464917e-14
0.01,2,A,"XY,YX",1,4.663278923535001e-10,2.5907105130750003e-11
0.01,2,A,"XY,YX",2,-5.973188265497093e-11,-1.8435766251534237e-13
0.01,2,A,"XY,YY",1,2.064249614576963e-09,1.1468053414316462e-10
0.01,2,A,"XY,YY",2,-5.031304316248287e-10,-1.5528717025457675e-12
0.01,2,A,"XY,YZ",1,9.288173382899213e-10,5.160096323832896e-11
0.01,2,A,"XY,YZ",2,-9.943581620951205e-11,-3.069006673133088e-13
0.01,2,A,"XY,ZI",1,1.2418906583579571e-09,6.899392546433096e-11
0.01,2,A,"XY,ZI",2,-3.405218422453113e-10,-1.0509933402633066e-12
0.01,2,A,"XY,ZX",1,1.706961817858025e-09,9.483121210322361e-11
0.01,2,A,"XY,ZX",2,-2.868937598930869e-10,-8.854745675712558e-13
0.01,2,A,"XY,ZY",1,-1.5203406176919494e-10,-8.446336764955274e-12
0.01,2,A,"XY,ZY",2,2.653021040433908e-10,8.1883365445491e-13
0.01,2,A,"XY,ZZ",1,-2.443981452397566e-10,-1.3577674735542033e-11
0.01,2,A,"XY,ZZ",2,1.8918586311162085e-10,5.839069849124101e-13
0.01,2,A,"XZ,YI",1,1.6942064994967005e-09,9.412258330537225e-11
0.01,2,A,"XZ,YI",2,-3.901687251395928e-10,-1.2042244603073852e-12
0.01,2,A,"XZ,YX",1,-2.1961380782376673e-09,-1.2200767101320375e-10
0.01,2,A,"XZ,YX",2,3.1407200344939904e-10,9.693580353376514e-13
0.01,2,A,"XZ,YY",1,-3.43624942365375e-10,-1.9090274575854167e-11
0.01,2,A,"XZ,YY",2,2.7624780658670493e-10,8.526166869960029e-13
0.01,2,A,"XZ,YZ",1,6.262895092510186e-10,3.479386162505659e-11
0.01,2,A,"XZ,YZ",2,1.9020440039603018e-11,5.87050618506266e-14
0.01,2,A,"XZ,ZI",1,-2.158471331140215e-09,-1.1991507395223417e-10
0.01,2,A,"XZ,ZI",2,3.8328671735063345e-10,1.1829836955266464e-12
0.01,2,A,"XZ,ZX",1,5.791682667968242e-10,3.2176014822045784e-11
0.01,2,A,"XZ,ZX",2,-1.3690334921148276e-10,-4.225412012700085e-13
0.01,2,A,"XZ,ZY",1,2.036443491918846e-09,1.1313574955104701e-10
0.01,2,A,"XZ,ZY",2,-2.9559607296772253e-10,-9.123335585423534e-13
0.01,2,A,"XZ,ZZ",1,-1.2614971298504243e-09,-7.008317388057912e-11
0.01,2,A,"XZ,ZZ",2,1.1137815799338578e-10,3.4375974689316596e-13
0.01,2,A,"YI,YX",1,-2.7461718120329273e-09,-1.5256510066849595e-10
0.01,2,A,"YI,YX",2,5.792032588613281e-10,1.7876643792016298e-12
0.01,2,A,"YI,YY",1,-1.3107876881486189e-09,-7.282153823047883e-11
0.01,2,A,"YI,YY",2,2.2112636993485366e-10,6.824887960952273e-13
0.01,2,A,"YI,YZ",1,7.080329428829141e-10,3.9335163493495226e-11
0.01,2,A,"YI,YZ",2,-1.939249625739202e-10,-5.985338351046919e-13
0.01,2,A,"YI,ZI",1,-1.7717620873370309e-09,-9.84312270742795e-11
0.01,2,A,"YI,ZI",2,2.17029102888491e-10,6.698429101496636e-13
0.01,2,A,"YI,ZX",1,1.3124571641366564e-09,7.291428689648091e-11
0.01,2,A,"YI,ZX",2,-3.3028476137289056e-10,-1.019397411644724e-12
0.01,2,A,"YI,ZY",1,1.3288677588009794e-10,7.382598660005441e-12
0.01,2,A,"YI,ZY",2,-3.5399874309185696e-11,-1.0925887132464721e-13
0.01,2,A,"YI,ZZ",1,-9.84184481038258e-10,-5.467691561323655e-11
0.01,2,A,"YI,ZZ",2,3.0241249850119925e-10,9.333719089543188e-13
0.01,2,A,"YX,YY",1,2.4152916478805684e-09,1.3418286932669826e-10
0.01,2,A,"YX,YY",2,-4.0333153943889607e-10,-1.2448504303669632e-12
0.01,2,A,"YX,YZ",1,-2.60006728065474e-10,-1.4444818225859668e-11
0.01,2,A,"YX,YZ",2,2.662235309130585e-10,8.216775645464768e-13
0.01,2,A,"YX,ZI",1,-2.473473127274906e-09,-1.3741517373749477e-10
0.01,2,A,"YX,ZI",2,6.477595131186855e-10,1.9992577565391528e-12
0.01,2,A,"YX,ZX",1,-6.938608612370478e-10,-3.8547825624280437e-11
0.01,2,A,"YX,ZX",2,1.7587389822887974e-10,5.428206735459251e-13
0.01,2,A,"YX,ZY",1,2.236006629038344e-09,1.2422259050213021e-10
0.01,2,A,"YX,ZY",2,-4.0078177427374905e-10,-1.2369807847955218e-12
0.01,2,A,"YX,ZZ",1,-1.9850806631823678e-10,-1.102822590656871e-11
0.01,2,A,"YX,ZZ",2,-3.587216590406487e-11,-1.1071656143229898e-13
0.01,2,A,"YY,YZ",1,7.790079299852709e-10,4.327821833251505e-11
0.01,2,A,"YY,YZ",2,-1.651301355132033e-10,-5.09660912077788e-13
0.01,2,A,"YY,ZI",1,-2.826344478644527e-09,-1.5701913770247373e-10
0.01,2,A,"YY,ZI",2,6.839376923084302e-10,2.1109188034210806e-12
0.01,2,A,"YY,ZX",1,9.137853595487929e-10,5.076585330826628e-11
0.01,2,A,"YY,ZX",2,-3.729540669954328e-10,-1.1510927993686198e-12
0.01,2,A,"YY,ZY",1,1.1504197016792395e-09,6.391220564884664e-11
0.01,2,A,"YY,ZY",2,-1.6351656804543295e-10,-5.046807655723239e-13
0.01,2,A,"YY,ZZ",1,7.294911671964857e-10,4.052728706647143e-11
0.01,2,A,"YY,ZZ",2,-6.101320788160118e-10,-1.883123700049419e-12
0.01,2,A,"YZ,ZI",1,5.000435387567005e-10,2.7780196597594472e-11
0.01,2,A,"YZ,ZI",2,-1.5941797460764433e-12,-4.920307858260627e-15
0.01,2,A,"YZ,ZX",1,-7.77951817871397e-10,-4.321954543729983e-11
0.01,2,A,"YZ,ZX",2,2.874600086956893e-11,8.872222490607694e-14
0.01,2,A,"YZ,ZY",1,-1.184614704999883e-09,-6.581192805554906e-11
0.01,2,A,"YZ,ZY",2,3.611952392191976e-10,1.1148001210469062e-12
0.01,2,A,"YZ,ZZ",1,1.9141650020419247e-10,1.0634250011344027e-11
0.01,2,A,"YZ,ZZ",2,-2.088002199581139e-10,-6.44445123327512e-13
0.01,2,A,"ZI,ZX",1,-1.9531969707429866e-09,-1.0851094281905481e-10
0.01,2,A,"ZI,ZX",2,4.696635602911487e-10,1.449578889787496e-12
0.01,2,A,"ZI,ZY",1,9.081722276958657e-10,5.045401264977032e-11
0.01,2,A,"ZI,ZY",2,-3.624269493328149e-10,-1.118601695471651e-12
0.01,2,A,"ZI,ZZ",1,1.8317415123456818e-10,1.0176341735253787e-11
0.01,2,A,"ZI,ZZ",2,-4.967489377574306e-11,-1.5331757338192303e-13
0.01,2,A,"ZX,ZY",1,-1.3106196393715756e-09,-7.281220218730976e-11
0.01,2,A,"ZX,ZY",2,4.635605068796666e-10,1.4307423051841561e-12
0.01,2,A,"ZX,ZZ",1,-4.86073226653749e-10,-2.7004068147430497e-11
0.01,2,A,"ZX,ZZ",2,-6.300771039304701e-11,-1.944682419538488e-13
0.01,2,A,"ZY,ZZ",1,-1.9391260501418988e-09,-1.0772922500788326e-10
0.01,2,A,"ZY,ZZ",2,3.355665341600051e-10,1.0356991795061886e-12
0.01,3,H,IX,1,-1.559111879062401e-08,-8.661732661457783e-10
0.01,3,H,IX,2,8.59989155189001e-09,2.6542875160154353e-11
0.01,3,H,IX,3,-1.2821363507679422e-09,-2.198450532866842e-13
0.01,3,H,IY,1,-8.384771890824761e-09,-4.658206606013756e-10
0.01,3,H,IY,2,5.293398945202374e-09,1.6337651065439428e-11
0.01,3,H,IY,3,-9.546799996611466e-10,-1.6369684493503884e-13
0.01,3,H,IZ,1,-6.403433202848365e-11,-3.5574628904713137e-12
0.01,3,H,IZ,2,4.935657669720555e-11,1.5233511326298007e-13
0.01,3,H,IZ,3,-7.457497993323482e-12,-1.278720506399774e-15
0.01,3,H,XI,1,2.340246159757367e-10,1.3001367554207593e-11
0.01,3,H,XI,2,2.6551772186669773e-09,8.19499141563882e-12
0.01,3,H,XI,3,-6.979763784254114e-10,-1.1968044897555065e-13
0.01,3,H,XX,1,-8.503563951911284e-06,-4.724202195506269e-07
0.01,3,H,XX,2,2.797124866531817e-07,8.633101439913015e-10
0.01,3,H,XX,3,2.2268650711433563e-09,3.8183557461305834e-13
0.01,3,H,XY,1,-9.543070020176415e-09,-5.301705566764675e-10
0.01,3,H,XY,2,9.511437249921591e-09,2.935628780839997e-11
0.01,3,H,XY,3,-1.7307127005895363e-09,-2.967614370009493e-13
0.01,3,H,XZ,1,7.764587814652345e-10,4.313659897029081e-11
0.01,3,H,XZ,2,1.8975819327701523e-09,5.856734360401705e-12
0.01,3,H,XZ,3,-3.884264119943658e-10,-6.66026083666608e-14
0.01,3,H,YI,1,1.7659568080040122e-09,9.810871155577845e-11
0.01,3,H,YI,2,2.9904854156876853e-10,9.229893258295324e-13
0.01,3,H,YI,3,-2.285719288894855e-10,-3.919271757364292e-14
0.01,3,H,YX,1,-4.517701967289702e-09,-2.5098344262720567e-10
0.01,3,H,YX,2,2.8191059233994797e-09,8.700944208023085e-12
0.01,3,H,YX,3,-5.303014158671335e-10,-9.092959805677872e-14
0.01,3,H,YY,1,1.6948187735507715e-09,9.415659853059842e-11
0.01,3,H,YY,2,3.861646640403209e-09,1.1918662470380276e-11
0.01,3,H,YY,3,-7.965449365083613e-10,-1.3658177923668748e-13
0.01,3,H,YZ,1,1.167099319012036e-08,6.483885105622423e-10
0.01,3,H,YZ,2,-1.0077635729632962e-08,-3.110381398034865e-11
0.01,3,H,YZ,3,1.8681277584285936e-09,3.20323689716837e-13
0.01,3,H,ZI,1,-1.8917930481333164e-10,-1.0509961378518425e-11
0.01,3,H,ZI,2,1.1807621464688752e-10,3.6443276125582567e-13
0.01,3,H,ZI,3,-2.1995728470983368e-11,-3.771558379798245e-15
0.01,3,H,ZX,1,9.577361754128622e-10,5.320756530071457e-11
0.01,3,H,ZX,2,1.8856395059113118e-09,5.8198750182447895e-12
0.01,3,H,ZX,3,-3.953368131636145e-10,-6.778751940391195e-14
0.01,3,H,ZY,1,1.54067438027967e-08,8.559302112664833e-10
0.01,3,H,ZY,2,-1.039398558620509e-08,-3.2080202426558916e-11
0.01,3,H,ZY,3,1.8256346734469379e-09,3.130374954470058e-13
0.01,3,H,ZZ,1,-4.5279336201709015e-15,-2.515518677872723e-16
0.01,3,H,ZZ,2,2.1370461192456e-15,6.595821355696296e-18
0.01,3,H,ZZ,3,-3.117022399261241e-16,-5.344688613273733e-20
0.01,3,S,IX,1,0.00022198961237951428,1.233275624330635e-05
0.01,3,S,IX,2,-2.8352478890437405e-07,-8.750765089641175e-10
0.01,3,S,IX,3,4.675468336928141e-10,8.016921016680626e-14
0.01,3,S,IY,1,3.2873946136142195e-09,1.8263303408967886e-10
0.01,3,S,IY,2,-2.83668852743437e-09,-8.755211504427066e-12
0.01,3,S,IY,3,4.955762645221247e-10,8.497535399899258e-14
0.01,3,S,IZ,1,1.3184102213032151e-09,7.324501229462307e-11
0.01,3,S,IZ,2,-8.255753125631446e-10,-2.5480719523553847e-12
0.01,3,S,IZ,3,2.0996777217302117e-10,3.6002704419242315e-14
0.01,3,S,XI,1,0.00022197199775314034,1.233177765295224e-05
0.01,3,S,XI,2,-2.692852369021937e-07,-8.311272743894868e-10
0.01,3,S,XI,3,-1.8983049087638014e-09,-3.2549809821052837e-13
0.01,3,S,XX,1,0.00016132796881871786,8.962664934373214e-06
0.01,3,S,XX,2,-1.1838806597472901e-08,-3.6539526535410185e-11
0.01,3,S,XX,3,-3.7168026469334726e-09,-6.373118393232978e-13
0.01,3,S,XY,1,-5.930881902277494e-10,-3.294934390154163e-11
0.01,3,S,XY,2,-5.328668031158053e-10,-1.6446506269006335e-12
0.01,3,S,XY,3,1.6707072382423837e-10,2.864724345408751e-14
0.01,3,S,XZ,1,6.080758650552294e-11,3.3781992503068297e-12
0.01,3,S,XZ,2,-3.237305447856458e-10,-9.99168348103845e-13
0.01,3,S,XZ,3,8.625688580938731e-11,1.479027534454515e-14
0.01,3,S,YI,1,-1.3758045873584443e-09,-7.643358818658025e-11
0.01,3,S,YI,2,1.046133440496669e-09,3.228806915113176e-12
0.01,3,S,YI,3,-1.7105649679380545e-10,-2.933067503323139e-14
0.01,3,S,YX,1,1.0114435397181604e-09,5.619130776212002e-11
0.01,3,S,YX,2,-4.4735261166680146e-10,-1.3807179372432144e-12
0.01,3,S,YX,3,7.124736456216878e-11,1.221662629666817e-14
0.01,3,S,YY,1,6.911561059913465e-09,3.8397561443963695e-10
0.01,3,S,YY,2,-6.7781357335863285e-09,-2.0920172017241756e-11
0.01,3,S,YY,3,1.228934260878257e-09,2.1072260988996174e-13
0.01,3,S,YZ,1,3.1508882148170223e-09,1.7504934526761235e-10
0.01,3,S,YZ,2,-3.0811625734033625e-09,-9.509761029022723e-12
0.01,3,S,YZ,3,5.69593113399571e-10,9.76668575788016e-14
0.01,3,S,ZI,1,4.960866771477454e-09,2.756037095265252e-10
0.01,3,S,ZI,2,-3.092483215292181e-09,-9.54470128176599e-12
0.01,3,S,ZI,3,5.65572473667035e-10,9.697744747377144e-14
0.01,3,S,ZX,1,4.653730883825336e-09,2.585406046569631e-10
0.01,3,S,ZX,2,-3.956692476200015e-09,-1.2212013815432146e-11
0.01,3,S,ZX,3,7.081798005511127e-10,1.2143000695320863e-13
0.01,3,S,ZY,1,6.917886668495497e-09,3.843270371386387e-10
0.01,3,S,ZY,2,-6.173325767334862e-09,-1.9053474590539698e-11
0.01,3,S,ZY,3,1.0935932492611326e-09,1.875159892423067e-13
0.01,3,S,ZZ,1,9.47295041477368e-09,5.262750230429822e-10
0.01,3,S,ZZ,2,-7.912913337209722e-09,-2.442257202842507e-11
0.01,3,S,ZZ,3,1.4104752263533763e-09,2.4185103332533887e-13
0.01,3,C,"IX,IY",1,2.9649496559909847e-09,1.6471942533283248e-10
0.01,3,C,"IX,IY",2,-1.7335566182911793e-09,-5.35048338978759e-12
0.01,3,C,"IX,IY",3,2.524552976523816e-10,4.3287945413645686e-14
0.01,3,C,"IX,IZ",1,5.874193926855306e-09,3.26344107047517e-10
0.01,3,C,"IX,IZ",2,-3.6647037465265904e-09,-1.1310814032489476e-11
0.01,3,C,"IX,IZ",3,6.715678073581011e-10,1.1515223034260992e-13
0.01,3,C,"IX,XI",1,0.00022198218310431114,1.2332343505795063e-05
0.01,3,C,"IX,XI",2,-2.784722573452045e-07,-8.59482275756804e-10
0.01,3,C,"IX,XI",3,-2.968779970302471e-10,-5.0905006349493677e-14
0.01,3,C,"IX,XX",1,1.0799059253111595e-08,5.999477362839775e-10
0.01,3,C,"IX,XX",2,-7.048012151171127e-09,-2.1753123923367674e-11
0.01,3,C,"IX,XX",3,1.2657667105926994e-09,2.1703818768736274e-13
0.01,3,C,"IX,XY",1,-1.475592676546051e-10,-8.197737091922506e-12
0.01,3,C,"IX,XY",2,2.771864746133183e-10,8.55513810534933e-13
0.01,3,C,"IX,XY",3,-1.23491489139705e-10,-2.1174809523269032e-14
0.01,3,C,"IX,XZ",1,-1.2459923663213433e-08,-6.922179812896352e-10
0.01,3,C,"IX,XZ",2,1.0193734815290568e-08,3.1462144491637554e-11
0.01,3,C,"IX,XZ",3,-1.887367133606482e-09,-3.2362262236050785e-13
0.01,3,C,"IX,YI",1,2.756172607033833e-09,1.531207003907685e-10
0.01,3,C,"IX,YI",2,-1.6106153271550567e-09,-4.9710349603551135e-12
0.01,3,C,"IX,YI",3,2.2967479733194395e-10,3.9381823959524e-14
0.01,3,C,"IX,YX",1,-1.7415029986217175e-09,-9.675016659009542e-11
0.01,3,C,"IX,YX",2,1.9167563189159464e-09,5.91591456455539e-12
0.01,3,C,"IX,YX",3,-4.698943269446505e-10,-8.057172958584542e-14
0.01,3,C,"IX,YY",1,-1.209696450194268e-08,-6.720535834412599e-10
0.01,3,C,"IX,YY",2,9.637132384966419e-09,2.9744235756069195e-11
0.01,3,C,"IX,YY",3,-1.7600025688978253e-09,-3.017837052293939e-13
0.01,3,C,"IX,YZ",1,-1.449941206794225e-10,-8.055228926634584e-12
0.01,3,C,"IX,YZ",2,1.1667696139909081e-10,3.601140783922556e-13
0.01,3,C,"IX,YZ",3,-1.601812711336096e-11,-2.7465924405625788e-15
0.01,3,C,"IX,ZI",1,3.3965021062157737e-09,1.8869456145643186e-10
0.01,3,C,"IX,ZI",2,-2.292216054783682e-09,-7.074740909826179e-12
0.01,3,C,"IX,ZI",3,4.359500605101416e-10,7.475138211765117e-14
0.01,3,C,"IX,ZX",1,-1.2099939756335577e-08,-6.722188753519766e-10
0.01,3,C,"IX,ZX",2,9.105968997275817e-09,2.810484258418462e-11
0.01,3,C,"IX,ZX",3,-1.629567488084318e-09,-2.794182935672699e-13
0.01,3,C,"IX,ZY",1,1.2647828359741068e-10,7.02657131096726e-12
0.01,3,C,"IX,ZY",2,-7.391066762706578e-11,-2.281193445279808e-13
0.01,3,C,"IX,ZY",3,1.4203059569064218e-11,2.435366867123494e-15
0.01,3,C,"IX,ZZ",1,-1.3716882143938486e-08,-7.620490079965825e-10
0.01,3,C,"IX,ZZ",2,1.0217220551754222e-08,3.1534631332574755e-11
0.01,3,C,"IX,ZZ",3,-1.849266065752493e-09,-3.1708951744727247e-13
0.01,3,C,"IY,IZ",1,1.6749931006580166e-09,9.30551722587787e-11
0.01,3,C,"IY,IZ",2,-1.0047452526242535e-09,-3.101065594519301e-12
0.01,3,C,"IY,IZ",3,1.8069277959400683e-10,3.098298689883519e-14
0.01,3,C,"IY,XI",1,1.0587899287700828e-09,5.882166270944904e-11
0.01,3,C,"IY,XI",2,-4.264282998911209e-10,-1.3161367280590153e-12
0.01,3,C,"IY,XI",3,5.5015577446039193e-11,9.433398053161727e-15
0.01,3,C,"IY,XX",1,6.868288537239185e-10,3.8157158540217694e-11
0.01,3,C,"IY,XX",2,2.055025377338629e-09,6.342670917711817e-12
0.01,3,C,"IY,XX",3,-4.2103817746223814e-10,-7.219447487349762e-14
0.01,3,C,"IY,XY",1,6.397540622767776e-10,3.5541892348709866e-11
0.01,3,C,"IY,XY",2,-1.7794742789125294e-11,-5.492204564544844e-14
0.01,3,C,"IY,XY",3,1.8772014853893006e-12,3.2187954139048365e-16
0.01,3,C,"IY,XZ",1,1.8978668079999735e-09,1.0543704488888742e-10
0.01,3,C,"IY,XZ",2,-1.2564310042201505e-09,-3.8778734698152795e-12
0.01,3,C,"IY,XZ",3,1.7794483395567384e-10,3.0511802804470826e-14
0.01,3,C,"IY,YI",1,1.2364086985277298e-09,6.868937214042944e-11
0.01,3,C,"IY,YI",2,-1.6857244744378915e-09,-5.202853316166332e-12
0.01,3,C,"IY,YI",3,3.377313334437126e-10,5.791003659871615e-14
0.01,3,C,"IY,YX",1,3.963994153981614e-09,2.2022189744342298e-10
0.01,3,C,"IY,YX",2,-2.3313675209590325e-09,-7.195578768392075e-12
0.01,3,C,"IY,YX",3,3.565614186517335e-10,6.11387892064015e-14
0.01,3,C,"IY,YY",1,6.306118588302224e-09,3.5033992157234576e-10
0.01,3,C,"IY,YY",2,-5.639343929734011e-09,-1.7405382499179047e-11
0.01,3,C,"IY,YY",3,9.655357611739115e-10,1.6555825808880512e-13
0.01,3,C,"IY,YZ",1,-4.116953992264383e-09,-2.2871966623691018e-10
0.01,3,C,"IY,YZ",2,2.4588939226584022e-09,7.589178773637044e-12
0.01,3,C,"IY,YZ",3,-3.867009621041085e-10,-6.630674933198019e-14
0.01,3,C,"IY,ZI",1,6.948140983895526e-10,3.860078324386403e-11
0.01,3,C,"IY,ZI",2,6.818692669780318e-11,2.104534774623555e-13
0.01,3,C,"IY,ZI",3,-3.815635010179797e-11,-6.54258403665946e-15
0.01,3,C,"IY,ZX",1,-2.833970268237216e-10,-1.5744279267984534e-11
0.01,3,C,"IY,ZX",2,4.2094353278412185e-11,1.2992084345188946e-13
0.01,3,C,"IY,ZX",3,3.297943556352522e-12,5.654910076050278e-16
0.01,3,C,"IY,ZY",1,-5.802231048408368e-09,-3.2234616935602043e-10
0.01,3,C,"IY,ZY",2,4.241708288497533e-09,1.3091692248449177e-11
0.01,3,C,"IY,ZY",3,-7.10104608799662e-10,-1.2176004951983231e-13
0.01,3,C,"IY,ZZ",1,2.3598084136946027e-09,1.3110046742747793e-10
0.01,3,C,"IY,ZZ",2,-5.204707135788521e-10,-1.6063910912927532e-12
0.01,3,C,"IY,ZZ",3,1.6556150491477106e-11,2.8388461062203543e-15
0.01,3,C,"IZ,XI",1,3.493355551287507e-09,1.940753084048615e-10
0.01,3,C,"IZ,XI",2,-6.844543838761056e-10,-2.1125135304818074e-12
0.01,3,C,"IZ,XI",3,1.0515139280449646e-10,1.8030074212019283e-14
0.01,3,C,"IZ,XX",1,9.334692484491381e-09,5.185940269161879e-10
0.01,3,C,"IZ,XX",2,-9.410079324101702e-09,-2.9043454704017598e-11
0.01,3,C,"IZ,XX",3,1.7133093912218673e-09,2.937773304564244e-13
0.01,3,C,"IZ,XY",1,7.265837799321862e-10,4.036576555178812e-11
0.01,3,C,"IZ,XY",2,-7.296184072436611e-10,-2.2519086643322873e-12
0.01,3,C,"IZ,XY",3,1.4593147497936953e-10,2.5022543720742375e-14
0.01,3,C,"IZ,XZ",1,-2.391359700200146e-09,-1.328533166777859e-10
0.01,3,C,"IZ,XZ",2,1.4582161350651866e-09,4.500667083534527e-12
0.01,3,C,"IZ,XZ",3,-2.431559574435503e-10,-4.1693408340800806e-14
0.01,3,C,"IZ,YI",1,-5.701834731323117e-10,-3.1676859618461764e-11
0.01,3,C,"IZ,YI",2,1.1520280904696398e-09,3.5556422545359253e-12
0.01,3,C,"IZ,YI",3,-2.1392323864808747e-10,-3.668093941153763e-14
0.01,3,C,"IZ,YX",1,-1.5622393057655346e-09,-8.67910725425297e-11
0.01,3,C,"IZ,YX",2,-8.313334250854099e-10,-2.5658439045845986e-12
0.01,3,C,"IZ,YX",3,2.1258992901059072e-10,3.645231978919594e-14
0.01,3,C,"IZ,YY",1,7.840970675355909e-10,4.356094819642172e-11
0.01,3,C,"IZ,YY",2,-1.3631790733823387e-09,-4.207342819081292e-12
0.01,3,C,"IZ,YY",3,2.8253750508496266e-10,4.8446074260110196e-14
0.01,3,C,"IZ,YZ",1,-3.609108603122688e-10,-2.00506033506816e-11
0.01,3,C,"IZ,YZ",2,1.101513675783898e-09,3.399733567234253e-12
0.01,3,C,"IZ,YZ",3,-2.0731829994592357e-10,-3.5548405340521876e-14
0.01,3,C,"IZ,ZI",1,2.219284900581882e-09,1.2329360558788233e-10
0.01,3,C,"IZ,ZI",2,-3.950171413469011e-09,-1.2191887078608058e-11
0.01,3,C,"IZ,ZI",3,8.688183608359401e-10,1.489743417071228e-13
0.01,3,C,"IZ,ZX",1,-1.0093068645545931e-09,-5.6072603586366284e-11
0.01,3,C,"IZ,ZX",2,9.43318065670243e-10,2.9114755113279104e-12
0.01,3,C,"IZ,ZX",3,-2.213791291169891e-10,-3.795938427931912e-14
