nbar,sector,mode,coefficient_per_gate
4.0,C,"IZ,XZ",-2.628690206235633e-09
4.0,C,"IZ,YI",3.833236388201553e-10
4.0,C,"IZ,YX",3.33322376354991e-09
4.0,C,"IZ,YY",-1.5372450707045447e-09
4.0,C,"IZ,YZ",5.414370908539869e-09
4.0,C,"IZ,ZI",3.2272559454823914e-09
4.0,C,"IZ,ZX",4.5327737878787225e-10
4.0,C,"IZ,ZY",1.449251539233603e-09
4.0,C,"IZ,ZZ",5.197204093588332e-10
4.0,C,"XI,XX",-1.0076201681859282e-08
4.0,C,"XI,XY",3.9919682899927e-10
4.0,C,"XI,XZ",-4.9375207903469664e-09
4.0,C,"XI,YI",-3.6413876558465557e-10
4.0,C,"XI,YX",6.3239536961460714e-09
4.0,C,"XI,YY",-5.247966403758309e-09
4.0,C,"XI,YZ",-1.5248651670351878e-10
4.0,C,"XI,ZI",-7.1343334557566534e-09
4.0,C,"XI,ZX",-4.517458081996907e-09
4.0,C,"XI,ZY",1.5135609809501492e-10
4.0,C,"XI,ZZ",-3.14580953087095e-09
4.0,C,"XX,XY",-1.4565644041732351e-09
4.0,C,"XX,XZ",1.5488330203399825e-09
4.0,C,"XX,YI",-5.091813130252628e-09
4.0,C,"XX,YX",-9.950520026412491e-10
4.0,C,"XX,YY",1.0533266512617895e-08
4.0,C,"XX,YZ",5.1474648174600024e-09
4.0,C,"XX,ZI",6.3761831783033354e-09
4.0,C,"XX,ZX",-6.2812266328727775e-09
4.0,C,"XX,ZY",4.275968167584262e-09
4.0,C,"XX,ZZ",-1.5754644115221081e-09
4.0,C,"XY,XZ",1.8702621256837615e-09
4.0,C,"XY,YI",2.4299695992770143e-09
4.0,C,"XY,YX",-2.8430969351749743e-09
4.0,C,"XY,YY",-7.668703018024448e-10
4.0,C,"XY,YZ",-1.1496127880685783e-09
4.0,C,"XY,ZI",1.2027074824392247e-09
4.0,C,"XY,ZX",-2.1246390743259176e-09
4.0,C,"XY,ZY",7.611944695908646e-10
4.0,C,"XY,ZZ",1.235073916198096e-09
4.0,C,"XZ,YI",-2.5039712023012375e-09
4.0,C,"XZ,YX",-2.333178461241561e-09
4.0,C,"XZ,YY",6.1257427814347555e-09
4.0,C,"XZ,YZ",-2.0979864577028077e-11
4.0,C,"XZ,ZI",-7.588051645850413e-10
4.0,C,"XZ,ZX",1.6682611855907314e-09
4.0,C,"XZ,ZY",1.0959328535835427e-09
4.0,C,"XZ,ZZ",-2.0500578132966535e-10
4.0,C,"YI,YX",-2.843271519452218e-09
4.0,C,"YI,YY",-7.785099048219703e-09
4.0,C,"YI,YZ",-9.40085484044675e-10
4.0,C,"YI,ZI",2.614842574099042e-09
4.0,C,"YI,ZX",-4.0464799968500634e-09
4.0,C,"YI,ZY",1.2460133627732226e-10
4.0,C,"YI,ZZ",3.393096116288873e-10
4.0,C,"YX,YY",8.759634419260651e-11
4.0,C,"YX,YZ",1.6363846399300587e-09
4.0,C,"YX,ZI",4.947767186503702e-10
4.0,C,"YX,ZX",2.050583920551505e-09
4.0,C,"YX,ZY",4.060928597991604e-10
4.0,C,"YX,ZZ",1.2503285171175663e-09
4.0,C,"YY,YZ",2.7713524884758317e-09
4.0,C,"YY,ZI",-1.4093713871749169e-09
4.0,C,"YY,ZX",5.213283989078604e-09
4.0,C,"YY,ZY",3.016644636681756e-09
4.0,C,"YY,ZZ",9.675062744902766e-10
4.0,C,"YZ,ZI",1.9418238501148265e-09
4.0,C,"YZ,ZX",1.2542352938586142e-09
4.0,C,"YZ,ZY",2.4164546815908177e-09
4.0,C,"YZ,ZZ",4.2945810437251355e-09
4.0,C,"ZI,ZX",1.2782948556588415e-10
4.0,C,"ZI,ZY",5.575187316512208e-09
4.0,C,"ZI,ZZ",2.2562806519882215e-10
4.0,C,"ZX,ZY",1.7087114319734784e-09
4.0,C,"ZX,ZZ",-2.4025215746470988e-11
4.0,C,"ZY,ZZ",3.971374842636897e-09
4.0,H,IX,-7.55125612319321e-09
4.0,H,IY,-2.390157473130266e-10
4.0,H,IZ,4.27180488728634e-10
4.0,H,XI,-5.254261031356796e-09
4.0,H,XX,0.07294130859580927
4.0,H,XY,-4.77031655319965e-09
4.0,H,XZ,-4.3302668221661115e-09
4.0,H,YI,7.636895681755194e-09
4.0,H,YX,-5.020749305879881e-09
4.0,H,YY,-1.025799041752773e-08
4.0,H,YZ,3.29695129328425e-09
4.0,H,ZI,2.621024749172067e-10
4.0,H,ZX,-3.834760326716546e-09
4.0,H,ZY,2.3770541160166538e-09
4.0,H,ZZ,-2.567837156937083e-17
4.0,S,IX,0.0004359025370492493
4.0,S,IY,6.856854361454288e-09
4.0,S,IZ,6.215543388679058e-09
4.0,S,XI,0.00043590542422981365
4.0,S,XX,0.004164478679593888
4.0,S,XY,5.89686855548413e-09
4.0,S,XZ,4.353572880811948e-09
4.0,S,YI,6.927709953965751e-09
4.0,S,YX,5.702969506894761e-09
4.0,S,YY,1.2787231091168164e-08
4.0,S,YZ,8.302193862236556e-09
4.0,S,ZI,6.43717609689397e-09
4.0,S,ZX,3.294561552135186e-09
4.0,S,ZY,8.069706929774614e-09
4.0,S,ZZ,1.1449281021255988e-08
