nbar,multiplier_heating,pauli,delta_h_heating,delta_gamma_heating,multiplier_motional_dephasing,delta_h_motional_dephasing,delta_gamma_motional_dephasing,gamma_mode_product,h_mode_product,gamma_overlap_fraction
4.0,2.0,YI,-5.256809328172732e-09,1.2638610099994542e-08,1.0,5.157850811284821e-09,-7.05467207999977e-08,-8.91612498024346e-16,-2.7113838258085337e-17,-5.511890360849823e-10
4.0,2.0,YI,-5.256809328172732e-09,1.2638610099994542e-08,2.0,5.104278160784089e-09,-1.2659020129998785e-07,-1.5999241967103686e-15,-2.6832217049198155e-17,-4.982437126321084e-10
4.0,2.0,YI,-5.256809328172732e-09,1.2638610099994542e-08,4.0,1.9799654836281807e-09,-2.5684259359998695e-07,-3.2461333975815887e-15,-1.0408301023796655e-17,-5.129517342191493e-10
4.0,2.0,YX,7.925747646996733e-09,-6.231076000009009e-09,0.0,0.0,0.0,-0.0,0.0,
4.0,2.0,YX,7.925747646996733e-09,-6.231076000009009e-09,0.5,2.0467614368022817e-08,4.005285319998598e-08,-2.4957237230631665e-16,1.6222114641699337e-16,-3.074072098229236e-10
4.0,2.0,YX,7.925747646996733e-09,-6.231076000009009e-09,1.0,-2.516745492667838e-09,7.065728400000473e-08,-4.4027090655825e-16,-1.9947089666601752e-17,-2.721726054085402e-10
4.0,2.0,YX,7.925747646996733e-09,-6.231076000009009e-09,2.0,1.0120966521588712e-08,1.3664242189999213e-07,-8.514293156841463e-16,8.021622659381444e-17,-2.6514962656513914e-10
4.0,2.0,YX,7.925747646996733e-09,-6.231076000009009e-09,4.0,5.602664320399409e-09,2.476954910999999e-07,-1.5434094299036543e-15,4.4405303554318164e-17,-2.438884810676883e-10
4.0,2.0,YY,1.0373224039761131e-08,4.161008680009812e-09,0.0,0.0,0.0,0.0,0.0,
4.0,2.0,YY,1.0373224039761131e-08,4.161008680009812e-09,0.5,-1.0208393216712153e-09,2.415343091799352e-09,1.0050263570178839e-17,-1.0589394992293297e-17,1.237926880104211e-11
4.0,2.0,YY,1.0373224039761131e-08,4.161008680009812e-09,1.0,1.2411667736225705e-08,0.0,0.0,1.287490101349441e-16,0.0
4.0,2.0,YY,1.0373224039761131e-08,4.161008680009812e-09,2.0,-5.747310908027443e-09,8.516429748568111e-09,3.543693810648569e-17,-5.961814367513165e-17,1.1035667591497738e-11
4.0,2.0,YY,1.0373224039761131e-08,4.161008680009812e-09,4.0,3.1338715960851996e-09,0.0,0.0,3.250835217803558e-17,0.0
4.0,2.0,YZ,-9.325060985617206e-09,0.0,0.0,0.0,0.0,0.0,-0.0,
4.0,2.0,YZ,-9.325060985617206e-09,0.0,0.5,1.904866831826188e-08,-8.147897614904132e-09,-0.0,-1.7762999376258636e-16,-0.0
4.0,2.0,YZ,-9.325060985617206e-09,0.0,1.0,1.6663993830928598e-08,-8.662480257972218e-09,-0.0,-1.5539275873735808e-16,-0.0
4.0,2.0,YZ,-9.325060985617206e-09,0.0,2.0,-2.6071387901778417e-09,-7.680893507201618e-09,-0.0,2.4311728216376635e-17,-0.0
4.0,2.0,YZ,-9.325060985617206e-09,0.0,4.0,2.0079296418980558e-08,-5.416321905434387e-09,-0.0,-1.8724066365527887e-16,-0.0
4.0,2.0,ZI,-1.4902220864140946e-09,-6.554232900011538e-09,0.0,0.0,0.0,-0.0,-0.0,
4.0,2.0,ZI,-1.4902220864140946e-09,-6.554232900011538e-09,0.5,3.8741189776572515e-09,4.0572952500012244e-08,-2.659245801261856e-16,-5.773297665900828e-18,-3.27548808565996e-10
4.0,2.0,ZI,-1.4902220864140946e-09,-6.554232900011538e-09,1.0,3.6913062066987065e-09,8.980012690000322e-08,-5.885709461532121e-16,-5.5008660369398434e-18,-3.6385072348880054e-10
4.0,2.0,ZI,-1.4902220864140946e-09,-6.554232900011538e-09,2.0,3.438167032417515e-09,1.6918375809999537e-07,-1.1088697534865832e-15,-5.123632448489385e-18,-3.453209745427844e-10
4.0,2.0,ZI,-1.4902220864140946e-09,-6.554232900011538e-09,4.0,3.848784751229106e-09,3.517392591000047e-07,-2.3053810242189333e-15,-5.735544042135391e-18,-3.642947006706609e-10
4.0,2.0,ZX,2.661407936414954e-09,6.741599994724255e-12,0.0,0.0,0.0,0.0,0.0,
4.0,2.0,ZX,2.661407936414954e-09,6.741599994724255e-12,0.5,7.288359317829276e-10,-4.77692479000061e-08,-3.2204116139066278e-19,1.9397297331914717e-18,-3.966696071219412e-13
4.0,2.0,ZX,2.661407936414954e-09,6.741599994724255e-12,1.0,1.0159090012804475e-08,-8.343200650000966e-08,-5.6246521458029915e-19,2.7037482786831728e-17,-3.4771233034844964e-13
4.0,2.0,ZX,2.661407936414954e-09,6.741599994724255e-12,2.0,-1.1790290391217777e-09,-1.7363314690000732e-07,-1.170565222225045e-18,-3.1378772419823964e-18,-3.6453399692224037e-13
4.0,2.0,ZX,2.661407936414954e-09,6.741599994724255e-12,4.0,3.898270317849461e-09,-3.386782665000082e-07,-2.283233399649675e-18,1.03748875622154e-17,-3.6079494849162247e-13
4.0,2.0,ZY,-7.813340522713949e-09,-4.7637885808188315e-09,0.0,0.0,0.0,-0.0,-0.0,
4.0,2.0,ZY,-7.813340522713949e-09,-4.7637885808188315e-09,0.5,-2.3011647662217794e-08,0.0,-0.0,1.79797839173622e-16,-0.0
4.0,2.0,ZY,-7.813340522713949e-09,-4.7637885808188315e-09,1.0,2.9595054278151715e-09,0.0,-0.0,-2.3123623686340162e-17,-0.0
4.0,2.0,ZY,-7.813340522713949e-09,-4.7637885808188315e-09,2.0,-1.4113537806204144e-08,0.0,-0.0,1.1027387686007016e-16,-0.0
4.0,2.0,ZY,-7.813340522713949e-09,-4.7637885808188315e-09,4.0,-2.7662155233313453e-09,0.0,-0.0,2.1613383843005175e-17,-0.0
4.0,2.0,ZZ,-1.3334681406029819e-15,1.022648408229715e-09,0.0,0.0,0.0,0.0,-0.0,
4.0,2.0,ZZ,-1.3334681406029819e-15,1.022648408229715e-09,0.5,-1.9935829356817413e-15,-7.0080472742203165e-09,-7.166768389779999e-18,2.6583793303813655e-30,-8.827564741202068e-12
4.0,2.0,ZZ,-1.3334681406029819e-15,1.022648408229715e-09,1.0,-4.738486661378331e-16,-1.0767053600671496e-08,-1.1010910226050726e-17,6.318620997620194e-31,-6.806872949137882e-12
4.0,2.0,ZZ,-1.3334681406029819e-15,1.022648408229715e-09,2.0,-2.2398024642287703e-15,-1.7639422259657644e-08,-1.8038927095930692e-17,2.986705227293115e-30,-5.6176299018768366e-12
4.0,2.0,ZZ,-1.3334681406029819e-15,1.022648408229715e-09,4.0,-9.82321528139321e-16,-6.318831529197877e-09,-6.461943005205944e-18,1.3098944616022201e-30,-1.0211117243102698e-12
0.01,4.0,IX,8.391728356762501e-09,0.0009757145945867,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,IX,8.391728356762501e-09,0.0009757145945867,0.5,-7.646504343253926e-09,0.0001109718227845,1.0827682707872554e-07,-6.416738732739159e-17,0.49984254441223125
0.01,4.0,IX,8.391728356762501e-09,0.0009757145945867,1.0,-2.342407638613772e-09,0.00022181351126159996,2.1642668021446441e-07,-1.965684860405228e-17,0.49986803124514195
0.01,4.0,IX,8.391728356762501e-09,0.0009757145945867,2.0,-7.978924608860784e-09,0.00044308013689550003,4.3231975614041234e-07,-6.695696789664719e-17,0.49988660045714867
0.01,4.0,IX,8.391728356762501e-09,0.0009757145945867,4.0,-8.939935914561053e-09,0.0008839248027467,8.624583305571252e-07,-7.502151372186149e-17,0.4998912107001206
0.01,4.0,IY,5.584738081055672e-09,8.077283256977604e-08,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,IY,5.584738081055672e-09,8.077283256977604e-08,0.5,7.054342982985458e-10,-2.698608462720401e-08,-2.1797424953069566e-15,3.9396657893906755e-18,-1.0062430387118058e-08
0.01,4.0,IY,5.584738081055672e-09,8.077283256977604e-08,1.0,1.79954547184449e-09,-4.2194662924760614e-08,-3.4081824437598255e-15,1.0049990125201222e-17,-7.871679437111383e-09
0.01,4.0,IY,5.584738081055672e-09,8.077283256977604e-08,2.0,4.681770297866099e-11,-6.82048097709224e-08,-5.509095680080139e-15,2.614646086924816e-19,-6.370107014526495e-09
0.01,4.0,IY,5.584738081055672e-09,8.077283256977604e-08,4.0,-2.1469034578895548e-09,-1.2842779993579867e-07,-1.0373477181518959e-14,-1.1989893497625899e-17,-6.0125920102016065e-09
0.01,4.0,IZ,1.081526053492009e-10,-8.395782979999105e-08,0.0,0.0,0.0,-0.0,0.0,
0.01,4.0,IZ,1.081526053492009e-10,-8.395782979999105e-08,0.5,-1.853386911027357e-11,2.679713739998208e-08,-2.24982950095467e-15,-2.0044862314771628e-21,-1.0385975767772001e-08
0.01,4.0,IZ,1.081526053492009e-10,-8.395782979999105e-08,1.0,1.1348219835847172e-10,4.3336379599982246e-08,-3.638428382603114e-15,1.2273395413223525e-20,-8.403465000877065e-09
0.01,4.0,IZ,1.081526053492009e-10,-8.395782979999105e-08,2.0,9.360452673690158e-11,9.595760279998509e-08,-8.056392083896292e-15,1.012357343907484e-20,-9.315517955327462e-09
0.01,4.0,IZ,1.081526053492009e-10,-8.395782979999105e-08,4.0,-2.1768383853677469e-10,1.9406689330000006e-07,-1.629343519749443e-14,-2.3543074280166962e-20,-9.443870803680486e-09
0.01,4.0,XI,5.9253786760151405e-09,0.000975713324822,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,XI,5.9253786760151405e-09,0.000975713324822,0.5,-4.4451988679581415e-09,0.00011099369958540001,1.0829803165676489e-07,-2.6339486582845814e-17,0.4999404319337475
0.01,4.0,XI,5.9253786760151405e-09,0.000975713324822,1.0,1.7680987964208182e-09,0.00022183455835579998,2.1644693449375759e-07,1.047665490539995e-17,0.4999148113681126
0.01,4.0,XI,5.9253786760151405e-09,0.000975713324822,2.0,-2.8771440330037565e-09,0.0004430890599471,4.323278998732394e-07,-1.704816790098466e-17,0.499896016966249
0.01,4.0,XI,5.9253786760151405e-09,0.000975713324822,4.0,-3.844560563802102e-09,0.0008839254816436,8.624578705893647e-07,-2.278047718340172e-17,0.4998909440972802
0.01,4.0,XX,3.1368109972599104e-05,5.829602699000029e-07,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,XX,3.1368109972599104e-05,5.829602699000029e-07,0.5,-4.120880975200594e-06,8.065911914867376e-05,4.702106186880735e-11,-1.292642476140837e-10,0.00021706516379890812
0.01,4.0,XX,3.1368109972599104e-05,5.829602699000029e-07,1.0,-8.117276173100207e-06,0.0001613127135873254,9.403890305116908e-11,-2.546236116757657e-10,0.000217196148284767
0.01,4.0,XX,3.1368109972599104e-05,5.829602699000029e-07,2.0,-1.5633516950100054e-05,0.0003225516028442254,1.880347694507482e-10,-4.903938789492306e-10,0.00021742254508014993
0.01,4.0,XX,3.1368109972599104e-05,5.829602699000029e-07,4.0,-2.8927985791800392e-05,0.0006448396264276254,3.7591588266446557e-10,-9.074162396029791e-10,0.0002178853621660246
0.01,4.0,XY,2.460457112708087e-09,-3.1359122800020053e-08,0.0,0.0,0.0,-0.0,0.0,
0.01,4.0,XY,2.460457112708087e-09,-3.1359122800020053e-08,0.5,6.195813868058577e-09,8.00831600000578e-09,-2.5113376486554666e-16,1.5244534300680128e-17,-1.1593186040347292e-09
0.01,4.0,XY,2.460457112708087e-09,-3.1359122800020053e-08,1.0,1.0447273977480614e-08,2.6621632399990557e-08,-8.348310395682965e-16,2.5705069566302282e-17,-1.9281603717148818e-09
0.01,4.0,XY,2.460457112708087e-09,-3.1359122800020053e-08,2.0,6.8678147495900124e-09,4.235717089999037e-08,-1.328283723714234e-15,1.6897963649390256e-17,-1.535879926048104e-09
0.01,4.0,XY,2.460457112708087e-09,-3.1359122800020053e-08,4.0,-2.938413636669494e-09,8.062683029999942e-08,-2.5283866723540594e-15,-7.229840732421892e-18,-1.4654832934881182e-09
0.01,4.0,XZ,5.146864088740136e-10,3.584721406303291e-08,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,XZ,5.146864088740136e-10,3.584721406303291e-08,0.5,1.3943016143746803e-09,-7.93689663387072e-09,-2.8451563263052905e-16,7.176280907897439e-19,-1.3134206235624132e-09
0.01,4.0,XZ,5.146864088740136e-10,3.584721406303291e-08,1.0,-2.0322841476283152e-09,-2.6967897722598544e-08,-9.667240024919677e-16,-1.0459890297544032e-18,-2.232785825685773e-09
0.01,4.0,XZ,5.146864088740136e-10,3.584721406303291e-08,2.0,8.838804418976033e-10,-7.102773512251417e-08,-2.5461464253491664e-15,4.549212505142536e-19,-2.9440812332909686e-09
0.01,4.0,XZ,5.146864088740136e-10,3.584721406303291e-08,4.0,-5.889237241632604e-09,-1.50716340138415e-07,-5.402760907738641e-15,-3.0311103669029862e-18,-3.131505135498096e-09
0.01,4.0,YI,6.692116658767154e-09,7.940302363755841e-08,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,YI,6.692116658767154e-09,7.940302363755841e-08,0.5,-5.430881325459999e-10,-4.8834037916554e-09,-3.8775702670055604e-16,-3.6344091389898296e-18,-1.7900179019727583e-09
0.01,4.0,YI,6.692116658767154e-09,7.940302363755841e-08,1.0,6.108758375224868e-09,-2.104275643166067e-08,-1.6708584863425363e-15,4.088052368722571e-17,-3.85908401510223e-09
0.01,4.0,YI,6.692116658767154e-09,7.940302363755841e-08,2.0,3.1142147583927854e-09,-5.941436383438963e-08,-4.717680135952535e-15,2.0840688463618885e-17,-5.455001886241771e-09
0.01,4.0,YI,6.692116658767154e-09,7.940302363755841e-08,4.0,-5.362895579366717e-09,-1.2772135261127744e-07,-1.0141461580414195e-14,-3.5889122845908734e-17,-5.878112980168173e-09
0.01,4.0,YX,-6.85656035280728e-11,-3.136947759999108e-08,0.0,0.0,0.0,-0.0,-0.0,
0.01,4.0,YX,-6.85656035280728e-11,-3.136947759999108e-08,0.5,-3.267722354997382e-09,7.950699899990886e-09,-2.494093024170154e-16,2.240533554325709e-19,-1.1513579007035308e-09
0.01,4.0,YX,-6.85656035280728e-11,-3.136947759999108e-08,1.0,-7.241657177373409e-09,2.5694729999996366e-08,-8.060302571727048e-16,4.96528594910008e-19,-1.8616408909367353e-09
0.01,4.0,YX,-6.85656035280728e-11,-3.136947759999108e-08,2.0,-6.533529512801564e-11,4.1474637199980825e-08,-1.3010377026125552e-15,4.479753942137147e-21,-1.5043756501711573e-09
0.01,4.0,YX,-6.85656035280728e-11,-3.136947759999108e-08,4.0,6.61558301860432e-10,7.950786589999356e-08,-2.4941202183729428e-15,-4.536014423606749e-20,-1.4456220450542892e-09
0.01,4.0,YY,4.064598643767686e-10,1.6219853762780134e-10,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,YY,4.064598643767686e-10,1.6219853762780134e-10,0.5,2.9546647481813728e-09,-3.9618140625780063e-10,-6.426004473034112e-20,1.2009526328246199e-18,-2.9664615346277065e-13
0.01,4.0,YY,4.064598643767686e-10,1.6219853762780134e-10,1.0,-3.95674915951982e-09,1.8643179301632827e-09,3.023896419457739e-19,-1.6082597267513194e-18,6.984116507196477e-13
0.01,4.0,YY,4.064598643767686e-10,1.6219853762780134e-10,2.0,1.9113133460572233e-09,-3.9618140625780063e-10,-6.426004473034112e-20,7.768721634199268e-19,-7.430318612374829e-14
0.01,4.0,YY,4.064598643767686e-10,1.6219853762780134e-10,4.0,-1.171047382117378e-08,-3.9618140625780063e-10,-6.426004473034112e-20,-4.759837601141994e-18,-3.724589400063363e-14
0.01,4.0,YZ,-5.049036397546466e-09,0.0,0.0,0.0,0.0,0.0,-0.0,
0.01,4.0,YZ,-5.049036397546466e-09,0.0,0.5,1.3014651379832504e-09,0.0,0.0,-6.5711448518152654e-18,0.0
0.01,4.0,YZ,-5.049036397546466e-09,0.0,1.0,-6.008916273340616e-09,0.0,0.0,3.0339236973906036e-17,0.0
0.01,4.0,YZ,-5.049036397546466e-09,0.0,2.0,-1.3667727179067723e-09,0.0,0.0,6.900885199884801e-18,0.0
0.01,4.0,YZ,-5.049036397546466e-09,0.0,4.0,1.1222943646272084e-08,0.0,0.0,-5.66650509576406e-17,0.0
0.01,4.0,ZI,1.4189476515197546e-10,-8.406609890000238e-08,0.0,0.0,0.0,-0.0,0.0,
0.01,4.0,ZI,1.4189476515197546e-10,-8.406609890000238e-08,0.5,9.003921788748712e-11,2.6826053700000586e-08,-2.255161683441024e-15,1.2776093676612533e-20,-1.0410590929973899e-08
0.01,4.0,ZI,1.4189476515197546e-10,-8.406609890000238e-08,1.0,1.2162225973851857e-12,4.382369310000048e-08,-3.684086918307992e-15,1.7257561982849653e-22,-8.508919847431646e-09
0.01,4.0,ZI,1.4189476515197546e-10,-8.406609890000238e-08,2.0,4.72575341052041e-12,9.653386399998461e-08,-8.115225358222087e-15,6.705596703519406e-22,-9.383546226251385e-09
0.01,4.0,ZI,1.4189476515197546e-10,-8.406609890000238e-08,4.0,1.4966258342714498e-10,1.945994803000009e-07,-1.635921915678894e-14,2.1236337127432672e-20,-9.481999976872121e-09
0.01,4.0,ZX,4.935115866855602e-10,3.733564481288711e-08,0.0,0.0,0.0,0.0,0.0,
0.01,4.0,ZX,4.935115866855602e-10,3.733564481288711e-08,0.5,1.6773571712020809e-09,-3.001087959709375e-08,-1.1204755411594128e-15,8.277951989983418e-19,-5.172494988586849e-09
0.01,4.0,ZX,4.935115866855602e-10,3.733564481288711e-08,1.0,-1.7463355033832032e-09,-4.7680214051529246e-08,-1.7801715364303247e-15,-8.618368051599711e-19,-4.11155796647753e-09
0.01,4.0,ZX,4.935115866855602e-10,3.733564481288711e-08,2.0,1.067227280867415e-09,-7.951190853770524e-08,-2.9686283755585287e-15,5.26689028734994e-19,-3.4325924864664343e-09
0.01,4.0,ZX,4.935115866855602e-10,3.733564481288711e-08,4.0,-5.867108999622447e-09,-1.5083640813290226e-07,-5.631574558901715e-15,-2.8954862716608038e-18,-3.2641282768743713e-09
0.01,4.0,ZY,-1.8109928874448763e-09,0.0,0.0,0.0,0.0,0.0,-0.0,
0.01,4.0,ZY,-1.8109928874448763e-09,0.0,0.5,-1.519304134627719e-10,-2.6496328050466113e-09,-0.0,2.751448981676392e-19,-0.0
0.01,4.0,ZY,-1.8109928874448763e-09,0.0,1.0,1.0783761560312164e-09,-2.6496328050466113e-09,-0.0,-1.952931548562679e-18,-0.0
0.01,4.0,ZY,-1.8109928874448763e-09,0.0,2.0,1.0114651308021121e-09,-2.6496328050466113e-09,-0.0,-1.8317561577811267e-18,-0.0
0.01,4.0,ZY,-1.8109928874448763e-09,0.0,4.0,7.198791293177924e-09,-1.5987251272722538e-09,-0.0,-1.3036959830145324e-17,-0.0
0.01,4.0,ZZ,7.770766269586458e-17,-4.0714751532787245e-09,0.0,0.0,0.0,-0.0,0.0,
0.01,4.0,ZZ,7.770766269586458e-17,-4.0714751532787245e-09,0.5,-1.2879822714343967e-16,3.398399511216207e-09,-1.3836499170831349e-17,-1.000860919068776e-32,-6.387397135563972e-11
0.01,4.0,ZZ,7.770766269586458e-17,-4.0714751532787245e-09,1.0,1.4763627934714488e-16,-1.6010414966450429e-09,6.5186006729584744e-18,1.1472470197180373e-32,1.505563030230891e-11
0.01,4.0,ZZ,7.770766269586458e-17,-4.0714751532787245e-09,2.0,-9.396419243823079e-17,5.7991307160791435e-09,-2.361101662113169e-17,-7.301737771479347e-33,-2.7301159996586726e-11
0.01,4.0,ZZ,7.770766269586458e-17,-4.0714751532787245e-09,4.0,4.548413189304008e-16,1.5346157035238395e-08,-6.248149706728662e-17,3.5344655791585754e-32,-3.621502640614027e-11
1.0,4.0,IX,-3.590236459534412e-09,0.000957014098407,0.0,0.0,0.0,0.0,-0.0,
1.0,4.0,IX,-3.590236459534412e-09,0.000957014098407,0.5,2.025560574923846e-09,0.0003193070487067,3.055813473330425e-07,-7.272241427087077e-18,0.499924142952194
1.0,4.0,IX,-3.590236459534412e-09,0.000957014098407,1.0,7.689487898214149e-09,0.0006376147371092,6.102062927655773e-07,-2.760707980731707e-17,0.4999213729209705
1.0,4.0,IX,-3.590236459534412e-09,0.000957014098407,2.0,7.340857323771178e-09,0.0012712755262628,1.2166286015932778e-06,-2.6355413608043495e-17,0.4999248403234047
1.0,4.0,IX,-3.590236459534412e-09,0.000957014098407,4.0,9.17787041282837e-09,0.0025268626309948,2.4182431625998286e-06,-3.295072497701856e-17,0.4999222372425656
1.0,4.0,IY,2.9586838097762404e-09,2.1898129541798742e-08,0.0,0.0,0.0,0.0,0.0,
1.0,4.0,IY,2.9586838097762404e-09,2.1898129541798742e-08,0.5,-3.0100335869766634e-09,-2.4550434742583757e-08,-5.376086003005756e-16,-8.905737640670558e-18,-8.795154583047173e-10
1.0,4.0,IY,2.9586838097762404e-09,2.1898129541798742e-08,1.0,4.210218462839819e-09,-4.8626385379393834e-08,-1.0648268861873946e-15,1.245670520162518e-17,-8.723766456968826e-10
1.0,4.0,IY,2.9586838097762404e-09,2.1898129541798742e-08,2.0,-3.010410297414506e-09,-8.662902118367684e-08,-1.8970135279593827e-15,-8.906852207743974e-18,-7.795018001504075e-10
1.0,4.0,IY,2.9586838097762404e-09,2.1898129541798742e-08,4.0,-1.0810750377482382e-09,-1.7801003351060004e-07,-3.8980867735550545e-15,-3.19855921133895e-18,-8.058495898759107e-10
1.0,4.0,IZ,-2.178480866730464e-11,-2.547842130001354e-08,0.0,0.0,0.0,-0.0,-0.0,
1.0,4.0,IZ,-2.178480866730464e-11,-2.547842130001354e-08,0.5,1.874670988840133e-10,3.1458923999984865e-08,-8.015237193167216e-16,-4.083934880602909e-21,-1.3112745981794394e-09
1.0,4.0,IZ,-2.178480866730464e-11,-2.547842130001354e-08,1.0,6.365499057102455e-10,5.479248539998552e-08,-1.396026027095672e-15,-1.386711790308851e-20,-1.143716897667572e-09
1.0,4.0,IZ,-2.178480866730464e-11,-2.547842130001354e-08,2.0,-1.5679047635160664e-10,1.1216671749999575e-07,-2.8578308843044933e-15,3.4156505281753035e-21,-1.1743112455487354e-09
1.0,4.0,IZ,-2.178480866730464e-11,-2.547842130001354e-08,4.0,6.05091491193861e-11,2.383330366999769e-07,-6.072349518753601e-15,-1.3181802361872313e-21,-1.2553338736500196e-09
1.0,4.0,XI,5.658534013352523e-09,0.000957009359034,0.0,0.0,0.0,0.0,0.0,
1.0,4.0,XI,5.658534013352523e-09,0.000957009359034,0.5,1.244245488633086e-08,0.0003193066182229,3.0557942204081167e-07,7.040605418390747e-17,0.49992099321783745
1.0,4.0,XI,5.658534013352523e-09,0.000957009359034,1.0,6.344882737093708e-09,0.0006376199559413999,6.102082653427664e-07,3.5902734778578e-17,0.49992298898673093
1.0,4.0,XI,5.658534013352523e-09,0.000957009359034,2.0,1.0015169599790025e-08,0.0012712644222858,1.2166119499344617e-06,5.667117782990603e-17,0.4999179979905318
1.0,4.0,XI,5.658534013352523e-09,0.000957009359034,4.0,1.1159209634170042e-08,0.0025268515873354,2.4182206179698965e-06,6.314476727708235e-17,0.49991757660214375
1.0,4.0,XX,3.227350489650241e-05,1.2217308050999553e-06,0.0,0.0,0.0,0.0,0.0,
1.0,4.0,XX,3.227350489650241e-05,1.2217308050999553e-06,0.5,-2.060579507219898e-05,7.748384492909998e-05,9.466440024746941e-11,-6.65021228158939e-10,0.00015486880850165805
1.0,4.0,XX,3.227350489650241e-05,1.2217308050999553e-06,1.0,-4.088084437610037e-05,0.00015549916568210006,1.8997812088116345e-10,-1.3193681311452284e-09,0.00015564264764529967
1.0,4.0,XX,3.227350489650241e-05,1.2217308050999553e-06,2.0,-8.044023700599923e-05,0.00031306688001459996,3.824834513703683e-10,-2.5960883828889305e-09,0.00015716626923143725
1.0,4.0,XX,3.227350489650241e-05,1.2217308050999553e-06,4.0,-0.0001555532513458982,0.0006342491771569,7.748817578418836e-10,-5.020248618978716e-09,0.00016019093032906479
1.0,4.0,XY,-2.9438871848426194e-09,-7.879417999957696e-10,0.0,0.0,0.0,-0.0,-0.0,
1.0,4.0,XY,-2.9438871848426194e-09,-7.879417999957696e-10,0.5,-6.147986423826472e-10,2.181804159998653e-08,-1.7191346970675968e-17,1.8098978445689156e-18,-2.8124653142334228e-11
1.0,4.0,XY,-2.9438871848426194e-09,-7.879417999957696e-10,1.0,-1.6322697160635746e-10,5.013727809999443e-08,-3.9505257152998093e-17,4.805217899326258e-19,-3.236532075736879e-11
1.0,4.0,XY,-2.9438871848426194e-09,-7.879417999957696e-10,2.0,-1.0534057912824523e-08,9.782137479999887e-08,-7.707755013797193e-17,3.10110780939541e-17,-3.167193496419749e-11
1.0,4.0,XY,-2.9438871848426194e-09,-7.879417999957696e-10,4.0,-5.251176090522646e-09,1.790727325000081e-07,-1.4109889117621731e-16,1.5458869998241585e-17,-2.916930540327659e-11
1.0,4.0,XZ,-3.2794378890207194e-09,4.330669464203997e-09,0.0,0.0,0.0,0.0,-0.0,
1.0,4.0,XZ,-3.2794378890207194e-09,4.330669464203997e-09,0.5,8.790335016599494e-11,-2.870888802131589e-08,-1.2432870470516462e-16,-2.8827357710621956e-19,-2.033989367693485e-10
1.0,4.0,XZ,-3.2794378890207194e-09,4.330669464203997e-09,1.0,2.308255449760216e-09,-5.532697387316014e-08,-2.39602836299307e-16,-7.569780379482213e-18,-1.9629849822693473e-10
1.0,4.0,XZ,-3.2794378890207194e-09,4.330669464203997e-09,2.0,4.605152566373694e-11,-1.2207280154069838e-07,-5.286569540421371e-16,-1.5102311810886895e-19,-2.1723042100873222e-10
1.0,4.0,XZ,-3.2794378890207194e-09,4.330669464203997e-09,4.0,1.5692372624535486e-09,-2.3804179584378392e-07,-1.030880336464957e-15,-5.146216135353318e-18,-2.1311339244349265e-10
1.0,4.0,YI,-9.833683477218432e-10,1.8879334347482284e-08,0.0,0.0,0.0,0.0,-0.0,
1.0,4.0,YI,-9.833683477218432e-10,1.8879334347482284e-08,0.5,1.970603952752151e-09,-2.3975810862760048e-08,-4.526473495300446e-16,-1.937829553032016e-18,-7.405207819401519e-10
1.0,4.0,YI,-9.833683477218432e-10,1.8879334347482284e-08,1.0,-1.6032321849205941e-09,-4.4051523907917404e-08,-8.31663448373682e-16,1.5765677846998453e-18,-6.813537288100118e-10
1.0,4.0,YI,-9.833683477218432e-10,1.8879334347482284e-08,2.0,-2.490335065438849e-09,-9.756612665076257e-08,-1.8419835260285486e-15,2.4489166785743693e-18,-7.568894228873372e-10
1.0,4.0,YI,-9.833683477218432e-10,1.8879334347482284e-08,4.0,3.1723774102835873e-09,-1.8941871919503958e-07,-3.576099331355012e-15,-3.1196155323006714e-18,-7.392852819691738e-10
1.0,4.0,YX,9.180532681106885e-10,-1.9813526000011378e-09,0.0,0.0,0.0,-0.0,0.0,
1.0,4.0,YX,9.180532681106885e-10,-1.9813526000011378e-09,0.5,-5.550450542517631e-09,2.076941880001129e-08,-4.115154193991488e-17,-5.095609260045055e-18,-6.732298785583859e-11
1.0,4.0,YX,9.180532681106885e-10,-1.9813526000011378e-09,1.0,-8.847837878093785e-09,4.9034797600008275e-08,-9.715522371530594e-17,-8.122786479697539e-18,-7.959598811423415e-11
1.0,4.0,YX,9.180532681106885e-10,-1.9813526000011378e-09,2.0,-3.288883726085423e-09,9.674979939999794e-08,-1.9169546659077444e-16,-3.019370453168781e-18,-7.876958128438838e-11
1.0,4.0,YX,9.180532681106885e-10,-1.9813526000011378e-09,4.0,-1.2274220842374118e-09,1.7890784449999864e-07,-3.5447952286067157e-16,-1.1268388557853888e-18,-7.328137999764469e-11
1.0,4.0,YY,-7.3894363842923085e-09,3.854264372395687e-09,0.0,0.0,0.0,0.0,-0.0,
1.0,4.0,YY,-7.3894363842923085e-09,3.854264372395687e-09,0.5,1.2589605792495118e-10,0.0,0.0,-9.303009110696063e-19,0.0
