time,baseline_amplitude,optimized_amplitude,detuning
11.372565405995053,0.125,0.16858934609053408,0.5
11.40398133253095,0.125,0.16898870130793203,0.5
11.435397259066848,0.125,0.16938805652532996,0.5
11.466813185602746,0.125,0.1697874117427279,0.5
11.498229112138644,0.125,0.17018676696012586,0.5
11.529645038674541,0.125,0.17058612217752378,0.5
11.561060965210439,0.125,0.17098547739492173,0.5
11.592476891746337,0.125,0.17138483261231968,0.5
11.623892818282236,0.125,0.17178418782971763,0.5
11.655308744818134,0.125,0.17218354304711558,0.5
11.686724671354032,0.125,0.17258289826451353,0.5
11.71814059788993,0.125,0.17298225348191149,0.5
11.749556524425827,0.125,0.1733816086993094,0.5
11.780972450961725,0.125,0.17378096391670736,0.5
11.812388377497623,0.125,0.1741803191341053,0.5
11.84380430403352,0.125,0.17457967435150323,0.5
11.875220230569418,0.125,0.17497902956890118,0.5
11.906636157105316,0.125,0.17537838478629914,0.5
11.938052083641216,0.125,0.17577774000369709,0.5
11.969468010177113,0.125,0.17617709522109504,0.5
12.000883936713011,0.125,0.176576450438493,0.5
12.032299863248909,0.125,0.1769758056558909,0.5
12.063715789784807,0.125,0.17737516087328886,0.5
12.095131716320704,0.125,0.1777745160906868,0.5
12.126547642856602,0.125,0.17817387130808474,0.5
12.1579635693925,0.125,0.1785732265254827,0.5
12.189379495928398,0.125,0.17897258174288064,0.5
12.220795422464297,0.125,0.1793719369602786,0.5
12.252211349000195,0.125,0.17977129217767654,0.5
12.283627275536093,0.125,0.1801706473950745,0.5
12.31504320207199,0.125,0.1805700026124724,0.5
12.346459128607888,0.125,0.18096935782987036,0.5
12.377875055143786,0.125,0.18136871304726832,0.5
12.409290981679684,0.125,0.18176806826466624,0.5
12.440706908215581,0.125,0.1821674234820642,0.5
12.47212283475148,0.125,0.18256677869946214,0.5
12.503538761287377,0.125,0.1829661339168601,0.5
12.534954687823276,0.125,0.18336548913425804,0.5
12.566370614359172,0.125,0.18376484435165596,0.5
